geoid,borough,year,median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units
017902,Bronx,2017,1157.0,19396.0,4007,45,1171,20
017902,Queens,2017,1490.0,43750.0,772,188,362,32
018000,Brooklyn,2017,1320.0,66346.0,3298,1248,1146,154
018000,Manhattan,2017,864.0,34516.0,7896,639,3154,147
018000,Queens,2017,1446.0,66739.0,1412,221,342,13
018100,Brooklyn,2017,1717.334070262026,83848.6839410957,3634,1799,2302,384
018100,Manhattan,2017,1129.0,95478.0,9578,5693,4809,366
018101,Bronx,2017,1147.0,24594.0,2973,2,1084,55
018101,Queens,2017,1488.0,53443.0,3505,1108,1798,148
018102,Bronx,2017,1158.0,35593.0,6247,173,1707,69
018102,Queens,2017,1498.0,62733.0,3539,2029,2038,118
018200,Brooklyn,2017,1364.0,60208.0,3574,1156,1229,81
018200,Manhattan,2017,640.0,23860.0,8147,518,3001,40
018200,Queens,2017,1633.4473976835445,54544.35771700914,2583,49,771,49
018300,Brooklyn,2017,2219.0,104196.0,2817,1761,1329,61
018300,Manhattan,2017,2068.3595328183237,120540.20169916486,7466,5518,5072,1184
018300,Queens,2017,1481.2903293238437,70947.66580496995,6484,3046,2848,240
018301,Bronx,2017,1136.0,30990.0,3971,121,2045,72
018302,Bronx,2017,1192.0,33226.0,3589,101,1320,52
018400,Bronx,2017,1394.0,65099.0,3780,2047,1545,74
018400,Brooklyn,2017,1562.0,79964.0,2993,1377,899,6
018400,Manhattan,2017,600.0,27132.0,7459,365,3402,287
018401,Queens,2017,750.0,63667.0,2023,0,662,35
018402,Queens,2017,1393.0,65458.0,2447,79,702,39
018500,Manhattan,2017,2071.0,116382.0,5135,3319,3286,605
018501,Bronx,2017,1004.0,32680.0,3771,42,1273,78
018501,Brooklyn,2017,499.0,24268.0,4951,328,1837,65
018501,Queens,2017,1429.0,70066.0,3333,1347,1654,103
018502,Bronx,2017,1004.0,32680.0,4663,51,1575,97
018502,Queens,2017,1666.0,73917.0,3610,1654,1648,159
018600,Brooklyn,2017,1369.0,66600.0,2158,1156,717,27
018600,Manhattan,2017,602.0,34023.0,7928,443,2146,59
018600,Queens,2017,1526.7628882704346,73047.87006973058,2126,12,568,52
018700,Brooklyn,2017,2019.0,68500.0,1614,576,709,75
018700,Manhattan,2017,1838.0,113879.0,8658,6278,4614,637
018700,Queens,2017,1322.1304599987711,73431.96391936313,2930,1016,1139,92
018701,Staten Island,2017,1471.4640980936513,97334.62852813,1926,1343,681,14
018703,Staten Island,2017,1257.0,103802.0,3677,1771,1124,47
018704,Staten Island,2017,1257.0,103802.0,4169,2008,1274,53
018800,Brooklyn,2017,1434.0,64406.0,2875,1437,1043,98
018800,Manhattan,2017,1009.0,30963.0,6009,863,2676,305
018800,Queens,2017,1347.4058700181758,77928.3578673832,1423,3,436,42
018900,Bronx,2017,1130.0,26370.0,8512,186,3003,75
018900,Manhattan,2017,677.0,26529.0,12236,2480,5487,545
018900,Queens,2017,1589.0,67618.0,3644,1044,1458,159
018901,Staten Island,2017,1162.5296003270723,60293.75881175569,5229,3632,2226,174
018902,Staten Island,2017,1450.0,83767.0,5226,3063,1742,70
019000,Brooklyn,2017,1221.0,42891.0,4682,1452,1645,162
019000,Manhattan,2017,816.0,55536.0,3452,637,1764,187
019000,Queens,2017,1646.0,83006.0,2749,54,717,50
019100,Brooklyn,2017,2553.0,86225.0,2826,1455,1261,216
019100,Manhattan,2017,1618.0,101667.0,9827,5684,4987,191
019200,Brooklyn,2017,1229.0,41442.0,3702,1859,940,75
019200,Manhattan,2017,473.0,17304.0,3894,95,1402,52
019200,Queens,2017,1494.3058118779563,69460.94209396897,2252,17,738,96
019300,Bronx,2017,879.0,22761.0,5853,16,2254,134
019300,Brooklyn,2017,1149.0,54615.0,5861,1816,2366,145
019300,Manhattan,2017,1247.0,41205.0,9361,2932,4435,512
019400,Bronx,2017,1548.0,55625.0,2280,415,779,50
019400,Brooklyn,2017,1251.0,47632.0,4031,872,1240,92
019400,Manhattan,2017,561.0,20086.0,6703,467,2864,192
019400,Queens,2017,1412.0168857473816,73005.7511932263,2872,18,865,57
019500,Bronx,2017,1128.0,28365.0,7352,63,2763,32
019500,Brooklyn,2017,1701.0,78964.0,3901,1635,1904,65
019500,Manhattan,2017,1874.0,116144.0,7207,4551,3779,555
019600,Brooklyn,2017,1263.0,38973.0,4430,1627,1607,145
019600,Manhattan,2017,518.0,17070.0,4072,507,1718,83
019600,Queens,2017,1336.0,65333.0,2947,21,868,76
019700,Bronx,2017,1174.9433485384618,25303.24633215384,7492,46,2295,59
019700,Brooklyn,2017,1800.0,90487.0,3561,1678,1763,46
019700,Staten Island,2017,1635.0,97083.0,1805,1576,729,37
019701,Manhattan,2017,3501.0,69375.0,593,229,409,95
019702,Manhattan,2017,1605.0,66103.0,2460,676,1239,144
019800,Brooklyn,2017,1464.0,58750.0,1860,892,689,61
019800,Manhattan,2017,1359.0,74712.0,2806,453,1308,21
019800,Queens,2017,1317.0,52292.0,3207,17,869,72
019800,Staten Island,2017,1382.5607084980782,105969.11283430355,6565,5871,2434,197
019900,Bronx,2017,1142.0,33528.0,8746,173,2908,134
019900,Brooklyn,2017,1833.0,82955.0,3829,1852,1681,103
019900,Manhattan,2017,1774.0,81054.0,8848,5395,3874,734
019901,Queens,2017,1309.0,38977.0,158,27,55,18
019902,Queens,2017,1381.6874993751474,44041.099544928074,394,94,142,41
019903,Queens,2017,1316.3487985723846,39729.890125242266,327,54,113,36
020000,Bronx,2017,1203.0669733555635,43108.32369827747,4549,95,1555,120
020000,Brooklyn,2017,1395.0,56667.0,2335,1105,820,56
020000,Manhattan,2017,1268.0,61250.0,3394,771,1604,319
020100,Bronx,2017,1135.0,33938.0,4875,198,1379,41
020100,Brooklyn,2017,2014.0,94375.0,3735,1593,1898,238
020100,Staten Island,2017,1185.0,81771.0,3579,2091,1357,57
020101,Manhattan,2017,2163.0,112708.0,1781,950,288,19
020102,Manhattan,2017,1308.0,69306.0,4454,1302,1921,104
020200,Bronx,2017,1160.0,29868.0,2257,191,908,64
020200,Brooklyn,2017,1400.0,94063.0,2154,1316,760,89
020200,Queens,2017,1312.0550656743812,67328.68484960757,1865,31,462,2
020300,Brooklyn,2017,2084.0,103571.0,1764,675,764,98
020300,Manhattan,2017,1612.0,38750.0,3338,1682,438,80
020400,Bronx,2017,1296.0,45179.0,3235,276,1096,33
020400,Brooklyn,2017,1617.0,75991.0,1992,1356,690,23
020400,Queens,2017,1480.0,42378.0,2460,132,659,32
020500,Brooklyn,2017,1986.0,83901.0,2907,1525,1506,147
020500,Manhattan,2017,1981.0,116131.0,5020,3326,1259,112
020500,Queens,2017,1501.0610521952642,58576.988661022995,1288,142,447,41
020501,Bronx,2017,792.7527272945767,20648.48834631859,7457,15,2904,63
020502,Bronx,2017,985.4970984680208,14893.874885514448,1993,19,945,81
020600,Brooklyn,2017,1290.5120353893687,81244.04552798114,2355,1394,907,76
020600,Manhattan,2017,1005.0,38021.0,3411,437,1760,221
020600,Queens,2017,1466.4610777477055,69391.02511880256,1912,186,521,61
020601,Bronx,2017,1391.036754142878,50894.074809029524,2845,115,936,36
020700,Brooklyn,2017,1845.0,113574.0,4678,2534,2217,52
020701,Manhattan,2017,1805.0,62331.0,3181,1570,1367,117
020701,Staten Island,2017,1158.8953902586202,31344.77642569013,2076,181,786,95
020702,Staten Island,2017,1159.0,31250.0,3302,288,1250,151
020800,Brooklyn,2017,1176.0,52679.0,3216,1072,1032,55
020800,Manhattan,2017,1221.0,70651.0,5566,980,2655,457
020800,Queens,2017,1435.298567148173,69356.9941477286,2896,274,754,52
020803,Staten Island,2017,1155.0,112473.0,6925,5969,2413,67
020804,Staten Island,2017,1243.0,94583.0,5835,4944,2058,63
020805,Staten Island,2017,1648.0,84931.0,4090,3499,1448,34
020806,Staten Island,2017,1648.0,84931.0,5262,4503,1863,43
020900,Bronx,2017,1079.1756642119653,28459.79445703586,4778,116,1790,131
020901,Manhattan,2017,813.0,23875.0,3766,203,1652,87
021000,Brooklyn,2017,1314.0,37623.0,4380,1284,1468,77
021000,Manhattan,2017,911.2974334785442,28158.325840637935,7630,186,3311,192
021001,Bronx,2017,1221.0,51457.0,9511,197,4203,258
021002,Bronx,2017,1214.0,55091.0,7173,81,3119,0
021100,Bronx,2017,1021.7165081873985,27558.74739480451,5131,12,1966,150
021100,Brooklyn,2017,1265.4055133770037,59798.12932621684,1853,406,839,94
021100,Manhattan,2017,1187.0,48955.0,10049,4194,4637,516
021200,Bronx,2017,1227.9261003685333,57665.3391252689,5230,57,2309,108
021200,Brooklyn,2017,1304.0,40472.0,4858,1155,1556,129
021200,Manhattan,2017,1460.0,53117.0,4614,357,2840,215
021200,Queens,2017,1247.0842756784564,45290.21587079146,2426,227,707,95
021300,Brooklyn,2017,1302.0,42480.0,4228,799,2016,67
021300,Staten Island,2017,1300.0,61726.0,5119,1604,1747,181
021301,Bronx,2017,946.3060829086781,21128.84587203232,1103,59,442,21
021302,Bronx,2017,1108.4587013194127,31545.498825015744,6329,46,2106,53
021303,Manhattan,2017,1236.0,44688.0,5850,997,2492,313
021400,Brooklyn,2017,1344.0,54375.0,2194,1068,597,63
021400,Manhattan,2017,1217.038037315826,53287.86537468085,3446,254,2097,162
021400,Queens,2017,1556.5905346683069,51624.78266940403,6984,608,2269,87
021500,Brooklyn,2017,1321.0,67857.0,5321,1778,2691,278
021500,Manhattan,2017,1104.0,33958.0,4520,622,1655,29
021501,Bronx,2017,1119.350899511575,26928.545391481373,4930,12,1456,55
021502,Bronx,2017,1061.0,24256.0,6662,29,2210,95
021600,Brooklyn,2017,1390.0,42400.0,4533,3900,956,14
021600,Manhattan,2017,1269.0,57589.0,8282,2057,3894,433
021601,Bronx,2017,1248.0,30160.0,4428,391,1743,97
021601,Queens,2017,1541.019853447926,68256.09587178109,1522,457,706,59
021602,Bronx,2017,1265.0,46453.0,5616,47,2474,167
021602,Queens,2017,1538.077297315651,67973.51872785014,753,227,347,29
021603,Queens,2017,1544.0,68211.0,1988,596,919,78
021700,Bronx,2017,1063.4280440815267,27724.57651881667,5466,59,1912,210
021700,Brooklyn,2017,1196.0,60219.0,4035,881,1787,112
021800,Bronx,2017,1220.1270852910218,37005.062058105344,6336,177,2294,163
021800,Brooklyn,2017,1467.0,32469.0,3892,3312,1002,67
021800,Manhattan,2017,1154.0,47059.0,7337,1383,3177,275
021900,Bronx,2017,1237.0330460319026,23954.546625500137,1204,19,470,55
021900,Brooklyn,2017,1314.0,62621.0,3576,844,1745,219
021900,Manhattan,2017,499.0,19637.0,6468,330,2300,146
021900,Queens,2017,873.0,27643.0,22,3,8,0
022000,Bronx,2017,1215.3006340688369,28003.618013052986,2307,42,670,8
022000,Brooklyn,2017,1680.0,31732.0,4924,4330,1362,67
022000,Manhattan,2017,1148.0,62000.0,6265,945,2987,423
022001,Queens,2017,1464.1148119506379,68834.89931453214,5839,1679,2922,63
022002,Queens,2017,1539.4197449114342,61326.387761188205,6881,2065,2821,131
022100,Brooklyn,2017,1282.4503047723904,50417.48082505556,4207,1395,1756,101
022101,Bronx,2017,1110.0,26732.0,3902,5,1261,58
022102,Bronx,2017,1164.0,21933.0,5369,75,1721,69
022102,Manhattan,2017,1285.0,52986.0,2594,652,1275,174
022200,Bronx,2017,1272.0,40811.0,3262,191,1222,47
022200,Brooklyn,2017,1354.0,36033.0,4281,3892,1188,66
022200,Manhattan,2017,1250.0,52826.0,3323,1181,1600,218
022300,Bronx,2017,1083.2770837344901,25936.65976160767,5358,96,1891,39
022300,Staten Island,2017,1125.0,62054.0,2677,494,1021,163
022301,Manhattan,2017,1003.0,42146.0,8298,1150,2609,70
022302,Manhattan,2017,1209.0,26007.0,3404,376,1563,18
022400,Brooklyn,2017,1542.0,37813.0,5780,4161,1413,148
022400,Manhattan,2017,820.0,31600.0,8292,890,3122,198
022401,Bronx,2017,1355.0,43150.0,2625,225,1166,37
022403,Bronx,2017,1335.0,38875.0,3651,455,1380,21
022404,Bronx,2017,1269.0,39651.0,4186,996,1842,24
022500,Bronx,2017,1146.2498861666215,31453.174168862202,8599,89,2427,64
022500,Manhattan,2017,1194.743869424498,51553.05446833059,11096,1966,3967,377
022600,Brooklyn,2017,1418.0,46573.0,2261,731,616,37
022600,Manhattan,2017,1084.0,41898.0,4731,634,2389,365
022601,Staten Island,2017,1342.0,105475.0,1406,1220,509,24
022602,Staten Island,2017,1342.0,105475.0,6638,5761,2402,113
022700,Brooklyn,2017,1504.0,76549.0,3554,994,1807,315
022700,Manhattan,2017,1346.0,53633.0,5875,1275,2492,271
022701,Bronx,2017,1174.7084606815804,31374.788860519897,5786,90,1905,28
022702,Bronx,2017,1098.0,31778.0,1425,0,526,0
022703,Bronx,2017,1278.0,49602.0,1760,124,575,15
022800,Bronx,2017,1353.0,52447.0,6023,1156,2518,131
022800,Brooklyn,2017,1342.0,32685.0,3748,2282,934,74
022800,Manhattan,2017,1105.0,38165.0,6327,845,2894,283
022801,Staten Island,2017,1483.716046870208,95960.57363757666,46,39,16,1
022900,Brooklyn,2017,1792.0,64935.0,3862,1380,1967,158
022900,Manhattan,2017,1255.0,46508.0,8738,1538,3327,196
022900,Queens,2017,1560.504967186741,70580.22829023832,14,8,6,0
022901,Bronx,2017,1140.0734580270262,28505.852156153083,5934,157,1987,151
022902,Bronx,2017,1135.0,31790.0,3466,29,1113,62
023000,Bronx,2017,1318.0,41341.0,2974,732,999,65
023000,Brooklyn,2017,1400.0,37404.0,4288,3051,1001,52
023000,Manhattan,2017,807.0,35386.0,9129,711,4059,387
023000,Queens,2017,1657.772080240191,106696.74708018631,2196,601,572,34
023100,Bronx,2017,1202.6810786412868,18923.36746962564,1602,47,473,0
023100,Brooklyn,2017,1576.0,71188.0,3376,1244,1664,163
023100,Manhattan,2017,1297.0,42924.0,6760,860,3072,408
023100,Staten Island,2017,1652.0,67419.0,4590,841,1476,126
023200,Bronx,2017,1198.0,57708.0,2804,730,889,63
023200,Brooklyn,2017,1185.0,36617.0,5073,3926,1464,197
023200,Manhattan,2017,921.0,33586.0,8512,484,3386,208
023200,Queens,2017,1466.2223674343784,70345.28387584913,5945,773,1933,97
023300,Brooklyn,2017,842.0,35938.0,5153,1175,2235,177
023300,Manhattan,2017,1403.3061157351824,52483.044380928186,7299,1496,2718,185
023301,Bronx,2017,1080.892021258952,24641.33811346093,3884,0,1610,79
023302,Bronx,2017,1232.536785456073,26634.84412250834,3491,42,992,37
023400,Brooklyn,2017,1411.0,28438.0,4667,4504,1466,235
023400,Manhattan,2017,1210.0,34409.0,5314,489,2454,111
023500,Brooklyn,2017,1450.0,51678.0,4062,2259,1516,167
023501,Bronx,2017,1186.3186321909257,23329.320117500014,3291,23,1123,21
023501,Manhattan,2017,1095.0,40145.0,6820,1234,2706,162
023501,Queens,2017,1456.0197592526429,50277.64085707394,4441,452,1504,59
023502,Bronx,2017,1126.9792156391566,23586.03073212088,4836,117,1748,69
023502,Manhattan,2017,1173.0,31188.0,2022,236,984,113
023502,Queens,2017,1456.0,50274.0,3739,381,1266,50
023600,Bronx,2017,1342.0,38831.0,2107,655,663,17
023600,Brooklyn,2017,1431.0,23600.0,5669,5279,1669,131
023600,Manhattan,2017,893.5969883826702,38458.35967864828,7118,127,3320,214
023600,Queens,2017,1589.0,58050.0,3179,348,887,50
023700,Manhattan,2017,1186.171541187409,42001.98659962603,7757,1237,2935,78
023702,Bronx,2017,1186.543316952008,31457.13895276051,1219,15,363,18
023703,Bronx,2017,1159.0,32484.0,5746,179,1612,103
023704,Bronx,2017,1172.0,21394.0,4295,20,1392,43
023800,Bronx,2017,1473.0,50625.0,2538,336,923,91
023800,Brooklyn,2017,1432.0,28399.0,3990,3637,1347,103
023800,Queens,2017,1288.0,45896.0,4767,149,1497,14
023802,Manhattan,2017,2824.489162487596,122005.58307383837,2684,1155,732,122
023803,Manhattan,2017,2147.837838724974,89195.65864850665,2151,828,1083,113
023804,Manhattan,2017,2166.300943538307,90322.94196787287,7280,2850,3724,404
023900,Bronx,2017,1130.4702114235888,21138.52849809181,7620,0,2711,151
023900,Manhattan,2017,1261.0,34715.0,3119,314,1176,31
023900,Staten Island,2017,990.3518227685573,65287.09320101837,3655,1010,1198,179
024000,Bronx,2017,1317.0,34715.0,3976,189,1379,151
024000,Brooklyn,2017,1368.0,31019.0,4626,4349,1400,108
024000,Manhattan,2017,1608.0,64189.0,454,264,236,26
024000,Queens,2017,1409.9235974738274,43594.5645551934,6652,208,2073,21
024100,Bronx,2017,1100.9827532858312,30416.99759055533,6382,202,2078,227
024100,Brooklyn,2017,2012.0,59798.0,2501,1289,1094,111
024100,Manhattan,2017,1222.998551776231,52507.63433985933,8589,1374,3591,307
024200,Brooklyn,2017,1502.0,61591.0,2994,2682,819,59
024200,Manhattan,2017,526.1919031006051,25165.56627122093,4465,206,1827,77
024300,Bronx,2017,1071.5902980881626,20546.85163423204,5420,43,2027,89
024300,Brooklyn,2017,1122.0,56047.0,4020,1333,1899,288
024300,Queens,2017,1649.8245333434159,63239.35287129796,5977,1446,1946,166
024301,Manhattan,2017,1161.0,42312.0,4384,615,1567,120
024302,Manhattan,2017,566.4818054488827,20974.809743266294,7658,15,2784,92
024400,Bronx,2017,1216.5095449247417,52267.33423172219,2289,865,872,64
024400,Brooklyn,2017,1470.0,52692.0,4039,3213,1029,61
024401,Staten Island,2017,1143.0,78889.0,6614,5579,2136,16
024402,Staten Island,2017,1170.9531258917777,91073.56791104098,4622,4110,1737,124
024500,Brooklyn,2017,1279.0,64000.0,4535,932,1966,252
024500,Manhattan,2017,1045.0,38579.0,15111,1096,5157,368
024500,Queens,2017,1611.2857469113508,57420.63868215399,5300,1958,2014,105
024501,Bronx,2017,1061.4776379722744,19110.777839481878,5658,13,1621,74
024502,Bronx,2017,1153.791439367486,27821.468531729515,3860,25,1248,35
024600,Bronx,2017,1488.0,63500.0,2365,932,771,29
024600,Brooklyn,2017,1230.0,46027.0,2892,1602,973,54
024600,Queens,2017,954.0,37103.0,62,0,20,2
024700,Bronx,2017,1275.6545935418278,42824.373934961004,1941,27,792,17
024700,Brooklyn,2017,1370.0,45769.0,2365,508,1095,130
024700,Manhattan,2017,1222.0,44671.0,7429,1324,2742,195
024700,Queens,2017,1509.9508941727513,58033.72699889938,1731,322,572,42
024700,Staten Island,2017,1332.0,56875.0,2730,717,1041,39
024800,Bronx,2017,1262.0,57292.0,2998,1414,1214,69
024800,Brooklyn,2017,1271.0,50739.0,3013,1029,908,43
024800,Staten Island,2017,1228.0,79583.0,4954,4396,1759,125
024900,Bronx,2017,1240.193607829819,37399.3340653494,8,0,3,0
024900,Brooklyn,2017,1467.0,66455.0,4630,1057,2050,202
024900,Manhattan,2017,1037.0,41786.0,1198,126,425,0
024900,Queens,2017,1566.0320320779774,57159.81428258938,5179,1301,2199,292
025000,Bronx,2017,1237.0,76111.0,2716,1361,991,27
025000,Brooklyn,2017,1116.0,52852.0,1539,322,543,40
025100,Bronx,2017,1111.4035649702064,29568.9994600447,6783,5,2283,60
025100,Brooklyn,2017,958.0,33321.0,3547,484,1567,142
025100,Manhattan,2017,988.8705134350636,32257.068212170896,2881,321,930,104
025100,Queens,2017,1455.0,52368.0,6339,1691,2625,165
025100,Staten Island,2017,1617.5089348422039,100103.9842441012,6202,4816,2215,88
025200,Bronx,2017,1502.0,63398.0,2780,1200,998,71
025200,Brooklyn,2017,1298.0,47315.0,5310,2197,2005,88
025300,Bronx,2017,1179.3438298307417,30084.73183659526,6220,39,2038,102
025300,Brooklyn,2017,1500.0,50799.0,2936,998,1440,231
025300,Manhattan,2017,1240.0,50609.0,13402,2029,4078,189
025301,Queens,2017,1544.4669067081086,61181.03917370294,4013,1518,2063,288
025302,Queens,2017,1429.0,64792.0,3049,682,1270,122
025400,Bronx,2017,1496.0,53110.0,2325,1346,845,54
025400,Brooklyn,2017,1178.0,46454.0,4280,1272,1259,50
025401,Queens,2017,954.0,37103.0,3849,0,1263,140
025402,Queens,2017,954.0,37103.0,5805,0,1905,211
025500,Bronx,2017,1158.973217973912,32104.783590916846,6285,219,2201,29
025500,Brooklyn,2017,520.0,20776.0,5569,158,1893,40
025500,Manhattan,2017,1448.0,35481.0,5811,1549,2224,101
025500,Queens,2017,1573.6608346272037,72960.03473474157,1406,449,504,14
025600,Bronx,2017,1252.0,43125.0,1536,410,695,69
025600,Brooklyn,2017,1380.0,49236.0,3338,1018,1037,108
025700,Bronx,2017,1214.9314803427037,34319.78287028336,2103,51,776,28
025700,Brooklyn,2017,1428.0,63021.0,2111,448,736,89
025700,Manhattan,2017,1620.0,81513.0,4609,1536,2029,170
025700,Queens,2017,1364.0,60000.0,1420,382,590,35
025800,Brooklyn,2017,1293.0,41375.0,4888,1724,1601,67
025800,Queens,2017,1572.0,60368.0,2200,6,579,37
025900,Manhattan,2017,1205.0,57161.0,3635,663,1833,135
025900,Queens,2017,1541.0,52891.0,3504,493,1143,83
025901,Brooklyn,2017,1399.0,53033.0,2158,557,793,79
025902,Brooklyn,2017,456.0,16448.0,3825,0,1175,0
026000,Brooklyn,2017,1235.0,46667.0,3310,1040,1212,98
026000,Queens,2017,1181.0,44018.0,2661,5,796,61
026100,Bronx,2017,1152.6593531082433,67970.79588833003,2021,66,1078,54
026100,Brooklyn,2017,1377.0,42398.0,4993,959,2399,296
026100,Manhattan,2017,1115.0,36000.0,13814,424,4044,176
026100,Queens,2017,1389.0,44720.0,7343,501,2517,160
026200,Brooklyn,2017,1347.0,49357.0,2548,952,847,51
026200,Queens,2017,1465.0,71250.0,1153,6,387,35
026300,Bronx,2017,1126.073825291251,28517.94120761224,5953,431,2432,197
026300,Brooklyn,2017,1126.0,38631.0,1834,348,973,144
026300,Manhattan,2017,1317.0,30961.0,9254,900,3044,37
026300,Queens,2017,1506.0204132728759,55113.23491715422,7022,651,2296,213
026400,Bronx,2017,1399.7426713397633,61585.78943286002,5523,1877,2142,283
026400,Brooklyn,2017,1265.0,46027.0,4931,1651,1741,140
026400,Queens,2017,1121.0,58462.0,2572,9,844,102
026500,Bronx,2017,1284.3249353377528,35007.67888202067,8624,312,2297,99
026500,Brooklyn,2017,1313.0,58603.0,4011,1027,1711,250
026500,Manhattan,2017,1348.7562957298046,73909.46086881823,8172,2449,3033,295
026501,Queens,2017,1479.0,54906.0,2220,218,860,71
026502,Queens,2017,1480.1821077822194,54916.054777858684,1456,143,561,47
026600,Brooklyn,2017,1328.0,46974.0,3464,1024,1172,112
026600,Queens,2017,511.0,31850.0,2046,0,854,95
026601,Bronx,2017,1366.1757366518577,53806.675679275206,3410,1131,1463,74
026602,Bronx,2017,1231.0,50300.0,5655,2019,2634,91
026700,Brooklyn,2017,1309.0,50811.0,3937,927,2039,267
026700,Manhattan,2017,1275.0,38911.0,2174,1244,626,49
026700,Queens,2017,1413.8200652813732,44685.152609102835,5752,233,2240,300
026701,Bronx,2017,1264.5052397444433,42205.683518968806,3956,94,1335,97
026702,Bronx,2017,1252.1935458444038,35362.806876395916,7056,170,2555,37
026800,Brooklyn,2017,1396.0,46544.0,3841,1751,1426,137
026900,Bronx,2017,1077.8315483272236,38460.22828276356,3820,31,1490,85
026900,Brooklyn,2017,1302.0,62125.0,3302,236,1375,150
026900,Manhattan,2017,1181.0,38211.0,9657,657,2926,145
026901,Queens,2017,1519.0,49643.0,4836,179,1764,114
026902,Queens,2017,1306.3084350619959,47214.6718113974,3685,155,1544,221
027000,Brooklyn,2017,1341.0,60741.0,2450,1623,951,55
027000,Queens,2017,1417.0,66250.0,1987,8,538,103
027100,Brooklyn,2017,1354.0,40357.0,2693,221,1235,176
027100,Manhattan,2017,1404.6330508793685,57152.52103805054,9755,2826,3084,77
027101,Queens,2017,1377.0,61645.0,5662,236,1841,124
027102,Queens,2017,1377.0,61645.0,3082,128,1002,67
027200,Brooklyn,2017,1247.0,55231.0,3565,1768,1219,70
027200,Queens,2017,1221.0,59412.0,2338,11,591,11
027300,Bronx,2017,1270.8948411195022,38023.66276329429,7607,270,2800,204
027300,Brooklyn,2017,1053.0,45900.0,3228,270,1429,153
027300,Manhattan,2017,1724.8914580619407,78164.69782589754,6899,4296,3314,278
027301,Queens,2017,1364.2187459034737,48371.3363532113,3543,112,1221,169
027301,Staten Island,2017,1517.0,71150.0,3821,2415,1597,103
027302,Queens,2017,1363.5130235568472,48359.14260848956,4192,133,1446,201
027302,Staten Island,2017,1535.0,74948.0,3384,2540,1352,130
027400,Brooklyn,2017,1329.0,48750.0,3019,1533,1030,32
027400,Queens,2017,1168.0,67167.0,1745,0,600,54
027401,Bronx,2017,1455.0,93250.0,4955,3588,1849,153
027402,Bronx,2017,1422.0,74063.0,3460,2463,1378,26
027500,Brooklyn,2017,1681.0,73571.0,4630,675,1958,292
027500,Manhattan,2017,1697.3090367647703,92695.14789223032,3629,2149,1673,104
027500,Queens,2017,1349.0,49063.0,6473,231,2205,170
027600,Bronx,2017,1178.0,59105.0,488,28,218,4
027600,Brooklyn,2017,1341.0,53813.0,4103,1311,1274,78
027600,Queens,2017,1565.770964997037,53613.454140922804,1301,15,424,36
027700,Bronx,2017,1289.0,39554.0,5629,558,1853,109
027700,Brooklyn,2017,1188.0,40790.0,4630,394,1844,159
027700,Manhattan,2017,1166.0,31327.0,7696,917,2201,65
027701,Queens,2017,1383.0,52667.0,3529,312,1336,82
027702,Queens,2017,1383.0,52667.0,4770,421,1806,110
027702,Staten Island,2017,1544.0,63362.0,6855,4208,3065,77
027704,Staten Island,2017,1445.0,101221.0,4568,3528,1586,48
027705,Staten Island,2017,1485.0,78158.0,5754,3920,2018,82
027706,Staten Island,2017,1432.0,80286.0,3658,1988,1242,82
027800,Brooklyn,2017,1333.0,56607.0,3181,1488,1189,11
027800,Queens,2017,722.986848083711,40103.32302316859,2358,12,856,19
027900,Bronx,2017,1321.7989482256887,58356.742501017536,7327,1206,2863,248
027900,Brooklyn,2017,1178.0,58786.0,3705,421,1824,334
027900,Manhattan,2017,1322.8061715882789,45100.499018614755,12383,1731,4373,341
027900,Queens,2017,1358.0,51875.0,6359,1069,2513,180
027900,Staten Island,2017,1086.0,103182.0,2144,1787,657,45
028000,Brooklyn,2017,1276.0,61429.0,1757,722,688,70
028000,Queens,2017,1295.0,69850.0,1915,0,535,52
028100,Bronx,2017,1128.8078484603957,62836.47787631028,4320,1240,1780,55
028100,Brooklyn,2017,801.0,27265.0,5076,455,1902,118
028100,Manhattan,2017,1821.1515612247267,98644.30140248689,3253,2393,1469,27
028100,Queens,2017,1324.0,46576.0,4547,1397,2577,334
028200,Brooklyn,2017,1478.9566571197297,61126.60813281143,3571,1706,1333,60
028200,Queens,2017,1585.0,73864.0,1875,19,530,22
028300,Bronx,2017,862.0,24745.0,2924,285,1233,84
028300,Brooklyn,2017,888.0,34716.0,3997,504,1558,178
028300,Manhattan,2017,1244.50008240263,54079.117286072935,7742,1671,3287,180
028300,Queens,2017,1560.0,60531.0,7824,1323,3356,77
028400,Bronx,2017,1203.0,43088.0,23,0,8,1
028400,Brooklyn,2017,1290.0,49200.0,3712,1977,1413,117
028400,Queens,2017,1767.7076568439552,64751.5804152198,4317,39,1197,61
028500,Bronx,2017,1478.0,60078.0,3356,1662,1676,103
028500,Manhattan,2017,1198.5138150787807,43672.40615635141,7702,749,2916,200
028500,Queens,2017,1382.7456312996264,62948.049632917144,5010,1808,2260,147
028501,Brooklyn,2017,1967.0,91842.0,460,137,148,32
028502,Brooklyn,2017,471.0,18850.0,2938,7,1184,0
028600,Bronx,2017,1343.705986774357,85589.18105250798,1357,727,537,43
028600,Brooklyn,2017,1318.0430463664916,41091.00085615593,5046,2382,2093,101
028700,Bronx,2017,1391.0,54531.0,3332,970,1267,69
028700,Brooklyn,2017,669.0,33333.0,2776,338,1255,77
