geoid,borough,year,median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units
028700,Manhattan,2017,1419.7035971652012,48057.32036585752,4110,1398,1803,221
028700,Queens,2017,1301.2615624704536,62969.46903347313,6363,2066,2927,294
028800,Bronx,2017,1690.0,102601.0,3274,2290,1221,110
028800,Brooklyn,2017,1254.0,47641.0,3816,1439,1213,36
028801,Queens,2017,1480.0,64706.0,1520,9,440,33
028802,Queens,2017,1480.0,64706.0,1276,8,369,28
028803,Queens,2017,1445.9141462025666,64432.61577326602,2464,15,718,53
028900,Bronx,2017,1240.090486522891,51822.812259662765,4687,802,1987,95
028900,Brooklyn,2017,1107.4505727695202,50068.02915108447,3794,357,1520,181
028900,Queens,2017,1455.0623878857873,66154.68289267043,5254,1262,2207,132
029000,Brooklyn,2017,1320.0,49683.0,4186,2862,1598,18
029100,Brooklyn,2017,1356.0,44505.0,2896,477,1381,270
029100,Manhattan,2017,1183.0,34024.0,12130,611,4204,99
029100,Queens,2017,1395.2316628883061,45331.41451518746,6755,952,2551,267
029102,Staten Island,2017,1725.0,75889.0,3009,1873,1064,49
029104,Staten Island,2017,1650.2070020873462,89845.91985933995,7730,4965,2444,46
029105,Staten Island,2017,1013.0,81726.0,6418,4692,2134,104
029106,Staten Island,2017,1013.0,81726.0,1728,1263,574,28
029200,Brooklyn,2017,1317.0,46926.25518734946,2970,1321,1029,79
029300,Brooklyn,2017,915.0,38576.0,3156,159,1516,167
029300,Manhattan,2017,1187.0,37491.0,9496,534,3166,145
029300,Queens,2017,1506.3932977425995,60885.2674762474,1109,75,358,23
029301,Bronx,2017,1542.041767576482,97946.26117181963,1855,1324,980,59
029302,Bronx,2017,2080.056924312385,100933.42662373336,5817,3758,2795,96
029400,Brooklyn,2017,1283.0,51500.0,2475,1284,632,17
029400,Queens,2017,1269.1812190540916,68236.9647955585,7098,36,2522,149
029500,Bronx,2017,1632.9390027173706,93669.63910238286,4632,2615,2159,154
029500,Brooklyn,2017,1460.0,56842.0,4027,821,1949,327
029500,Manhattan,2017,1430.0,73420.0,8505,2657,3526,96
029500,Queens,2017,1533.6018187878663,65796.30535341981,3454,1205,1753,164
029600,Bronx,2017,1354.857110075548,55800.8894215504,1674,401,749,61
029600,Brooklyn,2017,1395.0,53137.0,5845,2857,2013,0
029700,Bronx,2017,1597.057802992173,91103.39944995983,3740,2449,1756,131
029700,Brooklyn,2017,1516.0,58462.0,4302,465,1803,171
029700,Manhattan,2017,1356.0346612517128,64656.38795238329,87,24,35,1
029700,Queens,2017,1591.2095199837488,61670.33306936927,2140,961,712,42
029800,Brooklyn,2017,1362.0,55469.0,4126,1794,1421,95
029900,Brooklyn,2017,1219.0,31953.0,2920,88,1001,94
029900,Manhattan,2017,697.0325580286254,22056.307913737597,4366,92,1624,68
029900,Queens,2017,1528.8012521896117,61403.22828215538,13,6,5,0
030000,Bronx,2017,1370.9944136805173,52548.435635294525,5697,1917,2692,83
030000,Brooklyn,2017,1259.0,50268.0,4237,1181,1386,74
030100,Bronx,2017,466.1722976320659,85696.28355243582,1325,692,566,70
030100,Brooklyn,2017,1273.0,44911.0,2675,189,1206,171
030200,Brooklyn,2017,1340.0,56250.0,4802,1553,1589,36
030201,Bronx,2017,1178.0,59105.0,3806,217,1701,29
030202,Bronx,2017,1178.0,59105.0,5308,303,2372,41
030300,Brooklyn,2017,1053.0,28380.0,5120,75,1893,125
030300,Manhattan,2017,1581.0,61714.0,5099,1659,1894,65
030301,Staten Island,2017,1292.6768263363608,68112.62754873138,4829,1729,1907,103
030302,Staten Island,2017,1812.0,76417.0,6534,2181,2116,138
030400,Brooklyn,2017,1111.0438317759006,42457.951395353215,4169,1938,1674,81
030500,Brooklyn,2017,1708.0,70125.0,6266,2483,2965,153
030600,Brooklyn,2017,1214.0,46250.0,1880,805,723,97
030600,Queens,2017,1520.7265437994713,69483.15118243966,4828,187,1385,101
030700,Brooklyn,2017,632.1998065680681,20941.047895460426,4985,171,2382,175
030700,Manhattan,2017,1464.0,76759.0,3756,1960,1957,75
030701,Bronx,2017,1878.0,87188.0,5574,4049,2780,280
030800,Brooklyn,2017,997.5045520311435,45443.48643960955,2002,1414,857,113
030900,Bronx,2017,1750.2314809286943,93738.1329855149,3580,2572,1390,84
030900,Brooklyn,2017,1059.6291822671228,36275.95002688511,2291,67,828,37
030900,Manhattan,2017,1046.0,31549.0,10136,1062,3873,126
030903,Queens,2017,1585.0,65644.0,5811,785,2074,423
030904,Queens,2017,1375.5265621038745,60762.26760458295,3611,914,1341,220
030905,Queens,2017,1492.0954303669234,52388.936439706566,3566,672,1347,145
030906,Queens,2017,1492.0853183221916,52387.98951179495,4039,761,1525,164
031000,Bronx,2017,1428.4745354213803,90743.86029613763,4839,1521,1266,21
031100,Brooklyn,2017,1132.2434291628304,49963.84633309572,3268,191,1451,265
031100,Manhattan,2017,1156.5333778024965,38311.93269892949,48,6,18,1
031200,Bronx,2017,1470.0,76893.0,1771,668,580,0
031300,Brooklyn,2017,1086.1912412303022,41164.423421962376,4756,588,2499,218
031400,Bronx,2017,1470.0,86723.78872653296,2236,842,686,22
031401,Brooklyn,2017,1043.0,59022.0,2752,1894,1138,48
031402,Brooklyn,2017,1046.8462378142863,58995.92045237756,2314,1587,956,40
031500,Brooklyn,2017,1278.2135739633159,53544.906570977335,4776,1345,2713,367
031600,Bronx,2017,1378.0,66625.0,1899,709,669,26
031700,Queens,2017,1739.5081840560688,63210.73904645872,6227,4430,2815,400
031701,Brooklyn,2017,1244.0,56250.0,3306,898,1638,293
031702,Brooklyn,2017,1540.0,64231.0,3799,1082,1662,232
031703,Manhattan,2017,2963.5908335799536,250001.0,5609,4018,2881,484
031704,Manhattan,2017,3176.118078178256,162390.853695724,10239,6845,5620,699
031800,Bronx,2017,1646.0,75069.0,2001,720,641,82
031900,Brooklyn,2017,1140.0,47587.0,3412,1143,1456,83
031900,Manhattan,2017,3341.1061687814026,171408.8701460655,24,16,14,3
031902,Staten Island,2017,890.0,36932.0,5140,446,1900,189
032000,Queens,2017,1601.634945335053,75844.30108986267,5098,161,1115,40
032100,Brooklyn,2017,1467.0,51622.0,5866,1094,2271,163
032300,Bronx,2017,1335.8140572922055,85770.68286277395,4429,2812,2707,288
032300,Brooklyn,2017,1350.0,66419.0,3665,610,1491,45
032300,Staten Island,2017,1393.0,69239.0,1136,258,518,74
032400,Bronx,2017,604.0,19764.0,3162,331,1302,119
032500,Brooklyn,2017,1351.0,50096.0,6881,447,2724,154
032600,Bronx,2017,1554.0452626292324,58676.97668569722,3474,1594,1072,57
032600,Brooklyn,2017,691.0,23849.0,7191,1058,2533,210
032700,Brooklyn,2017,1118.0,43953.0,2485,343,1382,106
032700,Queens,2017,1408.0,56786.0,3916,234,1363,275
032800,Bronx,2017,775.0,25500.0,4005,477,1459,101
032800,Brooklyn,2017,889.0,55236.0,2376,311,1086,175
032800,Queens,2017,1446.3527926651384,60315.75686233918,2529,45,786,56
032900,Brooklyn,2017,1319.0,42628.0,6207,2545,2461,139
032900,Queens,2017,1955.0,58333.0,3983,434,1267,323
033000,Bronx,2017,1091.0,37355.0,5925,1840,2252,105
033000,Brooklyn,2017,604.0,27965.0,4947,816,1860,65
033000,Queens,2017,1511.0,75833.0,6901,42,2088,229
033100,Brooklyn,2017,1257.0,42438.0,4046,2357,1587,77
033100,Queens,2017,1584.6789454113195,55915.91879274218,274,67,100,7
033201,Bronx,2017,1287.0,50739.0,4490,796,2108,106
033202,Bronx,2017,1203.0,47672.0,4334,661,1723,93
033300,Brooklyn,2017,1322.0,49896.0,4531,3223,1412,102
033400,Bronx,2017,1360.9060996682597,50514.76881525624,773,137,329,21
033401,Queens,2017,1317.0,74542.0,3644,27,1078,57
033403,Queens,2017,1055.0,49873.0,4440,75,2105,31
033404,Queens,2017,1055.0,49873.0,4213,71,1998,29
033405,Queens,2017,1055.0,49873.0,4551,77,2158,31
033500,Bronx,2017,1472.5776123371481,88882.58322786738,2143,1502,791,83
033500,Brooklyn,2017,1323.0,46375.0,3034,1993,899,86
033600,Brooklyn,2017,1551.0,76900.0,4041,3265,1912,460
033601,Bronx,2017,965.0,33816.0,4736,153,1871,31
033602,Bronx,2017,965.0,33816.0,2086,68,824,13
033700,Bronx,2017,1674.6974872102337,79704.54033596987,2497,1617,1034,89
033700,Queens,2017,1500.0,69967.0,3238,97,1034,163
033701,Brooklyn,2017,1363.0,67763.0,2124,819,757,102
033702,Brooklyn,2017,1363.0,67763.0,2130,821,758,102
033801,Bronx,2017,1309.0,42353.0,3083,242,1031,66
033802,Bronx,2017,1309.0,42353.0,1267,100,424,27
033900,Brooklyn,2017,1091.0,37239.0,4829,1045,2096,163
033900,Queens,2017,1182.0,68813.0,3016,421,1239,131
034000,Bronx,2017,1200.0,38243.0,4984,255,1871,65
034000,Brooklyn,2017,514.0,20714.0,2215,782,687,35
034100,Brooklyn,2017,1310.0,51125.0,2809,389,1187,116
034200,Bronx,2017,1418.0,49231.0,2040,125,595,37
034200,Brooklyn,2017,478.0,19574.0,6404,2028,3028,201
034300,Bronx,2017,1532.0,75547.0,1609,618,624,61
034300,Brooklyn,2017,693.0,27569.0,5279,389,2225,202
034400,Bronx,2017,1613.0,61141.0,2207,125,625,22
034500,Bronx,2017,1586.0,59632.0,3581,1822,1590,232
034500,Brooklyn,2017,1329.0,36548.0,3050,230,1260,148
034700,Brooklyn,2017,998.0,36172.0,3412,52,1732,146
034700,Queens,2017,1614.0,51367.0,3431,345,1101,115
034800,Bronx,2017,643.0,37742.0,6776,159,2196,133
034800,Brooklyn,2017,1558.8251903128655,55484.24897867555,2884,969,881,90
034901,Brooklyn,2017,1275.0,33917.0,2589,198,961,25
034902,Brooklyn,2017,1275.0,33917.0,3452,264,1282,34
035000,Bronx,2017,1478.0,58056.0,1951,58,706,78
035000,Brooklyn,2017,1038.0450416859817,39592.38206100033,2862,2771,1529,23
035100,Bronx,2017,1453.0782771143568,76952.88993856343,3594,2049,1126,34
035100,Queens,2017,1375.0,55000.0,4178,478,1746,224
035101,Brooklyn,2017,1137.0,32656.0,1906,341,809,100
035102,Brooklyn,2017,1137.0,32656.0,2539,455,1077,134
035200,Brooklyn,2017,308.70060090904593,12453.434626559816,1100,611,521,19
035200,Queens,2017,1627.2106752739207,84153.50906454417,3069,151,809,12
035300,Queens,2017,1516.0,45880.0,2541,32,852,127
035301,Brooklyn,2017,1204.0,48738.0,2252,415,922,57
035302,Brooklyn,2017,1204.0,48738.0,3001,553,1228,75
035400,Brooklyn,2017,856.1648356879793,43769.11537228663,5538,5085,2887,182
035500,Brooklyn,2017,1241.0,46632.0,5397,922,2211,180
035600,Bronx,2017,1463.1457656720079,67441.6904137255,2531,82,766,20
035601,Brooklyn,2017,847.9415644045089,42912.52817901367,2955,2676,1584,68
035602,Brooklyn,2017,899.0,36615.0,5079,4839,2843,172
035700,Queens,2017,1320.7750848683359,61966.83218631887,4082,639,1540,357
035701,Brooklyn,2017,1082.0,27375.0,932,18,391,17
035702,Brooklyn,2017,1082.0,27375.0,1473,29,618,27
035800,Bronx,2017,1404.0,69939.0,8097,190,2540,114
035800,Queens,2017,1529.572405198392,80282.19958481735,4139,68,1332,82
035900,Bronx,2017,1009.6920076845835,23001.7559153487,2261,0,751,27
035900,Brooklyn,2017,1109.8958663662995,30085.880442239308,5298,5,2339,171
036000,Bronx,2017,1246.0,61929.0,2977,327,961,53
036001,Brooklyn,2017,1026.5569968119446,21801.447206175333,3083,2920,1825,167
036002,Brooklyn,2017,975.0,18092.0,4241,3683,2198,79
036100,Bronx,2017,541.0,24063.0,5794,27,2212,104
036100,Brooklyn,2017,973.0837820157479,28961.35330084561,3042,124,1203,48
036100,Queens,2017,1464.0,44900.0,2813,70,816,132
036200,Brooklyn,2017,1282.0,31250.0,3480,1416,1471,237
036300,Bronx,2017,1050.0,19813.0,8064,151,2644,108
036300,Brooklyn,2017,1105.0,31075.0,4331,223,1860,165
036300,Queens,2017,1435.0,53807.0,1960,54,709,162
036400,Bronx,2017,1229.291531430605,64209.35636032643,2492,0,938,144
036400,Brooklyn,2017,1353.0,53173.0,2498,1549,993,110
036500,Queens,2017,1475.0,48350.0,3650,72,1047,198
036501,Bronx,2017,961.2302967409248,26065.346099547525,4136,13,1419,42
036501,Brooklyn,2017,1002.0,39926.0,2916,21,1348,118
036502,Bronx,2017,1089.0,28095.0,2176,75,742,72
036502,Brooklyn,2017,1034.2401666077121,36836.70604283132,1294,63,576,126
036600,Brooklyn,2017,1309.979005530833,37440.945351452145,5170,2282,1546,81
036600,Queens,2017,1163.9073342333097,70700.00693280005,3062,14,1008,50
036700,Bronx,2017,1140.0,30068.0,2592,40,702,45
036700,Brooklyn,2017,1270.0,50382.0,1389,55,540,43
036700,Queens,2017,1599.0,58250.0,2567,128,919,170
036800,Bronx,2017,1570.0,50357.0,2152,42,657,43
036800,Queens,2017,1200.8671087857651,76339.07680927642,2675,16,833,27
036900,Brooklyn,2017,1202.0,37481.0,5619,341,2235,244
036901,Bronx,2017,993.2283166192869,18701.39405507505,2248,4,830,23
036902,Bronx,2017,910.0,24375.0,2150,20,794,77
037000,Bronx,2017,1597.0,45694.0,2307,88,862,72
037000,Brooklyn,2017,1290.0,63083.0,4489,2782,1758,173
037100,Bronx,2017,1004.0,26667.0,4308,90,1822,122
037100,Brooklyn,2017,1432.0,50761.0,4491,348,1774,188
037100,Queens,2017,1663.1314424175528,59502.78459049357,1414,47,570,114
037200,Bronx,2017,1323.0,47596.0,2083,27,803,76
037300,Bronx,2017,1005.0,30928.0,5858,138,2060,114
037300,Brooklyn,2017,1139.0,30396.0,4050,447,1750,125
037300,Queens,2017,1551.0,46694.0,2508,95,771,125
037400,Bronx,2017,927.0,27854.0,3904,66,1580,47
037401,Brooklyn,2017,1335.0,45938.0,4470,3235,1992,132
037402,Brooklyn,2017,1195.0,33247.0,4753,3001,2192,121
037500,Brooklyn,2017,1564.0,38056.0,3042,546,1336,194
037501,Queens,2017,1635.0,53050.0,1478,15,347,36
037502,Queens,2017,1634.0961969730333,53030.32554707039,2790,29,656,67
037504,Bronx,2017,923.5465192681407,20656.1870240531,3489,74,1348,105
037600,Bronx,2017,1390.0,53255.0,2229,110,795,63
037600,Queens,2017,1428.3498522151745,72717.87855715778,6431,1,2031,93
037700,Brooklyn,2017,1399.0,45688.0,4354,400,1800,197
037700,Queens,2017,1606.0,64545.0,3566,0,877,109
037800,Bronx,2017,1242.3117157081067,39720.88089347866,3301,93,1118,55
037900,Bronx,2017,1197.096035440325,27616.957068888816,5337,58,1590,126
037900,Brooklyn,2017,1154.0,37250.0,3683,343,1659,182
037900,Queens,2017,1678.4825309549003,60184.71074757281,7211,10,1362,25
038000,Bronx,2017,1267.0,36781.0,5184,66,1963,93
038100,Bronx,2017,1222.6259412706472,36867.685976660214,7264,41,2344,82
038100,Brooklyn,2017,689.0,32933.0,5459,393,2258,196
038100,Queens,2017,1599.692132531876,48918.9323416096,7126,164,1869,184
038200,Bronx,2017,1393.0,50469.0,2814,48,945,66
038200,Brooklyn,2017,502.626514534427,19227.952896511073,6201,345,2254,118
038300,Brooklyn,2017,1403.0,67917.0,4525,368,1917,263
038301,Bronx,2017,1153.0,28309.0,4826,65,1613,80
038301,Queens,2017,1082.7148114558076,38029.84241511437,166,8,80,16
038302,Queens,2017,1479.5491944758985,62811.16161913309,390,114,159,11
038303,Bronx,2017,1083.7922207806585,22568.668626342256,3177,23,1080,60
038304,Bronx,2017,1083.0,22468.0,2887,19,981,55
038400,Queens,2017,1595.0,73385.0,2428,23,747,36
038500,Bronx,2017,1040.0,19163.0,4751,43,1812,141
038500,Brooklyn,2017,1264.0,60931.0,3503,458,1620,347
038600,Bronx,2017,1275.0,62577.0,8403,69,2822,238
038600,Brooklyn,2017,1385.0,57188.0,3723,1354,1295,179
038700,Bronx,2017,1192.0,23377.0,3496,637,1247,88
038700,Brooklyn,2017,1300.0,48266.0,4201,791,1706,259
038800,Bronx,2017,1188.0,57500.0,2528,34,936,102
038800,Brooklyn,2017,1478.0,62289.0,3833,2698,1527,85
038900,Bronx,2017,1264.0,32062.0,6040,1505,1866,91
038900,Brooklyn,2017,1567.0,53938.0,2943,803,1190,81
039000,Bronx,2017,1364.0,35313.0,2515,80,1065,123
039000,Brooklyn,2017,1354.0,64342.0,2457,2212,866,120
039100,Bronx,2017,1162.0,33020.0,7067,636,2646,242
039100,Brooklyn,2017,1311.0,46007.0,3053,572,1169,32
039200,Bronx,2017,1325.0,40282.0,1738,32,620,46
039200,Brooklyn,2017,1440.0,42188.0,2546,2083,1100,101
039300,Bronx,2017,956.0,21651.0,9292,316,3352,85
039300,Brooklyn,2017,1364.0,56518.0,3675,746,1483,142
039400,Bronx,2017,1223.0,31738.0,5143,136,1694,63
039400,Brooklyn,2017,1431.0,55673.0,2464,1912,800,97
039400,Queens,2017,1448.93791103142,64574.06391025103,3022,31,987,39
039500,Bronx,2017,1034.8440474949264,23840.762144552726,4343,56,1728,164
039500,Brooklyn,2017,1296.0,46582.0,4422,866,1440,178
039600,Bronx,2017,1322.0,39821.0,4743,45,1502,124
039600,Brooklyn,2017,1300.0,42192.0,1824,1446,838,138
039700,Bronx,2017,1083.6740124570135,27299.481900214614,4006,2307,629,36
039700,Brooklyn,2017,1250.0,38750.0,3701,537,1484,193
039800,Bronx,2017,1541.0,75962.0,3442,130,1110,64
039800,Brooklyn,2017,1327.0,52024.0,2665,988,895,37
039800,Queens,2017,1299.0,89167.0,1774,17,533,29
039900,Brooklyn,2017,1175.0,40375.0,3893,441,1517,100
039901,Bronx,2017,1162.0,25362.0,5917,113,1751,76
039901,Queens,2017,1421.0,52378.0,2470,46,595,47
039902,Bronx,2017,1167.0,33142.0,5345,531,1764,45
039902,Queens,2017,1421.0,52378.0,1493,28,360,29
040000,Brooklyn,2017,1354.0,51835.0,3344,1350,1158,73
040000,Queens,2017,1299.0,89167.0,3,0,1,0
040100,Bronx,2017,1223.0,31208.0,4425,106,1551,43
040100,Brooklyn,2017,1342.0,44412.0,3244,554,1322,158
040101,Queens,2017,1691.0,52132.0,3168,17,742,46
040102,Queens,2017,1691.0,52132.0,4469,23,1046,65
040200,Brooklyn,2017,1226.0,53269.0,2962,1172,1001,53
040200,Queens,2017,1229.0,100893.0,1811,0,477,44
040300,Brooklyn,2017,1574.0,36116.0,4025,346,1525,210
040301,Queens,2017,1702.0,47386.0,3420,17,748,27
040302,Bronx,2017,1211.4142564305446,28119.3155088244,4388,72,1458,9
040302,Queens,2017,1702.0,47386.0,4296,21,939,35
040303,Bronx,2017,1202.0,38199.0,5149,142,1615,62
040304,Bronx,2017,1303.0,22750.0,4009,65,1274,112
040400,Bronx,2017,1278.0,49306.0,3483,60,1150,82
040400,Brooklyn,2017,1216.0,52438.0,2352,1041,945,114
040400,Queens,2017,1338.8431625834887,65207.26466161225,4397,40,1357,65
040500,Brooklyn,2017,1452.0,60987.0,1550,159,664,66
040501,Bronx,2017,1184.5281204403607,35275.51350224767,4631,113,1475,101
040501,Queens,2017,1490.5150130273332,48076.380088805236,1863,9,441,15
040502,Bronx,2017,1175.0,28750.0,7172,95,2449,225
040502,Queens,2017,1490.0,48100.0,1506,7,356,12
040600,Bronx,2017,1423.0,48267.0,3870,1,1278,147
040600,Brooklyn,2017,1297.0,36292.0,3533,1091,1242,85
040700,Brooklyn,2017,1386.814067423103,53238.82111213435,7,1,3,0
040701,Bronx,2017,1246.0,35785.0,3291,138,1281,52
040701,Queens,2017,1541.0,45761.0,3168,84,730,37
040702,Bronx,2017,1130.66449292995,33474.17236175942,7065,568,2764,157
040702,Queens,2017,1540.5639239548668,45770.24695679311,5797,154,1336,67
040800,Bronx,2017,1244.0,32262.0,4636,340,1639,72
040800,Brooklyn,2017,1354.0,73445.0,3499,990,1114,83
040900,Bronx,2017,1141.3889619938623,45959.83175820452,3320,509,1541,63
040900,Brooklyn,2017,1390.3132572111153,48177.76350551228,3558,325,1442,142
040901,Queens,2017,1419.0,48348.0,2473,32,618,64
040902,Queens,2017,1419.9841194416313,48369.42282228958,2845,37,710,74
041000,Brooklyn,2017,1259.0,55938.0,1977,1247,793,76
041100,Bronx,2017,1311.2627786190276,36733.91854092799,3446,392,1307,111
041100,Brooklyn,2017,1169.0,35369.0,3145,363,1322,214
041100,Queens,2017,1626.103394334032,60042.738731183206,4088,51,953,68
041200,Brooklyn,2017,1206.0,50189.0,3161,1616,1118,121
041300,Bronx,2017,1230.0,46627.0,7876,536,3072,162
041300,Brooklyn,2017,1248.0,39128.0,4062,444,1421,71
041300,Queens,2017,1703.5815339312212,48606.76666474167,4623,74,1017,69
041400,Bronx,2017,1362.0,51434.0,4768,348,1780,180
041400,Queens,2017,1335.403083027656,51206.60440828032,4287,58,1394,80
041401,Brooklyn,2017,1489.0,59063.0,1653,1325,551,32
041402,Brooklyn,2017,1334.5419244681623,46257.531151645446,1789,1703,697,15
041500,Bronx,2017,1334.743413371378,50418.69579997182,6223,446,2409,92
041500,Brooklyn,2017,1404.0,56532.0,4409,378,1436,151
041500,Queens,2017,1454.0,44659.0,4278,605,1189,100
041600,Brooklyn,2017,1308.0,46797.0,2357,1760,781,88
041700,Brooklyn,2017,847.0,32344.0,3215,281,1483,195
041800,Bronx,2017,1427.0,40208.0,4190,139,1328,22
041800,Brooklyn,2017,1235.0,34450.0,2598,2096,888,87
041900,Bronx,2017,1228.0,33759.0,7216,1196,2596,127
041900,Brooklyn,2017,1131.0,38521.0,3871,390,1426,187
042000,Bronx,2017,1174.0,31417.0,3698,134,1520,44
042000,Brooklyn,2017,1679.0,54643.0,1831,1688,558,42
042100,Bronx,2017,1080.0,31969.0,5792,525,2350,148
042100,Brooklyn,2017,1372.0,41250.0,4321,624,1451,79
042200,Bronx,2017,1239.032827078151,54717.58838649098,3342,69,1217,113
042200,Brooklyn,2017,1495.0,60331.0,3517,2151,1210,171
042300,Bronx,2017,1225.1709374781674,35142.37887701589,4669,638,1509,63
042300,Brooklyn,2017,1614.0,62750.0,4384,1047,1433,83
042400,Bronx,2017,1267.0,71406.0,2481,83,866,63
042400,Brooklyn,2017,1313.0,49417.0,3752,2217,1478,181
042400,Queens,2017,1415.997285954438,85460.69497227097,2422,11,797,96
042500,Bronx,2017,1233.8721126462985,27343.910953523515,6017,713,2284,81
042500,Brooklyn,2017,1491.0,59352.0,3103,996,1150,72
042600,Bronx,2017,1614.0,84850.0,6942,345,2174,172
042600,Brooklyn,2017,1190.0,48015.0,4373,1695,1531,60
042700,Brooklyn,2017,1485.0,51842.0,5274,1353,1904,119
042700,Queens,2017,1491.9587116544126,51504.208104560435,5550,377,1291,45
042800,Bronx,2017,1363.0,69800.0,2069,55,741,33
042800,Brooklyn,2017,1297.0,52569.0,3692,2421,1576,92
042900,Brooklyn,2017,1410.0,49179.0,5327,1356,2004,273
042901,Bronx,2017,1296.0,42625.0,4123,430,1283,18
042902,Bronx,2017,1295.0,26621.0,4369,258,1631,12
043000,Bronx,2017,1009.0,55197.0,3648,134,1076,87
043000,Brooklyn,2017,1288.0,37813.0,3602,1564,1406,134
043100,Brooklyn,2017,1576.0,62625.0,5369,1251,1815,121
043101,Bronx,2017,1262.0,29568.0,4918,237,1743,53
043102,Bronx,2017,1262.0,29568.0,5341,258,1892,58
043200,Brooklyn,2017,1272.0,49946.0,4522,1802,1594,53
043200,Queens,2017,1413.011734803317,91725.37647104022,1430,0,434,35
