borough,geoid,year,major_alterations,minor_alterations,new_buildings,total_permits
Manhattan,019800,2010,1,14,0,15
Manhattan,019800,2011,2,10,0,12
Manhattan,019800,2012,1,28,0,29
Manhattan,019800,2013,3,23,0,26
Manhattan,019800,2014,4,28,3,35
Manhattan,019800,2015,0,37,4,41
Manhattan,019800,2016,3,23,3,29
Manhattan,019800,2017,0,29,0,29
Manhattan,019800,2018,2,20,0,22
Manhattan,019800,2019,0,7,0,7
Manhattan,019800,2020,2,10,0,12
Manhattan,019800,2021,0,6,0,6
Manhattan,019800,2022,0,4,0,4
Manhattan,019900,2009,0,54,0,54
Manhattan,019900,2010,3,43,0,46
Manhattan,019900,2011,3,61,0,64
Manhattan,019900,2012,1,58,0,59
Manhattan,019900,2013,1,53,0,54
Manhattan,019900,2014,0,57,0,57
Manhattan,019900,2015,3,46,0,49
Manhattan,019900,2016,6,88,0,94
Manhattan,019900,2017,3,67,0,70
Manhattan,019900,2018,4,38,0,42
Manhattan,019900,2019,0,44,0,44
Manhattan,019900,2020,3,52,0,55
Manhattan,020000,2009,1,33,0,34
Manhattan,020000,2010,0,22,0,22
Manhattan,020000,2011,2,19,1,22
Manhattan,020000,2012,5,31,2,38
Manhattan,020000,2013,7,26,0,33
Manhattan,020000,2014,3,25,1,29
Manhattan,020000,2015,4,29,0,33
Manhattan,020000,2016,3,61,1,65
Manhattan,020000,2017,8,43,0,51
Manhattan,020000,2018,14,36,5,55
Manhattan,020000,2019,4,23,0,27
Manhattan,020000,2020,0,33,0,33
Manhattan,020000,2022,0,2,0,2
Manhattan,020000,2023,1,0,0,1
Manhattan,020101,2009,0,9,0,9
Manhattan,020101,2010,0,4,0,4
Manhattan,020101,2011,0,4,0,4
Manhattan,020101,2012,0,13,0,13
Manhattan,020101,2013,0,17,0,17
Manhattan,020101,2014,0,30,0,30
Manhattan,020101,2015,0,17,0,17
Manhattan,020101,2016,0,16,0,16
Manhattan,020101,2017,0,20,0,20
Manhattan,020101,2018,0,12,0,12
Manhattan,020101,2019,0,12,0,12
Manhattan,020101,2020,0,3,0,3
Manhattan,020102,2009,0,17,0,17
Manhattan,020102,2010,1,11,3,15
Manhattan,020102,2011,0,21,0,21
Manhattan,020102,2012,2,10,0,12
Manhattan,020102,2013,3,15,1,19
Manhattan,020102,2014,3,32,0,35
Manhattan,020102,2015,2,42,6,50
Manhattan,020102,2016,0,42,1,43
Manhattan,020102,2017,0,17,0,17
Manhattan,020102,2018,0,21,0,21
Manhattan,020102,2019,0,4,0,4
Manhattan,020102,2020,3,22,0,25
Manhattan,020102,2021,0,1,0,1
Manhattan,020102,2022,1,2,0,3
Manhattan,020300,2009,4,38,0,42
Manhattan,020300,2010,0,40,0,40
Manhattan,020300,2011,0,28,0,28
Manhattan,020300,2012,0,47,0,47
Manhattan,020300,2013,0,62,0,62
Manhattan,020300,2014,2,95,0,97
Manhattan,020300,2015,5,42,0,47
Manhattan,020300,2016,0,38,0,38
Manhattan,020300,2017,0,62,0,62
Manhattan,020300,2018,1,47,0,48
Manhattan,020300,2019,1,25,0,26
Manhattan,020300,2020,0,9,0,9
Manhattan,020300,2021,1,2,0,3
Manhattan,020500,2009,0,41,0,41
Manhattan,020500,2010,1,41,0,42
Manhattan,020500,2011,0,34,0,34
Manhattan,020500,2012,0,15,0,15
Manhattan,020500,2013,0,36,3,39
Manhattan,020500,2014,1,43,0,44
Manhattan,020500,2015,3,52,5,60
Manhattan,020500,2016,0,58,5,63
Manhattan,020500,2017,0,69,0,69
Manhattan,020500,2018,1,40,1,42
Manhattan,020500,2019,1,31,8,40
Manhattan,020500,2020,0,30,0,30
Manhattan,020500,2021,0,7,0,7
Manhattan,020600,2009,0,15,1,16
Manhattan,020600,2010,1,9,0,10
Manhattan,020600,2011,1,18,1,20
Manhattan,020600,2012,5,9,1,15
Manhattan,020600,2013,4,17,9,30
Manhattan,020600,2014,5,29,5,39
Manhattan,020600,2015,2,25,8,35
Manhattan,020600,2016,3,21,0,24
Manhattan,020600,2017,3,13,0,16
Manhattan,020600,2018,1,5,0,6
Manhattan,020600,2019,2,9,1,12
Manhattan,020600,2020,2,9,9,20
Manhattan,020600,2021,1,0,0,1
Manhattan,020600,2022,0,3,0,3
Manhattan,020600,2023,0,1,0,1
Manhattan,020701,2009,0,12,0,12
Manhattan,020701,2010,0,15,0,15
Manhattan,020701,2011,0,12,0,12
Manhattan,020701,2012,0,6,0,6
Manhattan,020701,2013,0,18,0,18
Manhattan,020701,2014,0,13,0,13
Manhattan,020701,2015,0,19,0,19
Manhattan,020701,2016,2,17,0,19
Manhattan,020701,2017,0,10,0,10
Manhattan,020701,2018,0,15,1,16
Manhattan,020701,2019,0,22,0,22
Manhattan,020701,2020,0,2,0,2
Manhattan,020800,2009,1,22,0,23
Manhattan,020800,2010,3,13,2,18
Manhattan,020800,2011,4,22,0,26
Manhattan,020800,2012,4,21,1,26
Manhattan,020800,2013,4,21,0,25
Manhattan,020800,2014,0,28,4,32
Manhattan,020800,2015,0,65,6,71
Manhattan,020800,2016,3,28,1,32
Manhattan,020800,2017,6,41,2,49
Manhattan,020800,2018,4,24,2,30
Manhattan,020800,2019,5,20,1,26
Manhattan,020800,2020,3,10,3,16
Manhattan,020800,2021,0,4,2,6
Manhattan,020800,2022,0,5,0,5
Manhattan,020800,2023,0,3,0,3
Manhattan,020901,2009,0,20,0,20
Manhattan,020901,2010,0,8,0,8
Manhattan,020901,2011,0,9,0,9
Manhattan,020901,2012,0,26,0,26
Manhattan,020901,2013,1,23,5,29
Manhattan,020901,2014,0,15,4,19
Manhattan,020901,2015,1,29,2,32
Manhattan,020901,2016,0,21,0,21
Manhattan,020901,2017,1,22,6,29
Manhattan,020901,2018,5,23,3,31
Manhattan,020901,2019,3,8,9,20
Manhattan,020901,2020,0,13,2,15
Manhattan,020901,2021,0,2,0,2
Manhattan,020901,2022,0,3,0,3
Manhattan,021000,2010,0,12,0,12
Manhattan,021000,2011,0,11,0,11
Manhattan,021000,2012,0,4,0,4
Manhattan,021000,2013,0,4,0,4
Manhattan,021000,2014,0,12,0,12
Manhattan,021000,2015,0,10,0,10
Manhattan,021000,2016,1,5,0,6
Manhattan,021000,2017,0,5,0,5
Manhattan,021000,2018,0,75,0,75
Manhattan,021000,2019,0,6,0,6
Manhattan,021000,2021,0,10,0,10
Manhattan,021000,2022,0,3,0,3
Manhattan,021100,2009,0,20,0,20
Manhattan,021100,2010,3,25,0,28
Manhattan,021100,2011,2,18,0,20
Manhattan,021100,2012,0,32,0,32
Manhattan,021100,2013,5,20,0,25
Manhattan,021100,2014,0,23,0,23
Manhattan,021100,2015,6,133,0,139
Manhattan,021100,2016,8,71,0,79
Manhattan,021100,2017,2,53,4,59
Manhattan,021100,2018,0,44,0,44
Manhattan,021100,2019,3,21,3,27
Manhattan,021100,2020,4,15,4,23
Manhattan,021200,2009,0,29,0,29
Manhattan,021200,2010,0,21,0,21
Manhattan,021200,2011,0,13,0,13
Manhattan,021200,2012,7,34,0,41
Manhattan,021200,2013,0,26,0,26
Manhattan,021200,2014,0,27,0,27
Manhattan,021200,2015,0,19,0,19
Manhattan,021200,2016,0,15,0,15
Manhattan,021200,2017,3,23,0,26
Manhattan,021200,2018,0,7,0,7
Manhattan,021200,2019,4,8,0,12
Manhattan,021200,2020,0,28,5,33
Manhattan,021200,2021,0,2,0,2
Manhattan,021200,2022,0,1,0,1
Manhattan,021200,2023,0,1,0,1
Manhattan,021303,2009,0,14,0,14
Manhattan,021303,2010,2,30,0,32
Manhattan,021303,2011,3,35,0,38
Manhattan,021303,2012,1,23,2,26
Manhattan,021303,2013,8,45,1,54
Manhattan,021303,2014,3,44,0,47
Manhattan,021303,2015,1,28,2,31
Manhattan,021303,2016,1,41,2,44
Manhattan,021303,2017,1,55,0,56
Manhattan,021303,2018,12,23,0,35
Manhattan,021303,2019,0,14,0,14
Manhattan,021303,2020,0,8,0,8
Manhattan,021303,2023,0,1,0,1
Manhattan,021400,2009,0,2,0,2
Manhattan,021400,2010,0,2,0,2
Manhattan,021400,2012,0,5,0,5
Manhattan,021400,2013,0,3,0,3
Manhattan,021400,2014,0,11,0,11
Manhattan,021400,2015,0,7,0,7
Manhattan,021400,2016,0,6,0,6
Manhattan,021400,2017,0,13,0,13
Manhattan,021400,2018,1,15,0,16
Manhattan,021400,2019,0,14,0,14
Manhattan,021400,2020,0,8,0,8
Manhattan,021500,2009,1,12,2,15
Manhattan,021500,2010,2,15,0,17
Manhattan,021500,2011,1,6,0,7
Manhattan,021500,2012,1,19,0,20
Manhattan,021500,2013,3,22,0,25
Manhattan,021500,2014,2,10,0,12
Manhattan,021500,2015,1,13,1,15
Manhattan,021500,2016,0,27,4,31
Manhattan,021500,2017,4,22,10,36
Manhattan,021500,2018,4,21,7,32
Manhattan,021500,2019,1,5,0,6
Manhattan,021500,2020,0,6,0,6
Manhattan,021500,2021,0,1,0,1
Manhattan,021500,2023,0,1,0,1
Manhattan,021600,2009,0,43,0,43
Manhattan,021600,2010,3,38,0,41
Manhattan,021600,2011,0,19,0,19
Manhattan,021600,2012,2,24,0,26
Manhattan,021600,2013,4,36,0,40
Manhattan,021600,2014,5,50,2,57
Manhattan,021600,2015,0,38,0,38
Manhattan,021600,2016,3,38,2,43
Manhattan,021600,2017,1,29,4,34
Manhattan,021600,2018,3,21,0,24
Manhattan,021600,2019,3,29,0,32
Manhattan,021600,2020,0,37,0,37
Manhattan,021703,2009,0,29,0,29
Manhattan,021703,2010,0,26,0,26
Manhattan,021703,2011,0,31,0,31
Manhattan,021703,2012,0,26,0,26
Manhattan,021703,2013,2,12,0,14
Manhattan,021703,2014,6,41,0,47
Manhattan,021703,2015,0,28,0,28
Manhattan,021703,2016,0,47,0,47
Manhattan,021703,2017,0,41,0,41
Manhattan,021703,2018,7,25,0,32
Manhattan,021703,2019,0,10,0,10
Manhattan,021703,2020,0,8,0,8
Manhattan,021703,2021,0,3,0,3
Manhattan,021800,2009,5,25,0,30
Manhattan,021800,2010,3,21,0,24
Manhattan,021800,2011,1,28,0,29
Manhattan,021800,2012,0,48,2,50
Manhattan,021800,2013,3,38,0,41
Manhattan,021800,2014,2,54,0,56
Manhattan,021800,2015,5,58,0,63
Manhattan,021800,2016,7,60,0,67
Manhattan,021800,2017,1,36,2,39
Manhattan,021800,2018,0,19,0,19
Manhattan,021800,2019,2,15,0,17
Manhattan,021800,2020,0,13,0,13
Manhattan,021800,2021,0,6,0,6
Manhattan,021800,2023,0,1,0,1
Manhattan,021900,2009,2,46,0,48
Manhattan,021900,2010,0,96,3,99
Manhattan,021900,2011,1,47,0,48
Manhattan,021900,2012,0,32,0,32
Manhattan,021900,2013,1,44,0,45
Manhattan,021900,2014,1,44,5,50
Manhattan,021900,2015,0,36,4,40
Manhattan,021900,2016,0,79,4,83
Manhattan,021900,2017,4,22,0,26
Manhattan,021900,2018,1,40,0,41
Manhattan,021900,2019,0,24,0,24
Manhattan,021900,2020,0,10,0,10
Manhattan,021900,2023,0,1,0,1
Manhattan,022000,2009,3,39,0,42
Manhattan,022000,2010,0,27,0,27
Manhattan,022000,2011,0,13,0,13
Manhattan,022000,2012,9,25,0,34
Manhattan,022000,2013,6,42,0,48
Manhattan,022000,2014,12,51,0,63
Manhattan,022000,2015,3,40,0,43
Manhattan,022000,2016,7,62,0,69
Manhattan,022000,2017,4,46,0,50
Manhattan,022000,2018,8,29,0,37
Manhattan,022000,2019,7,22,0,29
Manhattan,022000,2020,5,19,0,24
Manhattan,022000,2021,2,4,0,6
Manhattan,022000,2022,0,1,0,1
Manhattan,022000,2023,1,1,0,2
Manhattan,022102,2009,0,7,0,7
Manhattan,022102,2010,0,6,0,6
Manhattan,022102,2011,3,8,0,11
Manhattan,022102,2012,1,8,0,9
Manhattan,022102,2013,6,19,0,25
Manhattan,022102,2014,7,11,0,18
Manhattan,022102,2015,3,23,0,26
Manhattan,022102,2016,0,13,4,17
Manhattan,022102,2017,9,9,0,18
Manhattan,022102,2018,1,16,0,17
Manhattan,022102,2019,2,5,0,7
Manhattan,022102,2020,2,4,1,7
Manhattan,022102,2021,0,2,0,2
Manhattan,022102,2022,1,3,0,4
Manhattan,022102,2023,0,1,0,1
Manhattan,022200,2009,3,41,0,44
Manhattan,022200,2010,3,41,0,44
Manhattan,022200,2011,6,34,0,40
Manhattan,022200,2012,15,43,0,58
Manhattan,022200,2013,3,45,8,56
Manhattan,022200,2014,2,46,3,51
Manhattan,022200,2015,2,65,3,70
Manhattan,022200,2016,6,60,11,77
Manhattan,022200,2017,12,59,2,73
Manhattan,022200,2018,2,51,12,65
Manhattan,022200,2019,5,30,7,42
Manhattan,022200,2020,5,24,0,29
Manhattan,022200,2021,0,9,0,9
Manhattan,022200,2022,0,2,0,2
Manhattan,022301,2009,0,21,0,21
Manhattan,022301,2010,2,25,0,27
Manhattan,022301,2011,0,28,0,28
Manhattan,022301,2012,0,25,0,25
Manhattan,022301,2013,0,33,0,33
Manhattan,022301,2014,0,21,1,22
Manhattan,022301,2015,0,44,0,44
Manhattan,022301,2016,0,23,0,23
Manhattan,022301,2017,0,24,0,24
Manhattan,022301,2018,2,32,0,34
Manhattan,022301,2019,0,20,0,20
Manhattan,022301,2020,0,11,0,11
Manhattan,022301,2021,0,3,0,3
Manhattan,022302,2009,0,4,0,4
Manhattan,022302,2010,0,13,0,13
Manhattan,022302,2011,0,11,0,11
Manhattan,022302,2012,2,7,0,9
Manhattan,022302,2013,0,8,0,8
Manhattan,022302,2014,0,2,0,2
Manhattan,022302,2015,0,1,0,1
Manhattan,022302,2016,0,19,0,19
Manhattan,022302,2017,0,6,0,6
Manhattan,022302,2018,0,4,0,4
Manhattan,022302,2019,0,3,0,3
Manhattan,022302,2020,0,6,0,6
Manhattan,022400,2009,3,12,1,16
Manhattan,022400,2010,3,33,5,41
Manhattan,022400,2011,20,31,1,52
Manhattan,022400,2012,7,26,0,33
Manhattan,022400,2013,5,24,0,29
Manhattan,022400,2014,4,58,8,70
Manhattan,022400,2015,5,34,1,40
Manhattan,022400,2016,2,27,4,33
Manhattan,022400,2017,1,20,4,25
Manhattan,022400,2018,0,12,0,12
Manhattan,022400,2019,3,11,4,18
Manhattan,022400,2020,5,13,0,18
Manhattan,022400,2021,1,7,0,8
Manhattan,022400,2022,0,3,0,3
Manhattan,022500,2009,0,28,0,28
Manhattan,022500,2010,0,31,0,31
Manhattan,022500,2011,5,35,0,40
Manhattan,022500,2012,4,18,0,22
Manhattan,022500,2013,0,35,0,35
Manhattan,022500,2014,1,23,0,24
Manhattan,022500,2015,0,37,0,37
Manhattan,022500,2016,6,63,0,69
Manhattan,022500,2017,2,45,0,47
Manhattan,022500,2018,7,27,0,34
Manhattan,022500,2019,3,34,0,37
Manhattan,022500,2020,2,26,0,28
Manhattan,022500,2021,0,4,0,4
Manhattan,022500,2022,0,2,0,2
Manhattan,022600,2009,2,19,1,22
Manhattan,022600,2010,6,35,0,41
Manhattan,022600,2011,7,25,0,32
Manhattan,022600,2012,5,27,2,34
Manhattan,022600,2013,4,23,1,28
Manhattan,022600,2014,4,41,0,45
Manhattan,022600,2015,7,37,0,44
Manhattan,022600,2016,7,31,2,40
Manhattan,022600,2017,8,47,2,57
Manhattan,022600,2018,11,29,0,40
Manhattan,022600,2019,3,10,0,13
Manhattan,022600,2020,2,14,0,16
Manhattan,022600,2021,0,1,0,1
Manhattan,022600,2022,0,1,0,1
Manhattan,022700,2009,2,34,0,36
Manhattan,022700,2010,4,15,0,19
Manhattan,022700,2011,4,21,1,26
Manhattan,022700,2012,3,19,0,22
Manhattan,022700,2013,7,36,0,43
Manhattan,022700,2014,8,49,0,57
Manhattan,022700,2015,5,25,1,31
Manhattan,022700,2016,1,33,0,34
Manhattan,022700,2017,0,20,0,20
Manhattan,022700,2018,0,26,0,26
Manhattan,022700,2019,4,14,7,25
Manhattan,022700,2020,13,15,2,30
Manhattan,022700,2021,1,2,0,3
Manhattan,022700,2022,0,2,0,2
Manhattan,022800,2009,2,60,0,62
Manhattan,022800,2010,1,31,0,32
Manhattan,022800,2011,4,41,0,45
Manhattan,022800,2012,3,28,0,31
Manhattan,022800,2013,6,18,1,25
Manhattan,022800,2014,5,30,1,36
Manhattan,022800,2015,12,63,0,75
Manhattan,022800,2016,0,61,0,61
Manhattan,022800,2017,8,44,0,52
Manhattan,022800,2018,3,26,0,29
Manhattan,022800,2019,1,14,0,15
Manhattan,022800,2020,8,33,0,41
Manhattan,022800,2021,0,3,0,3
Manhattan,022800,2022,0,2,0,2
Manhattan,022800,2023,0,11,0,11
Manhattan,022900,2009,0,13,0,13
Manhattan,022900,2010,3,27,0,30
Manhattan,022900,2011,1,19,0,20
Manhattan,022900,2012,4,15,0,19
Manhattan,022900,2013,0,25,0,25
Manhattan,022900,2014,2,44,0,46
Manhattan,022900,2015,3,48,0,51
Manhattan,022900,2016,1,42,0,43
Manhattan,022900,2017,0,34,6,40
Manhattan,022900,2018,1,38,4,43
Manhattan,022900,2019,1,18,2,21
Manhattan,022900,2020,1,18,0,19
Manhattan,022900,2021,0,1,0,1
Manhattan,023000,2009,5,21,0,26
Manhattan,023000,2010,2,26,0,28
Manhattan,023000,2011,1,37,0,38
Manhattan,023000,2012,1,25,0,26
Manhattan,023000,2013,1,32,0,33
Manhattan,023000,2014,4,38,0,42
Manhattan,023000,2015,6,43,1,50
Manhattan,023000,2016,3,39,2,44
Manhattan,023000,2017,4,18,0,22
Manhattan,023000,2018,1,16,0,17
Manhattan,023000,2019,0,14,6,20
Manhattan,023000,2020,0,21,0,21
Manhattan,023000,2023,0,1,0,1
Manhattan,023100,2009,0,25,0,25
Manhattan,023100,2010,0,25,0,25
Manhattan,023100,2011,1,25,0,26
Manhattan,023100,2012,0,25,0,25
Manhattan,023100,2013,3,34,3,40
Manhattan,023100,2014,9,32,0,41
Manhattan,023100,2015,9,37,3,49
Manhattan,023100,2016,1,32,0,33
Manhattan,023100,2017,2,27,1,30
Manhattan,023100,2018,6,30,0,36
Manhattan,023100,2019,3,13,0,16
Manhattan,023100,2020,2,13,0,15
Manhattan,023100,2021,0,2,0,2
Manhattan,023100,2022,0,1,0,1
Manhattan,023100,2023,0,1,0,1
Manhattan,023200,2009,0,34,0,34
Manhattan,023200,2010,0,14,0,14
Manhattan,023200,2011,6,24,0,30
Manhattan,023200,2012,2,8,0,10
Manhattan,023200,2013,1,21,7,29
Manhattan,023200,2014,1,21,1,23
Manhattan,023200,2015,0,46,0,46
Manhattan,023200,2016,0,25,0,25
Manhattan,023200,2017,0,18,3,21
Manhattan,023200,2018,6,26,3,35
Manhattan,023200,2019,1,14,0,15
Manhattan,023200,2020,3,6,0,9
Manhattan,023200,2021,0,3,0,3
Manhattan,023300,2009,1,24,0,25
Manhattan,023300,2010,3,6,0,9
Manhattan,023300,2011,3,22,0,25
Manhattan,023300,2012,1,27,2,30
Manhattan,023300,2013,1,38,0,39
Manhattan,023300,2014,2,44,0,46
Manhattan,023300,2015,2,44,1,47
Manhattan,023300,2016,7,74,0,81
Manhattan,023300,2017,2,32,0,34
Manhattan,023300,2018,7,33,0,40
Manhattan,023300,2019,0,27,0,27
Manhattan,023300,2020,0,6,0,6
Manhattan,023400,2009,0,11,1,12
Manhattan,023400,2010,0,16,0,16
Manhattan,023400,2011,0,20,0,20
Manhattan,023400,2012,0,13,0,13
Manhattan,023400,2013,0,18,0,18
Manhattan,023400,2014,0,16,0,16
Manhattan,023400,2015,0,11,0,11
Manhattan,023400,2016,0,25,0,25
Manhattan,023400,2017,0,33,0,33
Manhattan,023400,2018,0,24,0,24
Manhattan,023400,2019,3,34,0,37
Manhattan,023400,2020,0,6,0,6
Manhattan,023400,2022,0,2,0,2
Manhattan,023501,2009,0,10,0,10
Manhattan,023501,2010,1,17,1,19
Manhattan,023501,2011,1,15,0,16
Manhattan,023501,2012,1,16,0,17
Manhattan,023501,2013,1,15,0,16
Manhattan,023501,2014,2,28,0,30
Manhattan,023501,2015,2,54,0,56
Manhattan,023501,2016,1,40,2,43
Manhattan,023501,2017,0,33,11,44
Manhattan,023501,2018,1,31,0,32
Manhattan,023501,2019,0,16,5,21
Manhattan,023501,2020,0,6,0,6
Manhattan,023501,2021,0,3,0,3
Manhattan,023501,2022,0,3,0,3
Manhattan,023502,2009,0,11,0,11
Manhattan,023502,2010,0,10,0,10
Manhattan,023502,2011,0,5,0,5
Manhattan,023502,2012,1,5,0,6
Manhattan,023502,2013,1,5,0,6
Manhattan,023502,2014,0,8,3,11
Manhattan,023502,2015,0,11,1,12
Manhattan,023502,2016,0,6,0,6
Manhattan,023502,2017,0,8,0,8
Manhattan,023502,2018,0,1,0,1
Manhattan,023502,2019,0,5,0,5
Manhattan,023502,2020,0,4,0,4
Manhattan,023600,2009,0,20,2,22
Manhattan,023600,2010,8,10,0,18
Manhattan,023600,2011,0,13,0,13
Manhattan,023600,2012,0,6,0,6
Manhattan,023600,2013,0,10,1,11
Manhattan,023600,2014,0,23,1,24
Manhattan,023600,2015,0,19,0,19
Manhattan,023600,2016,2,14,0,16
Manhattan,023600,2017,0,9,0,9
Manhattan,023600,2018,0,29,0,29
Manhattan,023600,2019,1,6,5,12
Manhattan,023600,2020,0,11,0,11
Manhattan,023600,2022,0,4,0,4
Manhattan,023700,2009,0,22,0,22
Manhattan,023700,2010,2,21,0,23
Manhattan,023700,2011,0,18,0,18
Manhattan,023700,2012,1,30,0,31
Manhattan,023700,2013,0,23,0,23
Manhattan,023700,2014,0,30,1,31
Manhattan,023700,2015,0,37,0,37
Manhattan,023700,2016,0,36,0,36
Manhattan,023700,2017,4,18,0,22
Manhattan,023700,2018,0,29,0,29
Manhattan,023700,2019,1,7,0,8
Manhattan,023700,2020,1,11,4,16
Manhattan,023700,2021,0,4,2,6
Manhattan,023700,2023,0,1,0,1
Manhattan,023802,2009,0,5,0,5
Manhattan,023802,2010,0,2,0,2
Manhattan,023802,2011,0,11,0,11
Manhattan,023802,2012,0,13,0,13
Manhattan,023802,2013,0,11,0,11
Manhattan,023802,2014,0,12,0,12
Manhattan,023802,2015,0,2,0,2
Manhattan,023802,2016,0,14,0,14
Manhattan,023802,2017,0,9,0,9
Manhattan,023802,2018,3,3,0,6
Manhattan,023802,2019,0,7,0,7
Manhattan,023802,2020,0,6,0,6
Manhattan,023803,2009,0,1,0,1
Manhattan,023803,2010,0,2,0,2
Manhattan,023803,2011,0,1,0,1
Manhattan,023803,2012,0,7,0,7
Manhattan,023803,2013,0,26,0,26
Manhattan,023803,2014,0,5,0,5
Manhattan,023803,2015,0,19,0,19
Manhattan,023803,2016,0,7,0,7
Manhattan,023803,2017,5,12,0,17
Manhattan,023803,2018,0,16,0,16
Manhattan,023803,2019,0,9,0,9
Manhattan,023803,2020,0,8,0,8
Manhattan,023804,2009,3,7,0,10
Manhattan,023804,2010,0,3,0,3
Manhattan,023804,2011,0,5,0,5
Manhattan,023804,2012,0,9,0,9
Manhattan,023804,2013,0,1,0,1
Manhattan,023804,2014,0,23,10,33
Manhattan,023804,2015,0,14,8,22
Manhattan,023804,2016,0,25,0,25
Manhattan,023804,2017,0,15,9,24
Manhattan,023804,2018,0,9,0,9
Manhattan,023804,2019,0,11,3,14
Manhattan,023804,2020,0,1,0,1
Manhattan,023804,2021,0,1,0,1
Manhattan,023804,2023,0,1,0,1
Manhattan,023900,2009,0,3,0,3
Manhattan,023900,2010,0,12,0,12
Manhattan,023900,2011,0,13,0,13
Manhattan,023900,2012,0,6,0,6
Manhattan,023900,2013,1,5,0,6
Manhattan,023900,2014,0,2,0,2
Manhattan,023900,2015,0,8,0,8
Manhattan,023900,2016,0,11,0,11
Manhattan,023900,2017,1,4,0,5
Manhattan,023900,2018,3,15,0,18
Manhattan,023900,2019,1,20,0,21
Manhattan,023900,2020,0,6,0,6
Manhattan,024000,2009,0,3,1,4
Manhattan,024000,2010,0,4,0,4
Manhattan,024000,2011,0,7,0,7
Manhattan,024000,2012,0,5,0,5
Manhattan,024000,2013,0,25,1,26
Manhattan,024000,2014,0,13,12,25
Manhattan,024000,2015,0,11,0,11
Manhattan,024000,2016,0,2,0,2
Manhattan,024000,2017,0,9,0,9
Manhattan,024000,2018,0,3,0,3
Manhattan,024000,2019,0,11,0,11
Manhattan,024000,2020,0,7,0,7
Manhattan,024100,2009,0,17,9,26
Manhattan,024100,2010,1,23,2,26
Manhattan,024100,2011,0,37,0,37
Manhattan,024100,2012,2,21,0,23
Manhattan,024100,2013,3,30,0,33
Manhattan,024100,2014,1,37,0,38
Manhattan,024100,2015,0,56,0,56
Manhattan,024100,2016,2,42,0,44
Manhattan,024100,2017,1,29,0,30
Manhattan,024100,2018,0,36,0,36
Manhattan,024100,2019,0,17,0,17
Manhattan,024100,2020,1,19,0,20
Manhattan,024100,2021,0,8,0,8
Manhattan,024100,2022,0,1,0,1
Manhattan,024200,2009,1,7,0,8
Manhattan,024200,2010,1,14,3,18
Manhattan,024200,2011,4,42,5,51
Manhattan,024200,2012,0,11,1,12
Manhattan,024200,2013,4,17,0,21
Manhattan,024200,2014,1,22,0,23
Manhattan,024200,2015,0,26,0,26
Manhattan,024200,2016,4,28,0,32
Manhattan,024200,2017,3,12,10,25
Manhattan,024200,2018,2,16,0,18
Manhattan,024200,2019,3,11,3,17
Manhattan,024200,2020,2,1,1,4
Manhattan,024200,2022,0,1,0,1
Manhattan,024301,2009,0,16,0,16
Manhattan,024301,2010,1,9,0,10
Manhattan,024301,2011,0,18,0,18
Manhattan,024301,2012,0,13,0,13
Manhattan,024301,2013,0,13,0,13
Manhattan,024301,2014,1,25,2,28
Manhattan,024301,2015,1,27,0,28
Manhattan,024301,2016,2,38,0,40
Manhattan,024301,2017,2,21,0,23
Manhattan,024301,2018,0,27,2,29
Manhattan,024301,2019,1,17,0,18
Manhattan,024301,2020,0,19,0,19
Manhattan,024301,2021,0,5,0,5
Manhattan,024302,2009,0,5,0,5
Manhattan,024302,2010,0,4,0,4
Manhattan,024302,2011,0,7,0,7
Manhattan,024302,2012,0,3,0,3
Manhattan,024302,2013,0,1,0,1
Manhattan,024302,2014,0,30,0,30
Manhattan,024302,2015,0,5,0,5
Manhattan,024302,2016,0,6,0,6
Manhattan,024302,2017,0,10,0,10
Manhattan,024302,2018,0,8,0,8
Manhattan,024302,2019,0,3,0,3
Manhattan,024302,2021,0,1,0,1
Manhattan,024500,2009,0,37,0,37
Manhattan,024500,2010,4,41,0,45
Manhattan,024500,2011,0,27,0,27
Manhattan,024500,2012,1,34,0,35
Manhattan,024500,2013,2,62,5,69
Manhattan,024500,2014,8,58,0,66
Manhattan,024500,2015,1,74,11,86
Manhattan,024500,2016,2,61,1,64
Manhattan,024500,2017,1,59,0,60
Manhattan,024500,2018,0,63,0,63
Manhattan,024500,2019,6,21,0,27
Manhattan,024500,2020,0,29,0,29
Manhattan,024500,2022,0,1,0,1
Manhattan,024500,2023,0,1,0,1
Manhattan,024700,2009,0,18,0,18
Manhattan,024700,2010,0,9,0,9
Manhattan,024700,2011,0,22,0,22
Manhattan,024700,2012,0,23,0,23
Manhattan,024700,2013,0,21,0,21
Manhattan,024700,2014,0,5,0,5
Manhattan,024700,2015,0,42,0,42
Manhattan,024700,2016,0,32,0,32
Manhattan,024700,2017,1,35,0,36
Manhattan,024700,2018,0,36,0,36
Manhattan,024700,2019,0,17,0,17
Manhattan,024700,2020,0,13,0,13
Manhattan,024700,2022,0,2,0,2
Manhattan,024900,2009,0,4,0,4
Manhattan,024900,2010,2,3,1,6
Manhattan,024900,2011,0,0,8,8
Manhattan,024900,2012,0,6,0,6
Manhattan,024900,2013,0,4,0,4
Manhattan,024900,2014,0,6,0,6
Manhattan,024900,2015,0,2,0,2
Manhattan,024900,2016,0,7,0,7
Manhattan,024900,2017,0,1,0,1
