borough,geoid,year,major_alterations,minor_alterations,new_buildings,total_permits
Manhattan,015301,2014,1,78,1,80
Manhattan,015301,2015,1,60,1,62
Manhattan,015301,2016,1,62,0,63
Manhattan,015301,2017,3,76,0,79
Manhattan,015301,2018,0,37,0,37
Manhattan,015301,2019,0,28,0,28
Manhattan,015301,2020,0,32,0,32
Manhattan,015301,2021,0,7,0,7
Manhattan,015301,2022,0,3,0,3
Manhattan,015302,2009,2,33,0,35
Manhattan,015302,2010,0,51,0,51
Manhattan,015302,2011,3,50,0,53
Manhattan,015302,2012,0,33,0,33
Manhattan,015302,2013,13,37,0,50
Manhattan,015302,2014,1,46,0,47
Manhattan,015302,2015,0,73,0,73
Manhattan,015302,2016,1,68,0,69
Manhattan,015302,2017,2,46,0,48
Manhattan,015302,2018,0,40,0,40
Manhattan,015302,2019,2,16,0,18
Manhattan,015302,2020,2,20,0,22
Manhattan,015302,2021,1,0,0,1
Manhattan,015302,2022,1,0,0,1
Manhattan,015302,2023,0,3,0,3
Manhattan,015401,2009,0,11,0,11
Manhattan,015401,2010,0,9,0,9
Manhattan,015401,2011,0,23,0,23
Manhattan,015401,2012,4,16,0,20
Manhattan,015401,2013,0,34,0,34
Manhattan,015401,2014,3,18,0,21
Manhattan,015401,2015,0,24,0,24
Manhattan,015401,2016,6,26,0,32
Manhattan,015401,2017,4,22,0,26
Manhattan,015401,2018,0,15,0,15
Manhattan,015401,2019,0,4,0,4
Manhattan,015401,2020,1,12,0,13
Manhattan,015401,2022,0,1,0,1
Manhattan,015402,2009,2,54,0,56
Manhattan,015402,2010,2,25,0,27
Manhattan,015402,2011,2,22,0,24
Manhattan,015402,2012,0,26,0,26
Manhattan,015402,2013,0,9,0,9
Manhattan,015402,2014,0,17,3,20
Manhattan,015402,2015,0,29,0,29
Manhattan,015402,2016,0,22,3,25
Manhattan,015402,2017,1,27,0,28
Manhattan,015402,2018,0,20,2,22
Manhattan,015402,2019,4,12,0,16
Manhattan,015402,2020,0,17,0,17
Manhattan,015403,2009,0,4,0,4
Manhattan,015403,2010,0,4,0,4
Manhattan,015403,2011,1,13,1,15
Manhattan,015403,2012,0,9,0,9
Manhattan,015403,2013,1,11,2,14
Manhattan,015403,2014,0,13,0,13
Manhattan,015403,2015,3,22,0,25
Manhattan,015403,2016,0,10,0,10
Manhattan,015403,2017,0,7,0,7
Manhattan,015403,2018,0,6,0,6
Manhattan,015403,2019,0,5,0,5
Manhattan,015403,2020,0,1,0,1
Manhattan,015501,2009,0,32,0,32
Manhattan,015501,2010,0,22,0,22
Manhattan,015501,2011,0,16,0,16
Manhattan,015501,2012,0,12,1,13
Manhattan,015501,2013,0,28,0,28
Manhattan,015501,2014,1,14,0,15
Manhattan,015501,2015,0,31,0,31
Manhattan,015501,2016,0,28,7,35
Manhattan,015501,2017,0,19,1,20
Manhattan,015501,2018,5,15,0,20
Manhattan,015501,2019,0,8,0,8
Manhattan,015501,2020,0,15,0,15
Manhattan,015501,2021,0,3,0,3
Manhattan,015501,2023,1,0,0,1
Manhattan,015502,2009,0,13,0,13
Manhattan,015502,2010,0,11,0,11
Manhattan,015502,2011,0,16,0,16
Manhattan,015502,2012,0,11,0,11
Manhattan,015502,2013,0,15,0,15
Manhattan,015502,2014,0,15,0,15
Manhattan,015502,2015,0,15,0,15
Manhattan,015502,2016,0,21,0,21
Manhattan,015502,2017,0,16,0,16
Manhattan,015502,2018,0,5,0,5
Manhattan,015502,2019,0,9,0,9
Manhattan,015502,2020,0,10,0,10
Manhattan,015601,2009,0,30,0,30
Manhattan,015601,2010,0,25,0,25
Manhattan,015601,2011,0,28,0,28
Manhattan,015601,2012,2,38,0,40
Manhattan,015601,2013,0,26,0,26
Manhattan,015601,2014,0,45,3,48
Manhattan,015601,2015,2,41,5,48
Manhattan,015601,2016,3,27,0,30
Manhattan,015601,2017,0,39,0,39
Manhattan,015601,2018,1,18,0,19
Manhattan,015601,2019,0,11,0,11
Manhattan,015601,2020,0,8,0,8
Manhattan,015601,2021,1,0,0,1
Manhattan,015601,2022,0,2,0,2
Manhattan,015602,2009,0,11,0,11
Manhattan,015602,2010,0,13,0,13
Manhattan,015602,2011,0,9,0,9
Manhattan,015602,2012,0,9,0,9
Manhattan,015602,2013,0,15,0,15
Manhattan,015602,2014,0,9,0,9
Manhattan,015602,2015,0,4,0,4
Manhattan,015602,2016,0,11,0,11
Manhattan,015602,2017,0,4,0,4
Manhattan,015602,2018,0,6,0,6
Manhattan,015602,2019,0,7,0,7
Manhattan,015602,2020,0,2,0,2
Manhattan,015602,2021,0,1,0,1
Manhattan,015700,2009,4,69,0,73
Manhattan,015700,2010,9,89,0,98
Manhattan,015700,2011,2,74,0,76
Manhattan,015700,2012,2,87,0,89
Manhattan,015700,2013,6,108,0,114
Manhattan,015700,2014,10,112,0,122
Manhattan,015700,2015,6,97,0,103
Manhattan,015700,2016,5,106,0,111
Manhattan,015700,2017,0,70,0,70
Manhattan,015700,2018,8,79,0,87
Manhattan,015700,2019,6,34,0,40
Manhattan,015700,2020,7,36,0,43
Manhattan,015700,2021,1,2,0,3
Manhattan,015801,2009,4,43,2,49
Manhattan,015801,2010,7,59,0,66
Manhattan,015801,2011,2,56,1,59
Manhattan,015801,2012,5,76,0,81
Manhattan,015801,2013,7,48,0,55
Manhattan,015801,2014,3,64,0,67
Manhattan,015801,2015,4,51,0,55
Manhattan,015801,2016,0,57,0,57
Manhattan,015801,2017,2,41,0,43
Manhattan,015801,2018,0,44,0,44
Manhattan,015801,2019,2,26,0,28
Manhattan,015801,2020,0,27,0,27
Manhattan,015801,2021,1,2,0,3
Manhattan,015802,2009,0,3,0,3
Manhattan,015802,2010,0,10,0,10
Manhattan,015802,2011,3,16,3,22
Manhattan,015802,2012,4,18,0,22
Manhattan,015802,2013,0,14,0,14
Manhattan,015802,2014,1,17,0,18
Manhattan,015802,2015,0,13,1,14
Manhattan,015802,2016,0,16,0,16
Manhattan,015802,2017,0,6,0,6
Manhattan,015802,2018,0,8,4,12
Manhattan,015802,2019,0,14,1,15
Manhattan,015802,2021,0,1,0,1
Manhattan,015802,2023,1,0,0,1
Manhattan,015900,2009,7,85,0,92
Manhattan,015900,2010,6,48,0,54
Manhattan,015900,2011,6,58,0,64
Manhattan,015900,2012,5,56,0,61
Manhattan,015900,2013,5,102,0,107
Manhattan,015900,2014,10,136,0,146
Manhattan,015900,2015,6,87,0,93
Manhattan,015900,2016,9,108,0,117
Manhattan,015900,2017,10,96,5,111
Manhattan,015900,2018,4,66,2,72
Manhattan,015900,2019,9,46,0,55
Manhattan,015900,2020,4,90,0,94
Manhattan,015900,2021,0,9,0,9
Manhattan,016001,2009,2,37,0,39
Manhattan,016001,2010,2,43,0,45
Manhattan,016001,2011,7,42,0,49
Manhattan,016001,2012,2,65,0,67
Manhattan,016001,2013,4,69,0,73
Manhattan,016001,2014,9,75,0,84
Manhattan,016001,2015,7,70,0,77
Manhattan,016001,2016,4,57,0,61
Manhattan,016001,2017,0,64,0,64
Manhattan,016001,2018,3,53,0,56
Manhattan,016001,2019,12,31,0,43
Manhattan,016001,2020,7,50,0,57
Manhattan,016001,2021,0,5,0,5
Manhattan,016002,2009,3,19,0,22
Manhattan,016002,2010,3,28,0,31
Manhattan,016002,2011,0,22,0,22
Manhattan,016002,2012,0,24,0,24
Manhattan,016002,2013,0,38,0,38
Manhattan,016002,2014,0,24,0,24
Manhattan,016002,2015,0,43,0,43
Manhattan,016002,2016,0,39,0,39
Manhattan,016002,2017,0,12,0,12
Manhattan,016002,2018,1,13,0,14
Manhattan,016002,2019,2,12,0,14
Manhattan,016002,2020,0,7,0,7
Manhattan,016100,2009,1,36,0,37
Manhattan,016100,2010,7,58,0,65
Manhattan,016100,2011,1,58,0,59
Manhattan,016100,2012,1,88,0,89
Manhattan,016100,2013,2,72,0,74
Manhattan,016100,2014,10,101,0,111
Manhattan,016100,2015,7,91,0,98
Manhattan,016100,2016,14,90,0,104
Manhattan,016100,2017,6,58,0,64
Manhattan,016100,2018,3,69,0,72
Manhattan,016100,2019,1,42,0,43
Manhattan,016100,2020,0,66,0,66
Manhattan,016100,2021,0,1,0,1
Manhattan,016100,2023,1,2,0,3
Manhattan,016200,2009,0,9,0,9
Manhattan,016200,2010,0,18,0,18
Manhattan,016200,2011,0,5,0,5
Manhattan,016200,2012,1,11,0,12
Manhattan,016200,2013,3,15,0,18
Manhattan,016200,2014,2,43,0,45
Manhattan,016200,2015,0,27,0,27
Manhattan,016200,2016,0,22,1,23
Manhattan,016200,2017,0,12,0,12
Manhattan,016200,2018,0,18,0,18
Manhattan,016200,2019,0,18,0,18
Manhattan,016200,2020,0,8,0,8
Manhattan,016300,2009,5,60,4,69
Manhattan,016300,2010,6,57,0,63
Manhattan,016300,2011,9,71,6,86
Manhattan,016300,2012,8,86,0,94
Manhattan,016300,2013,0,82,0,82
Manhattan,016300,2014,6,142,4,152
Manhattan,016300,2015,13,104,1,118
Manhattan,016300,2016,10,88,0,98
Manhattan,016300,2017,0,76,0,76
Manhattan,016300,2018,13,53,0,66
Manhattan,016300,2019,0,45,0,45
Manhattan,016300,2020,0,50,0,50
Manhattan,016300,2021,0,10,0,10
Manhattan,016300,2022,1,7,0,8
Manhattan,016400,2009,1,33,0,34
Manhattan,016400,2010,0,16,0,16
Manhattan,016400,2011,2,7,1,10
Manhattan,016400,2012,0,11,2,13
Manhattan,016400,2013,0,22,0,22
Manhattan,016400,2014,0,5,0,5
Manhattan,016400,2015,0,21,0,21
Manhattan,016400,2016,0,26,0,26
Manhattan,016400,2017,0,14,0,14
Manhattan,016400,2018,3,15,3,21
Manhattan,016400,2019,0,7,7,14
Manhattan,016400,2020,0,15,4,19
Manhattan,016400,2021,0,4,3,7
Manhattan,016400,2022,1,0,0,1
Manhattan,016500,2009,1,23,0,24
Manhattan,016500,2010,1,60,0,61
Manhattan,016500,2011,12,87,0,99
Manhattan,016500,2012,5,66,0,71
Manhattan,016500,2013,9,52,0,61
Manhattan,016500,2014,10,80,0,90
Manhattan,016500,2015,2,51,0,53
Manhattan,016500,2016,9,81,0,90
Manhattan,016500,2017,8,74,3,85
Manhattan,016500,2018,5,69,4,78
Manhattan,016500,2019,0,51,0,51
Manhattan,016500,2020,8,24,0,32
Manhattan,016500,2023,0,1,0,1
Manhattan,016600,2009,1,48,0,49
Manhattan,016600,2010,0,35,0,35
Manhattan,016600,2011,3,25,0,28
Manhattan,016600,2012,1,26,0,27
Manhattan,016600,2013,3,32,2,37
Manhattan,016600,2014,0,50,3,53
Manhattan,016600,2015,5,53,4,62
Manhattan,016600,2016,2,34,0,36
Manhattan,016600,2017,3,55,0,58
Manhattan,016600,2018,1,25,0,26
Manhattan,016600,2019,1,13,11,25
Manhattan,016600,2020,0,4,0,4
Manhattan,016600,2023,0,1,0,1
Manhattan,016700,2009,3,64,0,67
Manhattan,016700,2010,7,61,0,68
Manhattan,016700,2011,7,75,0,82
Manhattan,016700,2012,0,67,0,67
Manhattan,016700,2013,0,76,0,76
Manhattan,016700,2014,3,93,4,100
Manhattan,016700,2015,6,70,4,80
Manhattan,016700,2016,0,113,7,120
Manhattan,016700,2017,3,73,1,77
Manhattan,016700,2018,1,54,0,55
Manhattan,016700,2019,1,38,0,39
Manhattan,016700,2020,1,28,0,29
Manhattan,016700,2021,0,1,0,1
Manhattan,016800,2009,2,93,8,103
Manhattan,016800,2010,2,62,0,64
Manhattan,016800,2011,0,101,0,101
Manhattan,016800,2012,0,85,0,85
Manhattan,016800,2013,0,91,0,91
Manhattan,016800,2014,4,123,0,127
Manhattan,016800,2015,2,76,0,78
Manhattan,016800,2016,1,52,0,53
Manhattan,016800,2017,0,42,0,42
Manhattan,016800,2018,0,79,0,79
Manhattan,016800,2019,0,27,0,27
Manhattan,016800,2020,2,32,0,34
Manhattan,016800,2023,0,1,0,1
Manhattan,016900,2009,4,49,0,53
Manhattan,016900,2010,9,73,0,82
Manhattan,016900,2011,9,88,0,97
Manhattan,016900,2012,2,65,0,67
Manhattan,016900,2013,8,62,0,70
Manhattan,016900,2014,10,75,2,87
Manhattan,016900,2015,5,87,1,93
Manhattan,016900,2016,15,73,0,88
Manhattan,016900,2017,8,66,1,75
Manhattan,016900,2018,1,69,0,70
Manhattan,016900,2019,0,36,0,36
Manhattan,016900,2020,1,53,0,54
Manhattan,016900,2021,0,2,0,2
Manhattan,016900,2022,0,3,0,3
Manhattan,016900,2023,0,3,0,3
Manhattan,017000,2009,1,33,0,34
Manhattan,017000,2010,0,25,0,25
Manhattan,017000,2011,0,14,0,14
Manhattan,017000,2012,0,19,0,19
Manhattan,017000,2013,11,57,0,68
Manhattan,017000,2014,2,43,2,47
Manhattan,017000,2015,3,46,0,49
Manhattan,017000,2016,2,37,5,44
Manhattan,017000,2017,2,42,2,46
Manhattan,017000,2018,0,17,0,17
Manhattan,017000,2019,0,17,0,17
Manhattan,017000,2020,1,1,0,2
Manhattan,017000,2021,0,2,0,2
Manhattan,017000,2022,0,1,0,1
Manhattan,017100,2009,6,78,0,84
Manhattan,017100,2010,2,78,0,80
Manhattan,017100,2011,3,88,0,91
Manhattan,017100,2012,0,95,0,95
Manhattan,017100,2013,6,76,0,82
Manhattan,017100,2014,3,89,0,92
Manhattan,017100,2015,2,74,0,76
Manhattan,017100,2016,0,79,0,79
Manhattan,017100,2017,1,70,0,71
Manhattan,017100,2018,2,69,0,71
Manhattan,017100,2019,2,38,10,50
Manhattan,017100,2020,1,58,0,59
Manhattan,017100,2021,0,5,0,5
Manhattan,017100,2023,0,5,0,5
Manhattan,017200,2009,5,60,0,65
Manhattan,017200,2010,1,49,2,52
Manhattan,017200,2011,1,36,0,37
Manhattan,017200,2012,0,50,0,50
Manhattan,017200,2013,1,27,0,28
Manhattan,017200,2014,0,32,0,32
Manhattan,017200,2015,1,50,5,56
Manhattan,017200,2016,10,42,3,55
Manhattan,017200,2017,3,37,3,43
Manhattan,017200,2018,1,24,0,25
Manhattan,017200,2019,3,15,0,18
Manhattan,017200,2020,0,12,0,12
Manhattan,017200,2021,0,5,0,5
Manhattan,017200,2022,0,3,0,3
Manhattan,017300,2009,8,52,0,60
Manhattan,017300,2010,17,39,0,56
Manhattan,017300,2011,3,79,3,85
Manhattan,017300,2012,10,54,0,64
Manhattan,017300,2013,12,74,0,86
Manhattan,017300,2014,3,86,0,89
Manhattan,017300,2015,8,110,0,118
Manhattan,017300,2016,5,62,0,67
Manhattan,017300,2017,5,66,0,71
Manhattan,017300,2018,2,38,0,40
Manhattan,017300,2019,1,41,0,42
Manhattan,017300,2020,3,39,0,42
Manhattan,017300,2021,0,3,0,3
Manhattan,017300,2022,0,4,0,4
Manhattan,017300,2023,1,2,0,3
Manhattan,017401,2009,0,20,0,20
Manhattan,017401,2010,1,30,0,31
Manhattan,017401,2011,0,5,0,5
Manhattan,017401,2012,0,3,0,3
Manhattan,017401,2013,0,5,0,5
Manhattan,017401,2014,0,22,0,22
Manhattan,017401,2015,0,8,0,8
Manhattan,017401,2016,2,16,0,18
Manhattan,017401,2017,0,8,0,8
Manhattan,017401,2018,0,13,0,13
Manhattan,017401,2019,6,12,0,18
Manhattan,017401,2020,0,9,0,9
Manhattan,017401,2021,3,4,3,10
Manhattan,017402,2009,0,1,0,1
Manhattan,017402,2010,0,2,0,2
Manhattan,017402,2011,1,3,0,4
Manhattan,017402,2012,0,1,0,1
Manhattan,017402,2013,0,3,1,4
Manhattan,017402,2014,2,12,3,17
Manhattan,017402,2015,0,7,1,8
Manhattan,017402,2016,0,11,1,12
Manhattan,017402,2017,0,13,0,13
Manhattan,017402,2018,0,10,6,16
Manhattan,017402,2019,1,7,7,15
Manhattan,017402,2020,0,23,1,24
Manhattan,017402,2021,0,2,0,2
Manhattan,017500,2009,4,62,0,66
Manhattan,017500,2010,2,60,0,62
Manhattan,017500,2011,4,57,0,61
Manhattan,017500,2012,3,56,0,59
Manhattan,017500,2013,4,97,0,101
Manhattan,017500,2014,3,65,0,68
Manhattan,017500,2015,4,83,2,89
Manhattan,017500,2016,2,85,0,87
Manhattan,017500,2017,4,116,0,120
Manhattan,017500,2018,1,98,0,99
Manhattan,017500,2019,11,67,0,78
Manhattan,017500,2020,0,43,0,43
Manhattan,017700,2009,5,44,0,49
Manhattan,017700,2010,5,34,0,39
Manhattan,017700,2011,6,41,0,47
Manhattan,017700,2012,0,50,0,50
Manhattan,017700,2013,0,60,0,60
Manhattan,017700,2014,18,66,0,84
Manhattan,017700,2015,4,68,0,72
Manhattan,017700,2016,18,80,0,98
Manhattan,017700,2017,0,63,0,63
Manhattan,017700,2018,2,42,0,44
Manhattan,017700,2019,0,20,0,20
Manhattan,017700,2020,1,49,0,50
Manhattan,017700,2021,0,3,0,3
Manhattan,017700,2022,0,2,0,2
Manhattan,017700,2023,1,0,0,1
Manhattan,017800,2009,0,18,0,18
Manhattan,017800,2010,0,21,1,22
Manhattan,017800,2011,2,23,3,28
Manhattan,017800,2012,3,29,0,32
Manhattan,017800,2013,1,28,7,36
Manhattan,017800,2014,0,21,5,26
Manhattan,017800,2015,0,37,0,37
Manhattan,017800,2016,1,42,1,44
Manhattan,017800,2017,1,35,1,37
Manhattan,017800,2018,0,18,7,25
Manhattan,017800,2019,4,11,0,15
Manhattan,017800,2020,2,10,0,12
Manhattan,017800,2021,0,6,0,6
Manhattan,017900,2009,4,40,0,44
Manhattan,017900,2010,2,55,0,57
Manhattan,017900,2011,4,49,0,53
Manhattan,017900,2012,1,44,0,45
Manhattan,017900,2013,0,64,0,64
Manhattan,017900,2014,0,52,0,52
Manhattan,017900,2015,1,63,0,64
Manhattan,017900,2016,1,61,0,62
Manhattan,017900,2017,7,82,14,103
Manhattan,017900,2018,1,49,7,57
Manhattan,017900,2019,1,39,0,40
Manhattan,017900,2020,1,44,0,45
Manhattan,017900,2021,0,14,0,14
Manhattan,017900,2023,0,1,0,1
Manhattan,018000,2009,0,40,0,40
Manhattan,018000,2010,3,26,2,31
Manhattan,018000,2011,2,11,0,13
Manhattan,018000,2012,1,33,0,34
Manhattan,018000,2013,1,44,0,45
Manhattan,018000,2014,3,29,0,32
Manhattan,018000,2015,0,75,5,80
Manhattan,018000,2016,0,35,0,35
Manhattan,018000,2017,0,31,0,31
Manhattan,018000,2018,0,18,0,18
Manhattan,018000,2019,2,16,0,18
Manhattan,018000,2020,1,18,0,19
Manhattan,018000,2021,3,7,0,10
Manhattan,018000,2022,1,1,0,2
Manhattan,018100,2009,5,34,0,39
Manhattan,018100,2010,1,44,0,45
Manhattan,018100,2011,0,34,0,34
Manhattan,018100,2012,6,39,0,45
Manhattan,018100,2013,8,44,0,52
Manhattan,018100,2014,1,69,10,80
Manhattan,018100,2015,6,60,0,66
Manhattan,018100,2016,2,67,0,69
Manhattan,018100,2017,5,57,0,62
Manhattan,018100,2018,13,39,0,52
Manhattan,018100,2019,0,15,0,15
Manhattan,018100,2020,7,42,0,49
Manhattan,018100,2021,0,3,0,3
Manhattan,018200,2009,0,36,0,36
Manhattan,018200,2010,0,39,2,41
Manhattan,018200,2011,1,14,2,17
Manhattan,018200,2012,9,14,0,23
Manhattan,018200,2013,0,52,0,52
Manhattan,018200,2014,0,55,4,59
Manhattan,018200,2015,0,36,0,36
Manhattan,018200,2016,3,36,0,39
Manhattan,018200,2017,0,30,0,30
Manhattan,018200,2018,0,22,3,25
Manhattan,018200,2019,2,10,0,12
Manhattan,018200,2020,2,6,0,8
Manhattan,018200,2021,0,2,0,2
Manhattan,018300,2009,1,61,0,62
Manhattan,018300,2010,0,56,0,56
Manhattan,018300,2011,1,47,0,48
Manhattan,018300,2012,0,65,0,65
Manhattan,018300,2013,1,66,0,67
Manhattan,018300,2014,0,54,5,59
Manhattan,018300,2015,14,54,1,69
Manhattan,018300,2016,7,76,0,83
Manhattan,018300,2017,15,80,1,96
Manhattan,018300,2018,2,55,0,57
Manhattan,018300,2019,2,45,0,47
Manhattan,018300,2020,4,51,5,60
Manhattan,018300,2021,0,5,1,6
Manhattan,018300,2022,1,0,0,1
Manhattan,018400,2009,1,13,0,14
Manhattan,018400,2010,0,11,0,11
Manhattan,018400,2011,0,34,0,34
Manhattan,018400,2012,1,18,0,19
Manhattan,018400,2013,3,11,4,18
Manhattan,018400,2014,0,47,0,47
Manhattan,018400,2015,0,40,0,40
Manhattan,018400,2016,3,24,0,27
Manhattan,018400,2017,1,23,1,25
Manhattan,018400,2018,1,17,0,18
Manhattan,018400,2019,0,8,0,8
Manhattan,018400,2020,0,2,0,2
Manhattan,018400,2021,0,3,0,3
Manhattan,018400,2022,0,3,0,3
Manhattan,018500,2009,2,23,0,25
Manhattan,018500,2010,1,38,0,39
Manhattan,018500,2011,0,7,0,7
Manhattan,018500,2012,0,16,0,16
Manhattan,018500,2013,0,10,0,10
Manhattan,018500,2014,0,20,0,20
Manhattan,018500,2015,0,18,0,18
Manhattan,018500,2016,0,44,0,44
Manhattan,018500,2017,5,38,0,43
Manhattan,018500,2018,4,23,0,27
Manhattan,018500,2019,0,15,0,15
Manhattan,018500,2020,0,17,0,17
Manhattan,018500,2023,0,1,0,1
Manhattan,018600,2009,0,6,0,6
Manhattan,018600,2010,1,6,0,7
Manhattan,018600,2011,0,7,0,7
Manhattan,018600,2012,0,1,0,1
Manhattan,018600,2013,0,3,0,3
Manhattan,018600,2014,0,18,0,18
Manhattan,018600,2015,0,8,0,8
Manhattan,018600,2016,0,14,2,16
Manhattan,018600,2017,0,11,0,11
Manhattan,018600,2018,0,21,0,21
Manhattan,018600,2019,1,2,0,3
Manhattan,018600,2020,0,1,0,1
Manhattan,018700,2009,3,47,0,50
Manhattan,018700,2010,1,51,0,52
Manhattan,018700,2011,7,61,0,68
Manhattan,018700,2012,0,45,0,45
Manhattan,018700,2013,1,48,0,49
Manhattan,018700,2014,0,57,0,57
Manhattan,018700,2015,2,85,0,87
Manhattan,018700,2016,0,55,0,55
Manhattan,018700,2017,6,42,6,54
Manhattan,018700,2018,1,30,3,34
Manhattan,018700,2019,5,25,0,30
Manhattan,018700,2020,0,46,0,46
Manhattan,018700,2021,5,0,0,5
Manhattan,018800,2009,1,34,1,36
Manhattan,018800,2010,0,26,0,26
Manhattan,018800,2011,1,14,3,18
Manhattan,018800,2012,7,16,0,23
Manhattan,018800,2013,7,39,0,46
Manhattan,018800,2014,3,34,0,37
Manhattan,018800,2015,2,36,3,41
Manhattan,018800,2016,4,37,2,43
Manhattan,018800,2017,2,44,0,46
Manhattan,018800,2018,1,27,0,28
Manhattan,018800,2019,0,7,1,8
Manhattan,018800,2020,10,15,0,25
Manhattan,018800,2021,2,7,0,9
Manhattan,018800,2022,0,6,0,6
Manhattan,018800,2023,0,2,0,2
Manhattan,018900,2009,0,33,0,33
Manhattan,018900,2010,1,35,0,36
Manhattan,018900,2011,0,42,0,42
Manhattan,018900,2012,0,26,0,26
Manhattan,018900,2013,1,66,0,67
Manhattan,018900,2014,0,83,0,83
Manhattan,018900,2015,0,109,0,109
Manhattan,018900,2016,1,65,0,66
Manhattan,018900,2017,8,59,0,67
Manhattan,018900,2018,0,43,0,43
Manhattan,018900,2019,1,14,0,15
Manhattan,018900,2020,0,13,2,15
Manhattan,018900,2022,0,1,0,1
Manhattan,019000,2009,0,4,0,4
Manhattan,019000,2010,0,20,0,20
Manhattan,019000,2011,2,17,0,19
Manhattan,019000,2012,3,22,1,26
Manhattan,019000,2013,1,18,0,19
Manhattan,019000,2014,4,8,0,12
Manhattan,019000,2015,0,10,0,10
Manhattan,019000,2016,1,15,0,16
Manhattan,019000,2017,1,4,2,7
Manhattan,019000,2018,3,23,8,34
Manhattan,019000,2019,0,4,2,6
Manhattan,019000,2020,5,17,0,22
Manhattan,019100,2009,0,18,0,18
Manhattan,019100,2010,3,53,0,56
Manhattan,019100,2011,0,42,0,42
Manhattan,019100,2012,4,72,0,76
Manhattan,019100,2013,2,52,0,54
Manhattan,019100,2014,1,51,0,52
Manhattan,019100,2015,5,87,0,92
Manhattan,019100,2016,2,70,0,72
Manhattan,019100,2017,6,61,0,67
Manhattan,019100,2018,1,36,0,37
Manhattan,019100,2019,18,26,0,44
Manhattan,019100,2020,1,44,3,48
Manhattan,019200,2009,0,11,0,11
Manhattan,019200,2010,0,4,0,4
Manhattan,019200,2011,0,2,0,2
Manhattan,019200,2012,0,1,0,1
Manhattan,019200,2013,1,6,0,7
Manhattan,019200,2014,1,7,0,8
Manhattan,019200,2015,6,9,2,17
Manhattan,019200,2016,0,6,2,8
Manhattan,019200,2017,0,9,0,9
Manhattan,019200,2018,6,15,0,21
Manhattan,019200,2019,0,2,0,2
Manhattan,019200,2020,2,0,0,2
Manhattan,019200,2021,0,2,0,2
Manhattan,019300,2009,0,15,0,15
Manhattan,019300,2010,0,21,0,21
Manhattan,019300,2011,0,51,0,51
Manhattan,019300,2012,0,74,0,74
Manhattan,019300,2013,1,62,0,63
Manhattan,019300,2014,0,62,0,62
Manhattan,019300,2015,3,75,1,79
Manhattan,019300,2016,1,89,0,90
Manhattan,019300,2017,7,64,7,78
Manhattan,019300,2018,3,61,0,64
Manhattan,019300,2019,3,31,0,34
Manhattan,019300,2020,1,16,0,17
Manhattan,019300,2023,0,2,0,2
Manhattan,019400,2009,1,19,0,20
Manhattan,019400,2010,0,16,0,16
Manhattan,019400,2011,4,13,0,17
Manhattan,019400,2012,5,27,7,39
Manhattan,019400,2013,5,15,2,22
Manhattan,019400,2014,0,14,2,16
Manhattan,019400,2015,0,25,1,26
Manhattan,019400,2016,0,31,3,34
Manhattan,019400,2017,6,24,0,30
Manhattan,019400,2018,0,16,4,20
Manhattan,019400,2019,0,10,0,10
Manhattan,019400,2020,1,17,0,18
Manhattan,019500,2009,1,36,1,38
Manhattan,019500,2010,2,47,0,49
Manhattan,019500,2011,0,55,0,55
Manhattan,019500,2012,4,46,0,50
Manhattan,019500,2013,0,78,0,78
Manhattan,019500,2014,2,45,0,47
Manhattan,019500,2015,3,79,0,82
Manhattan,019500,2016,1,66,0,67
Manhattan,019500,2017,0,52,0,52
Manhattan,019500,2018,0,71,0,71
Manhattan,019500,2019,1,41,0,42
Manhattan,019500,2020,5,47,0,52
Manhattan,019500,2021,0,2,0,2
Manhattan,019600,2009,1,60,0,61
Manhattan,019600,2010,0,11,0,11
Manhattan,019600,2011,0,26,1,27
Manhattan,019600,2012,3,16,0,19
Manhattan,019600,2013,4,38,0,42
Manhattan,019600,2014,6,23,0,29
Manhattan,019600,2015,3,37,7,47
Manhattan,019600,2016,1,43,8,52
Manhattan,019600,2017,1,32,0,33
Manhattan,019600,2018,1,22,0,23
Manhattan,019600,2019,1,12,0,13
Manhattan,019600,2020,0,18,5,23
Manhattan,019600,2021,0,2,0,2
Manhattan,019600,2022,0,3,0,3
Manhattan,019701,2009,0,11,0,11
Manhattan,019701,2010,0,3,0,3
Manhattan,019701,2011,1,5,0,6
Manhattan,019701,2012,0,11,0,11
Manhattan,019701,2013,0,3,3,6
Manhattan,019701,2014,0,13,1,14
Manhattan,019701,2015,4,50,0,54
Manhattan,019701,2016,9,46,0,55
Manhattan,019701,2017,0,13,0,13
Manhattan,019701,2018,0,12,0,12
Manhattan,019701,2019,0,14,0,14
Manhattan,019701,2020,0,5,0,5
Manhattan,019702,2009,0,8,0,8
Manhattan,019702,2010,0,9,0,9
Manhattan,019702,2011,0,9,1,10
Manhattan,019702,2012,3,9,0,12
Manhattan,019702,2013,3,13,0,16
Manhattan,019702,2014,1,12,0,13
Manhattan,019702,2015,1,25,0,26
Manhattan,019702,2016,0,15,4,19
Manhattan,019702,2017,0,17,0,17
Manhattan,019702,2018,1,5,0,6
Manhattan,019702,2019,0,1,0,1
Manhattan,019702,2020,0,2,0,2
Manhattan,019702,2022,0,4,0,4
Manhattan,019800,2009,2,33,0,35
