median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units,borough,year,geoid
1410.0,66574.0,2165,1132,867,91,Queens,2017,060100
1868.0,83700.0,1634,13,544,50,Queens,2017,063000
1612.0,95000.0,3345,2187,1266,128,Queens,2017,063700
1387.0,85000.0,3410,22,1011,35,Queens,2017,064600
1754.0,87417.0,3100,79,907,47,Queens,2017,065000
1651.0,74573.0,6660,3375,3003,253,Queens,2017,071100
1690.0,81985.0,4132,1944,2296,221,Queens,2017,076901
1325.0,73750.0,2692,1004,1244,147,Queens,2017,077905
1385.0,72250.0,2422,606,696,58,Queens,2017,004001
1546.0,65172.0,5710,1111,1769,145,Queens,2017,005400
1535.0,71702.0,6202,1809,2064,142,Queens,2017,005800
1685.0,72264.0,5340,3006,2813,302,Queens,2017,006300
1384.0,86731.0,3772,1436,1268,94,Queens,2017,008800
1802.0,87034.0,3561,2415,1618,223,Queens,2017,009700
1351.0,64716.0,4161,117,933,62,Queens,2017,010600
1456.0,50274.0,8238,839,2790,110,Queens,2017,023500
1768.0,64737.0,4310,39,1195,61,Queens,2017,028400
1395.0,45299.0,6767,955,2556,268,Queens,2017,029100
1595.0,73385.0,2428,23,747,36,Queens,2017,038400
1799.0,84159.0,5903,2934,2881,68,Queens,2017,073900
1547.0,71375.0,3194,1801,1696,56,Queens,2017,074100
1236.0,58718.0,4441,2533,2002,212,Queens,2017,074300
1145.0,45708.0,4260,2324,1636,139,Queens,2017,074500
1741.0,64087.0,6121,3736,2237,167,Queens,2017,077904
1051.0,68386.0,7281,2954,2880,111,Queens,2017,080900
1557.0,38885.0,5070,184,2189,315,Queens,2017,085300
1367.0,44535.0,5343,666,2140,264,Queens,2017,085900
1539.0,29810.0,4506,511,2318,310,Queens,2017,086500
758.0,48047.0,4617,827,1893,252,Queens,2017,094202
1569.0,72298.0,2881,1940,1250,87,Queens,2017,051500
1279.0,51375.0,2141,11,634,53,Queens,2017,051600
1553.0,64615.0,2043,81,565,31,Queens,2017,052600
1585.0,67344.0,2387,350,777,24,Queens,2017,055400
1627.0,89833.0,1809,36,633,79,Queens,2017,053200
1335.0,95714.0,1782,16,447,37,Queens,2017,053800
1472.0,62991.0,5459,922,1556,99,Queens,2017,054700
1375.0,54167.0,3547,1327,1424,150,Queens,2017,055700
1807.0,92870.0,1753,252,521,19,Queens,2017,055800
1322.0,60688.0,1335,184,447,52,Queens,2017,055900
1378.0,59167.0,1898,1074,697,67,Queens,2017,057900
1378.0,46250.0,4670,2362,1710,153,Queens,2017,058900
1781.0,70469.0,1462,20,477,38,Queens,2017,059600
1402.0,91250.0,2104,1127,748,63,Queens,2017,060300
1669.0,85714.0,1807,1546,748,74,Queens,2017,065900
1291.0,48977.0,3928,2030,1719,58,Queens,2017,067900
1492.0,64861.0,3807,1484,1898,117,Queens,2017,069701
1404.0,66000.0,2859,32,756,70,Queens,2017,009800
1652.0,50556.0,6882,2725,2888,269,Queens,2017,104700
1930.0,82875.0,4352,2501,1379,20,Queens,2017,105900
1691.0,52132.0,7637,40,1788,111,Queens,2017,040100
1626.0,60058.0,4108,51,958,68,Queens,2017,041100
1335.0,51190.0,4279,58,1392,80,Queens,2017,041400
1413.0,91750.0,1427,0,433,35,Queens,2017,043200
1219.0,41488.0,3817,47,1288,67,Queens,2017,044601
1541.0,65273.0,3462,141,1190,239,Queens,2017,045700
1613.0,60735.0,3700,126,1258,258,Queens,2017,045900
1589.0,63950.0,1581,676,740,128,Queens,2017,118100
985.0,27679.0,2901,123,1072,33,Queens,2017,120500
981.0,60625.0,1608,594,610,49,Queens,2017,126500
1505.0,76932.0,4756,1596,754,82,Queens,2017,126700
2350.0,109896.0,1322,655,454,49,Queens,2017,133900
1515.0,60769.0,3295,1583,1077,81,Queens,2017,146300
3088.0,137147.0,7575,4431,4940,1132,Queens,2017,000100
1574.0,79432.0,4305,470,1010,42,Queens,2017,001000
1433.0,61411.0,1688,177,535,32,Queens,2017,003200
1753.0,84096.0,8468,2233,2619,104,Queens,2017,157101
1552.0,75667.0,3237,1714,1294,114,Queens,2017,150702
1760.0,83750.0,2268,337,600,57,Queens,2017,157102
1638.0,54688.0,2801,226,810,105,Queens,2017,046100
1424.0,76458.0,1725,239,534,99,Queens,2017,046400
1245.0,61691.0,4976,326,1882,107,Queens,2017,049200
1539.0,75060.0,2281,1122,860,89,Queens,2017,051300
1021.0,52545.0,6505,3411,2819,82,Queens,2017,094203
1730.0,93860.0,2417,1510,883,102,Queens,2017,098100
1364.0,104393.0,4525,3896,1691,103,Staten Island,2017,017009
1159.0,31250.0,5372,468,2033,246,Staten Island,2017,020700
1155.0,112473.0,6927,5971,2414,67,Staten Island,2017,020803
1125.0,62054.0,2684,495,1024,163,Staten Island,2017,022300
1332.0,56875.0,2755,724,1051,39,Staten Island,2017,024700
1618.0,100152.0,6220,4834,2221,88,Staten Island,2017,025100
1651.0,89894.0,7715,4960,2438,46,Staten Island,2017,029104
1365.0,69290.0,3127,2437,1103,106,Staten Island,2017,004700
1387.0,67361.0,4105,2353,1513,62,Staten Island,2017,005000
1025.0,77413.0,4583,2788,1731,190,Staten Island,2017,007400
1161.0,66927.0,3984,2758,1618,106,Staten Island,2017,009601
1222.0,83308.0,3367,2687,1464,163,Staten Island,2017,009602
1494.0,95556.0,3753,3239,1523,127,Staten Island,2017,012200
1617.0,80500.0,5744,4308,2134,164,Staten Island,2017,013203
1176.0,104760.0,6470,5701,2516,95,Staten Island,2017,015601
1183.0,111595.0,5412,3643,2130,214,Staten Island,2017,015100
2090.0,89212.0,4996,4327,1781,26,Staten Island,2017,015603
1450.0,83767.0,5513,3231,1838,74,Staten Island,2017,018902
1185.0,81771.0,3579,2091,1357,57,Staten Island,2017,020100
1725.0,75889.0,3012,1875,1065,49,Staten Island,2017,029102
1288.0,67885.0,4803,1709,1899,103,Staten Island,2017,030301
1309.0,80440.0,5843,2879,2136,103,Staten Island,2017,000800
1388.0,69539.0,2431,1186,1043,45,Staten Island,2017,003900
1188.0,78654.0,2871,1340,1104,148,Staten Island,2017,012500
1429.0,83201.0,4087,3109,1604,103,Staten Island,2017,013400
1338.0,87768.0,2648,1642,1102,36,Staten Island,2017,002001
699.0,50750.0,3501,1897,1314,115,Staten Island,2017,006400
297.0,29444.0,2848,1211,1426,154,Staten Island,2017,011401
1500.0,83262.0,4682,4116,1923,87,Staten Island,2017,013204
1475.0,97228.0,1898,1331,673,14,Staten Island,2017,018701
1257.0,103802.0,7877,3794,2408,101,Staten Island,2017,018702
1145.0,58902.0,4931,3457,2126,170,Staten Island,2017,018901
1300.0,61726.0,5119,1604,1747,181,Staten Island,2017,021300
940.0,40147.0,6051,886,2503,101,Staten Island,2017,000700
1229.0,72386.0,1927,768,1146,159,Staten Island,2017,000300
1215.0,55250.0,1757,367,868,222,Staten Island,2017,000900
1495.0,25938.0,2376,617,558,25,Staten Island,2017,002700
771.0,28793.0,4982,342,2123,283,Staten Island,2017,002900
1347.0,81691.0,2986,2125,1220,75,Staten Island,2017,005900
1367.0,50688.0,4060,1638,1203,190,Staten Island,2017,007500
1314.0,70985.0,4526,1588,1650,98,Staten Island,2017,009700
1721.0,80957.0,3743,3016,1424,144,Staten Island,2017,011402
1335.0,103750.0,3228,2335,1199,0,Staten Island,2017,012100
1594.0,95588.0,3467,2743,1307,17,Staten Island,2017,002002
1509.0,70573.0,2769,1153,933,100,Staten Island,2017,003600
1427.0,79525.0,5417,3228,2130,221,Staten Island,2017,011202
1013.0,81726.0,8151,5959,2710,132,Staten Island,2017,029103
1140.0,44343.0,3346,489,1504,319,Staten Island,2017,001100
1381.0,42917.0,1370,201,555,118,Staten Island,2017,007700
1065.0,78736.0,8886,6603,3167,32,Staten Island,2017,017010
1244.0,41154.0,1452,553,668,74,Staten Island,2017,001700
442.0,13485.0,1380,115,643,55,Staten Island,2017,013301
1289.0,96042.0,6442,5353,2478,82,Staten Island,2017,013800
1530.0,87174.0,3411,2840,1517,189,Staten Island,2017,014700
1635.0,97083.0,1805,1576,729,37,Staten Island,2017,019700
1243.0,94583.0,5835,4944,2058,63,Staten Island,2017,020804
1383.0,106000.0,6552,5860,2429,197,Staten Island,2017,019800
1143.0,78889.0,6622,5586,2138,16,Staten Island,2017,024401
1218.0,103265.0,2650,2280,1191,165,Staten Island,2017,006700
1153.0,73636.0,2570,2023,963,93,Staten Island,2017,012805
1274.0,56711.0,5658,3776,2430,181,Staten Island,2017,012806
1580.0,74630.0,4539,3611,1709,9,Staten Island,2017,014607
1775.0,96616.0,3617,2833,1286,149,Staten Island,2017,014608
1225.0,87301.0,4547,4020,1828,97,Staten Island,2017,017011
1226.0,91131.0,4526,3614,1797,122,Staten Island,2017,017012
1171.0,91094.0,4630,4117,1740,124,Staten Island,2017,024402
1485.0,78158.0,5754,3920,2018,82,Staten Island,2017,027705
1432.0,80286.0,3658,1988,1242,82,Staten Island,2017,027706
988.0,65345.0,3630,1003,1189,179,Staten Island,2017,023900
1228.0,79583.0,4954,4396,1759,125,Staten Island,2017,024800
1333.0,54081.0,4403,884,1741,264,Staten Island,2017,002100
693.0,37176.0,4501,1110,1895,208,Staten Island,2017,008100
1193.0,77843.0,6988,5502,2756,171,Staten Island,2017,014604
1908.0,103060.0,6687,5961,2441,120,Staten Island,2017,014606
1188.0,101489.0,5082,4348,1758,50,Staten Island,2017,017005
487.0,33947.0,2599,880,1009,23,Staten Island,2017,017300
1379.0,111339.0,4729,4376,1737,119,Staten Island,2017,017600
1648.0,84931.0,9382,8028,3321,77,Staten Island,2017,020801
1342.0,105475.0,8080,7012,2923,138,Staten Island,2017,022600
1652.0,67419.0,4590,841,1476,126,Staten Island,2017,023100
890.0,36932.0,5140,446,1900,189,Staten Island,2017,031902
1219.0,105294.0,1559,1335,599,33,Staten Island,2017,013201
1402.0,65227.0,2329,759,990,156,Staten Island,2017,014100
746.0,32778.0,2217,1402,1309,173,Staten Island,2017,000600
1498.0,83438.0,572,336,225,39,Staten Island,2017,001800
1286.0,77556.0,3571,1811,1496,122,Staten Island,2017,003300
1444.0,67163.0,8895,5807,2844,314,Staten Island,2017,007000
1170.0,67865.0,4663,2102,1879,225,Staten Island,2017,010500
1606.0,66404.0,6007,4651,2145,119,Staten Island,2017,011201
1589.0,102292.0,6293,4919,2474,241,Staten Island,2017,017700
1517.0,71150.0,3835,2424,1603,103,Staten Island,2017,027301
1445.0,101221.0,4568,3528,1586,48,Staten Island,2017,027704
1393.0,69239.0,1136,258,518,74,Staten Island,2017,032300
858.0,39222.0,12211,1005,4649,509,Staten Island,2017,004000
1458.0,74333.0,4133,3021,1731,205,Staten Island,2017,012804
1325.0,39965.0,2835,230,1123,242,Staten Island,2017,013302
1630.0,71331.0,3199,2384,1186,71,Staten Island,2017,016901
1146.0,84091.0,5564,3283,1914,140,Staten Island,2017,017007
1535.0,74948.0,3385,2541,1353,130,Staten Island,2017,027302
1544.0,63362.0,6855,4208,3065,77,Staten Island,2017,027702
1086.0,103182.0,2144,1787,657,45,Staten Island,2017,027900
1812.0,76417.0,6560,2190,2124,139,Staten Island,2017,030302
1156.0,107589.0,3680,3172,1390,58,Staten Island,2017,014605
1113.0,78750.0,7720,6838,2694,143,Staten Island,2017,017008
1740.0,70867.0,4453,93,1487,95,Bronx,2021,000200
1534.0,98090.0,6000,372,2257,58,Bronx,2021,000400
1065.0,40033.0,6038,243,2187,0,Bronx,2021,001600
1425.0,55924.0,2168,328,931,46,Bronx,2021,001901
1689.0,60804.0,1399,246,396,20,Bronx,2021,001902
444.0,20870.0,4694,0,1763,4,Bronx,2021,002001
496.0,22177.0,4465,8,1918,0,Bronx,2021,002300
1047.0,25954.0,5662,370,1970,51,Bronx,2021,002500
589.0,18686.0,2938,10,1176,57,Bronx,2021,002701
1028.0,14681.0,4413,45,1565,41,Bronx,2021,002702
1068.0,54321.0,5372,56,2596,145,Bronx,2021,002800
1471.0,34276.0,2165,58,938,45,Bronx,2021,003100
888.0,20129.0,3339,61,1266,29,Bronx,2021,003300
1169.0,30793.0,3880,105,1509,40,Bronx,2021,003500
1038.0,37321.0,277,5,158,0,Bronx,2021,003700
1213.0,83295.0,1313,0,357,14,Bronx,2021,003800
1140.0,20049.0,6710,222,2425,161,Bronx,2021,003900
1351.0,64087.0,1574,58,547,50,Bronx,2021,004001
740.0,20551.0,5798,37,2404,86,Bronx,2021,004100
1193.0,57250.0,7803,62,2873,17,Bronx,2021,004200
738.0,25534.0,5527,95,2233,54,Bronx,2021,004300
457.0,15750.0,4551,166,1637,21,Bronx,2021,004400
984.0,29145.0,1826,33,675,17,Bronx,2021,004600
1203.0,33500.0,4464,27,1538,34,Bronx,2021,004800
1386.0,28353.0,4304,25,1531,203,Bronx,2021,005001
1436.0,34013.0,6393,44,2111,165,Bronx,2021,005002
508.0,19731.0,6087,30,2186,0,Bronx,2021,005100
948.0,21397.0,1833,0,935,110,Bronx,2021,005200
1229.0,20449.0,5472,32,1688,24,Bronx,2021,005300
1430.0,45625.0,5638,30,1979,243,Bronx,2021,005400
1236.0,40341.0,2168,64,1065,182,Bronx,2021,005600
1354.0,44917.0,2730,255,1189,17,Bronx,2021,005902
1191.0,34239.0,1295,12,407,27,Bronx,2021,006000
1187.0,60685.0,3955,75,2176,117,Bronx,2021,006100
827.0,24769.0,6710,108,2774,224,Bronx,2021,006200
1372.0,50273.0,5521,785,2179,69,Bronx,2021,006301
1527.0,35144.0,4061,178,1438,109,Bronx,2021,006400
1156.0,21962.0,5681,522,2149,94,Bronx,2021,006500
863.0,15957.0,6993,50,2610,39,Bronx,2021,006700
1543.0,38125.0,2765,0,1099,155,Bronx,2021,006800
1265.0,32887.0,7255,103,2939,42,Bronx,2021,006900
1668.0,53014.0,4235,306,1446,198,Bronx,2021,007000
1162.0,43079.0,2827,32,1102,11,Bronx,2021,007100
1334.0,54097.0,6430,349,1788,99,Bronx,2021,007200
1049.0,25619.0,4301,36,1511,28,Bronx,2021,007300
1240.0,37352.0,3078,54,1382,97,Bronx,2021,007400
1169.0,30413.0,6295,24,2341,74,Bronx,2021,007500
1487.0,51625.0,5293,131,1974,145,Bronx,2021,007600
1136.0,48333.0,2165,42,608,38,Bronx,2021,007700
1626.0,54615.0,6301,230,2100,148,Bronx,2021,007800
886.0,22534.0,7157,27,2406,78,Bronx,2021,007900
1284.0,42386.0,6121,153,2319,49,Bronx,2021,008300
1813.0,66373.0,3290,150,1023,27,Bronx,2021,008400
1151.0,33065.0,5706,52,2158,16,Bronx,2021,008500
659.0,25608.0,4134,150,1606,21,Bronx,2021,008600
1131.0,30357.0,6328,120,2052,14,Bronx,2021,008700
895.0,29599.0,3197,4,1328,101,Bronx,2021,008900
727.0,30953.0,3693,96,1261,17,Bronx,2021,009000
1593.0,54924.0,6122,290,1950,109,Bronx,2021,009200
1245.0,39606.0,4928,138,1873,100,Bronx,2021,009301
1687.0,49638.0,2762,249,909,48,Bronx,2021,009600
1594.0,73622.0,4818,205,1755,148,Bronx,2021,009800
1005.0,23791.0,4210,38,1494,117,Bronx,2021,011502
960.0,37781.0,1608,5,524,25,Bronx,2021,011701
1920.0,101875.0,6041,3474,1723,129,Bronx,2021,011800
1292.0,32007.0,6193,201,2009,67,Bronx,2021,011900
1352.0,48152.0,3267,40,1008,14,Bronx,2021,012101
1034.0,27281.0,1463,4,612,32,Bronx,2021,012102
982.0,39258.0,4582,0,1665,55,Bronx,2021,012300
1228.0,45966.0,4014,54,1433,121,Bronx,2021,012500
795.0,34960.0,2207,13,780,24,Bronx,2021,012701
1055.0,34329.0,4961,112,1772,123,Bronx,2021,012901
1995.0,55333.0,1297,391,486,30,Bronx,2021,013000
1081.0,25227.0,5252,249,2175,95,Bronx,2021,013100
1952.0,122179.0,7288,1744,2600,0,Bronx,2021,013200
819.0,32326.0,6236,49,2366,109,Bronx,2021,013300
799.0,17385.0,3492,34,1528,59,Bronx,2021,013500
1555.0,81164.0,3077,1295,1234,69,Bronx,2021,013800
1269.0,33064.0,6384,176,2651,52,Bronx,2021,014100
726.0,16196.0,1579,7,687,12,Bronx,2021,014300
514.0,18906.0,5781,110,2521,99,Bronx,2021,014400
1129.0,32074.0,7002,194,2418,0,Bronx,2021,014500
748.0,24279.0,5864,31,2067,41,Bronx,2021,014701
473.0,18033.0,5157,9,1933,0,Bronx,2021,014702
1205.0,24375.0,4708,131,1531,89,Bronx,2021,014900
1202.0,27135.0,5311,13,2272,148,Bronx,2021,015100
1644.0,78425.0,2565,931,1009,56,Bronx,2021,015200
1167.0,32060.0,4226,5,1865,124,Bronx,2021,015300
1085.0,35559.0,3089,2,1133,44,Bronx,2021,015500
1277.0,37600.0,5155,79,1951,45,Bronx,2021,015700
1479.0,59375.0,1423,570,530,54,Bronx,2021,015800
1306.0,28611.0,2164,3,816,0,Bronx,2021,015900
1870.0,86517.0,3891,2206,1642,149,Bronx,2021,016000
959.0,19599.0,4787,53,2117,113,Bronx,2021,016100
1736.0,85909.0,1712,705,569,59,Bronx,2021,016200
1507.0,66681.0,1074,532,462,63,Bronx,2021,016400
1315.0,35156.0,1074,4,341,22,Bronx,2021,016500
1779.0,95372.0,2397,541,878,69,Bronx,2021,016600
1142.0,46481.0,3822,25,1150,0,Bronx,2021,016700
1181.0,45273.0,1729,18,585,31,Bronx,2021,016900
1007.0,29063.0,6373,84,2226,57,Bronx,2021,017300
990.0,25767.0,6768,179,2880,35,Bronx,2021,017500
1443.0,33428.0,4554,81,1462,110,Bronx,2021,017701
1120.0,42262.0,5412,118,1754,78,Bronx,2021,017702
1512.0,42774.0,4751,38,1763,144,Bronx,2021,017901
1404.0,36614.0,4138,37,1346,41,Bronx,2021,017902
1389.0,48464.0,3502,24,1064,0,Bronx,2021,018101
1208.0,30063.0,5695,100,2220,43,Bronx,2021,018102
1280.0,43350.0,4657,437,2072,0,Bronx,2021,018301
1461.0,57180.0,3546,9,1491,80,Bronx,2021,018302
1759.0,105052.0,4057,1792,1483,53,Bronx,2021,018400
1232.0,47826.0,3069,44,1155,19,Bronx,2021,018501
1258.0,23508.0,6503,66,2038,0,Bronx,2021,018502
1286.0,36087.0,8311,618,2920,84,Bronx,2021,018900
1017.0,35291.0,7126,25,2466,64,Bronx,2021,019300
1742.0,63452.0,2162,330,823,59,Bronx,2021,019400
1352.0,44323.0,7766,172,2663,40,Bronx,2021,019500
1361.0,31008.0,7479,118,2446,0,Bronx,2021,019700
1179.0,37080.0,7899,145,3256,0,Bronx,2021,019900
1388.0,41250.0,5147,170,1519,65,Bronx,2021,020000
1289.0,38235.0,3772,73,1432,122,Bronx,2021,020100
1344.0,48204.0,2372,81,1010,64,Bronx,2021,020200
1481.0,57159.0,3431,250,1128,85,Bronx,2021,020400
918.0,19147.0,7267,139,2702,39,Bronx,2021,020501
1053.0,37946.0,2515,29,1019,11,Bronx,2021,020502
1403.0,53750.0,2425,101,1061,111,Bronx,2021,020601
1155.0,39489.0,4997,99,2024,77,Bronx,2021,020900
1516.0,56258.0,8111,180,3932,262,Bronx,2021,021001
1480.0,61940.0,8192,62,3356,78,Bronx,2021,021002
1095.0,35855.0,6036,48,2004,33,Bronx,2021,021100
1452.0,61146.0,5157,50,2440,91,Bronx,2021,021200
1282.0,34773.0,1397,23,455,3,Bronx,2021,021301
1252.0,19660.0,5865,2,2397,121,Bronx,2021,021302
1393.0,36607.0,4445,156,1371,47,Bronx,2021,021501
1086.0,26176.0,6772,17,2258,93,Bronx,2021,021502
1354.0,39283.0,4625,57,1658,45,Bronx,2021,021601
1555.0,54410.0,6195,149,2500,107,Bronx,2021,021602
1259.0,40794.0,5220,147,1803,116,Bronx,2021,021700
1371.0,50849.0,6154,223,2392,162,Bronx,2021,021800
1366.0,40587.0,963,17,391,10,Bronx,2021,021900
1222.0,29625.0,1917,10,729,78,Bronx,2021,022000
1261.0,37200.0,4030,26,1266,0,Bronx,2021,022101
1347.0,40500.0,5995,136,1697,35,Bronx,2021,022102
1412.0,46806.0,3169,89,1107,66,Bronx,2021,022200
1035.0,30694.0,5553,104,2201,19,Bronx,2021,022300
1614.0,50262.0,2517,326,1093,70,Bronx,2021,022401
1556.0,80140.0,3061,459,1300,88,Bronx,2021,022403
1512.0,62656.0,4736,521,2020,43,Bronx,2021,022404
1384.0,47254.0,8818,564,2372,50,Bronx,2021,022500
1289.0,32773.0,4831,72,2020,34,Bronx,2021,022701
1234.0,24201.0,1451,0,560,0,Bronx,2021,022702
1453.0,70882.0,1991,115,699,9,Bronx,2021,022703
1696.0,66352.0,6207,1053,2474,41,Bronx,2021,022800
1255.0,41317.0,5530,105,2077,89,Bronx,2021,022901
1092.0,46576.0,3710,60,1172,40,Bronx,2021,022902
1459.0,51490.0,2963,486,1074,35,Bronx,2021,023000
1250.0,47321.0,1696,70,470,38,Bronx,2021,023100
1477.0,53266.0,2517,828,874,73,Bronx,2021,023200
1326.0,37887.0,4177,9,1691,42,Bronx,2021,023301
1285.0,47857.0,3982,24,1051,35,Bronx,2021,023302
1368.0,31786.0,3325,27,1230,0,Bronx,2021,023501
1400.0,44757.0,4628,12,1597,31,Bronx,2021,023502
1497.0,42121.0,1602,225,534,18,Bronx,2021,023600
1453.0,48646.0,1333,27,385,10,Bronx,2021,023702
1402.0,19179.0,5493,78,1792,27,Bronx,2021,023703
1475.0,31420.0,3821,39,1404,61,Bronx,2021,023704
1890.0,64760.0,2480,462,849,100,Bronx,2021,023800
1387.0,43102.0,8489,32,2615,123,Bronx,2021,023900
1642.0,71513.0,4618,854,1461,113,Bronx,2021,024000
1302.0,42482.0,6921,354,2423,26,Bronx,2021,024100
1196.0,31435.0,5575,88,2021,28,Bronx,2021,024300
1582.0,54359.0,2512,789,900,23,Bronx,2021,024400
1275.0,35303.0,4475,116,1470,42,Bronx,2021,024501
1339.0,42396.0,3848,82,1246,0,Bronx,2021,024502
1611.0,77188.0,2065,744,820,64,Bronx,2021,024600
1553.0,52016.0,1967,23,754,0,Bronx,2021,024700
1557.0,77731.0,3370,1566,1192,31,Bronx,2021,024800
1488.0,82941.0,2601,1110,1147,127,Bronx,2021,025000
1300.0,46728.0,6462,210,2233,0,Bronx,2021,025100
1776.0,71042.0,2561,938,993,89,Bronx,2021,025200
1314.0,40479.0,6313,20,1944,60,Bronx,2021,025300
1500.0,75368.0,2183,1163,836,43,Bronx,2021,025400
1490.0,42218.0,7728,228,2377,0,Bronx,2021,025500
1425.0,50980.0,1464,389,653,76,Bronx,2021,025600
1551.0,39784.0,1793,46,730,23,Bronx,2021,025700
1451.0,54648.0,2114,150,1205,124,Bronx,2021,026100
1392.0,32379.0,7124,246,2424,142,Bronx,2021,026300
1447.0,61014.0,6643,1464,2218,162,Bronx,2021,026400
1383.0,53177.0,7505,30,2271,57,Bronx,2021,026500
1555.0,52619.0,3305,755,1405,39,Bronx,2021,026601
1357.0,41528.0,5033,2038,2725,227,Bronx,2021,026602
1376.0,46123.0,3639,77,1382,151,Bronx,2021,026701
1379.0,46098.0,8183,286,2701,0,Bronx,2021,026702
1082.0,27670.0,4072,47,1878,71,Bronx,2021,026900
1349.0,48459.0,7798,588,2978,97,Bronx,2021,027300
2029.0,82273.0,5148,3265,1854,86,Bronx,2021,027401
2000.0,94333.0,3611,2030,1426,136,Bronx,2021,027402
1305.0,31500.0,4338,393,1848,22,Bronx,2021,027700
1623.0,55406.0,8486,901,3065,48,Bronx,2021,027900
1275.0,56667.0,3757,1090,1818,60,Bronx,2021,028100
1654.0,65625.0,3763,1601,1805,17,Bronx,2021,028500
1560.0,84286.0,960,394,511,31,Bronx,2021,028600
1716.0,70319.0,3565,729,1295,20,Bronx,2021,028700
1497.0,80682.0,3144,1918,1112,30,Bronx,2021,028800
1394.0,49284.0,4530,863,1938,67,Bronx,2021,028900
1830.0,133750.0,1794,1212,955,61,Bronx,2021,029301
2598.0,116413.0,6043,3440,2770,94,Bronx,2021,029302
1767.0,94543.0,4484,1722,2158,20,Bronx,2021,029500
1579.0,51932.0,1947,570,911,67,Bronx,2021,029600
1901.0,104318.0,4122,2851,1869,39,Bronx,2021,029700
1715.0,72568.0,6612,1978,2599,109,Bronx,2021,030000
1291.0,82554.0,1578,898,696,21,Bronx,2021,030100
1212.0,60773.0,3912,106,1599,0,Bronx,2021,030201
1126.0,67500.0,5261,347,2543,89,Bronx,2021,030202
2582.0,128919.0,5718,3446,2525,133,Bronx,2021,030701
1865.0,108470.0,4480,3203,1423,0,Bronx,2021,030900
2070.0,111106.0,4507,1607,1333,46,Bronx,2021,031000
2113.0,102188.0,1874,458,616,14,Bronx,2021,031200
1824.0,95486.0,2272,557,728,81,Bronx,2021,031400
1818.0,90294.0,1965,671,700,26,Bronx,2021,031600
1668.0,118250.0,2149,681,587,18,Bronx,2021,031800
1363.0,88026.0,4789,2837,2880,119,Bronx,2021,032300
795.0,23741.0,3326,212,1345,42,Bronx,2021,032400
1949.0,95071.0,3643,1333,1083,31,Bronx,2021,032600
1286.0,44680.0,4140,535,1526,46,Bronx,2021,032800
1198.0,39018.0,5575,1597,2343,103,Bronx,2021,033000
1527.0,37255.0,5334,998,2598,75,Bronx,2021,033201
1382.0,44812.0,3775,329,1690,48,Bronx,2021,033202
1929.0,99659.0,2158,1230,798,71,Bronx,2021,033500
1031.0,30533.0,4925,229,2272,141,Bronx,2021,033601
1106.0,41950.0,1356,65,613,31,Bronx,2021,033602
1789.0,114151.0,2644,1764,1000,66,Bronx,2021,033700
1328.0,63978.0,2256,99,964,26,Bronx,2021,033801
1481.0,39487.0,1713,119,606,31,Bronx,2021,033802
1431.0,57782.0,5775,314,1931,96,Bronx,2021,034000
1690.0,64113.0,1665,168,706,93,Bronx,2021,034200
1638.0,83991.0,1899,638,614,12,Bronx,2021,034300
2117.0,79779.0,2165,87,628,13,Bronx,2021,034400
1465.0,109167.0,3645,1824,1573,137,Bronx,2021,034500
584.0,42537.0,6196,174,2271,196,Bronx,2021,034800
1896.0,64172.0,2207,177,773,40,Bronx,2021,035000
1555.0,96131.0,3744,1894,1306,0,Bronx,2021,035100
1776.0,78803.0,2206,30,699,0,Bronx,2021,035600
1537.0,80727.0,8758,300,2853,70,Bronx,2021,035800
1115.0,26442.0,2445,49,925,0,Bronx,2021,035900
1729.0,83438.0,3337,247,999,44,Bronx,2021,036000
704.0,20435.0,5756,8,2220,84,Bronx,2021,036100
1321.0,27374.0,7220,309,2617,72,Bronx,2021,036300
1557.0,55208.0,2641,6,902,58,Bronx,2021,036400
1219.0,36535.0,4234,21,1468,72,Bronx,2021,036501
1447.0,28566.0,2502,26,795,21,Bronx,2021,036502
2038.0,42460.0,2365,19,632,17,Bronx,2021,036800
1124.0,23854.0,2151,22,781,13,Bronx,2021,036901
1030.0,15625.0,2212,53,843,30,Bronx,2021,036902
1523.0,76065.0,2479,38,749,60,Bronx,2021,037000
822.0,24683.0,4176,108,1772,89,Bronx,2021,037100
1502.0,51705.0,2142,34,884,77,Bronx,2021,037200
1299.0,47650.0,6697,28,2284,238,Bronx,2021,037300
1158.0,35232.0,3968,55,1553,75,Bronx,2021,037400
1021.0,25417.0,3641,94,1428,87,Bronx,2021,037504
1357.0,55000.0,2071,194,820,28,Bronx,2021,037600
1383.0,46136.0,3147,38,1286,156,Bronx,2021,037800
1394.0,32269.0,6137,50,1820,40,Bronx,2021,037900
1382.0,39856.0,5035,158,2127,192,Bronx,2021,038000
1418.0,38937.0,7707,69,2652,14,Bronx,2021,038100
1364.0,54844.0,3001,37,987,48,Bronx,2021,038200
1352.0,48964.0,5384,81,1712,28,Bronx,2021,038301
1056.0,20436.0,3775,17,1301,14,Bronx,2021,038303
906.0,16208.0,2218,16,811,42,Bronx,2021,038304
1102.0,21875.0,5025,25,1816,151,Bronx,2021,038500
1733.0,58382.0,9240,56,2923,37,Bronx,2021,038600
