geoid,year,total_permits,major_alterations,minor_alterations,new_buildings
012602,2010,118,4,114,0
012602,2011,175,1,174,0
012602,2012,134,5,129,0
012602,2013,83,3,80,0
012602,2014,127,3,124,0
012602,2015,113,3,110,0
012602,2016,101,3,98,0
012602,2017,146,0,146,0
012602,2018,124,5,119,0
012602,2019,121,9,112,0
012602,2020,67,5,62,0
012602,2021,6,1,5,0
012602,2022,5,0,5,0
012602,2023,7,0,7,0
012700,2009,220,9,211,0
012700,2010,290,6,284,0
012700,2011,262,4,258,0
012700,2012,244,8,231,5
012700,2013,247,22,207,18
012700,2014,298,12,274,12
012700,2015,219,4,199,16
012700,2016,319,13,306,0
012700,2017,287,20,258,9
012700,2018,243,22,183,38
012700,2019,182,17,156,9
012700,2020,133,10,119,4
012700,2021,6,1,5,0
012700,2022,6,0,6,0
012700,2023,2,0,2,0
012701,2009,26,0,21,5
012701,2010,45,4,41,0
012701,2011,15,0,15,0
012701,2012,22,0,22,0
012701,2013,13,2,11,0
012701,2014,7,0,7,0
012701,2015,27,5,22,0
012701,2016,26,0,26,0
012701,2017,43,4,34,5
012701,2018,27,1,26,0
012701,2019,16,0,16,0
012701,2020,12,0,12,0
012701,2021,3,0,3,0
012701,2022,5,1,4,0
012701,2023,5,0,5,0
012800,2009,238,14,220,4
012800,2010,316,7,308,1
012800,2011,400,7,374,19
012800,2012,420,29,391,0
012800,2013,443,27,416,0
012800,2014,344,8,336,0
012800,2015,359,8,351,0
012800,2016,376,13,363,0
012800,2017,277,6,271,0
012800,2018,271,11,260,0
012800,2019,175,0,175,0
012800,2020,164,0,162,2
012800,2021,9,0,9,0
012800,2022,5,0,5,0
012800,2023,4,0,4,0
012801,2009,26,3,23,0
012801,2010,26,2,24,0
012801,2011,8,0,6,2
012801,2012,13,1,12,0
012801,2013,22,1,21,0
012801,2014,10,1,9,0
012801,2015,18,0,18,0
012801,2016,23,0,23,0
012801,2017,14,6,8,0
012801,2018,13,0,13,0
012801,2019,11,1,9,1
012801,2020,7,0,6,1
012801,2023,1,0,1,0
012804,2009,56,1,49,6
012804,2010,65,6,45,14
012804,2011,40,2,30,8
012804,2012,42,3,21,18
012804,2013,74,9,54,11
012804,2014,105,6,78,21
012804,2015,208,10,136,62
012804,2016,215,16,158,41
012804,2017,168,10,138,20
012804,2018,86,11,60,15
012804,2019,112,2,101,9
012804,2020,86,7,68,11
012804,2021,40,0,40,0
012804,2022,27,2,25,0
012804,2023,20,0,20,0
012805,2009,9,0,9,0
012805,2010,6,1,5,0
012805,2011,13,0,8,5
012805,2012,9,0,7,2
012805,2013,17,2,15,0
012805,2014,28,1,27,0
012805,2015,31,0,28,3
012805,2016,23,0,18,5
012805,2017,21,2,19,0
012805,2018,45,0,10,35
012805,2019,10,0,10,0
012805,2020,18,0,18,0
012805,2021,16,0,16,0
012805,2022,9,0,9,0
012805,2023,10,0,10,0
012806,2009,18,3,15,0
012806,2010,24,7,14,3
012806,2011,7,2,5,0
012806,2012,13,0,11,2
012806,2013,25,1,24,0
012806,2014,55,3,49,3
012806,2015,44,6,36,2
012806,2016,55,5,44,6
012806,2017,71,4,64,3
012806,2018,40,3,30,7
012806,2019,63,4,46,13
012806,2020,31,4,27,0
012806,2021,31,0,31,0
012806,2022,24,0,24,0
012806,2023,17,0,17,0
012901,2009,136,21,106,9
012901,2010,172,2,149,21
012901,2011,182,10,157,15
012901,2012,238,25,213,0
012901,2013,213,6,193,14
012901,2014,168,14,145,9
012901,2015,191,8,157,26
012901,2016,238,25,198,15
012901,2017,200,20,169,11
012901,2018,150,8,138,4
012901,2019,128,17,108,3
012901,2020,99,6,88,5
012901,2021,16,0,16,0
012901,2022,13,0,13,0
012901,2023,6,1,5,0
012902,2009,119,13,98,8
012902,2010,156,13,139,4
012902,2011,196,15,178,3
012902,2012,289,12,245,32
012902,2013,194,20,174,0
012902,2014,179,17,146,16
012902,2015,227,12,198,17
012902,2016,201,12,189,0
012902,2017,164,4,146,14
012902,2018,112,3,107,2
012902,2019,132,4,128,0
012902,2020,56,1,55,0
012902,2021,10,0,10,0
012902,2022,2,0,2,0
012902,2023,4,0,4,0
013000,2009,419,18,401,0
013000,2010,417,16,401,0
013000,2011,444,16,428,0
013000,2012,480,31,449,0
013000,2013,487,23,464,0
013000,2014,425,25,400,0
013000,2015,463,33,427,3
013000,2016,522,9,513,0
013000,2017,373,8,365,0
013000,2018,365,11,354,0
013000,2019,244,3,240,1
013000,2020,202,10,192,0
013000,2021,30,0,30,0
013000,2022,8,0,8,0
013000,2023,12,0,12,0
013100,2009,474,9,457,8
013100,2010,677,18,659,0
013100,2011,650,14,634,2
013100,2012,630,17,611,2
013100,2013,677,20,644,13
013100,2014,687,27,653,7
013100,2015,774,28,746,0
013100,2016,749,20,717,12
013100,2017,704,11,683,10
013100,2018,642,19,612,11
013100,2019,457,42,410,5
013100,2020,214,23,185,6
013100,2021,28,2,25,1
013100,2022,15,1,14,0
013100,2023,18,6,12,0
013200,2009,67,11,49,7
013200,2010,58,9,49,0
013200,2011,58,8,50,0
013200,2012,40,11,27,2
013200,2013,54,3,51,0
013200,2014,43,0,33,10
013200,2015,77,4,73,0
013200,2016,58,3,55,0
013200,2017,58,3,49,6
013200,2018,66,3,60,3
013200,2019,65,6,56,3
013200,2020,34,5,27,2
013200,2021,34,0,34,0
013200,2022,26,0,26,0
013200,2023,15,0,15,0
013201,2009,88,10,71,7
013201,2010,96,7,86,3
013201,2011,104,9,95,0
013201,2012,84,6,73,5
013201,2013,128,7,111,10
013201,2014,93,16,75,2
013201,2015,111,6,105,0
013201,2016,99,3,90,6
013201,2017,114,10,104,0
013201,2018,68,4,59,5
013201,2019,65,3,61,1
013201,2020,51,11,40,0
013201,2021,17,0,17,0
013201,2022,22,0,22,0
013201,2023,6,0,6,0
013202,2009,9,0,9,0
013202,2010,22,1,21,0
013202,2011,13,0,13,0
013202,2012,18,0,18,0
013202,2013,11,0,11,0
013202,2014,9,0,9,0
013202,2015,18,0,18,0
013202,2016,11,0,11,0
013202,2017,21,0,21,0
013202,2018,33,0,33,0
013202,2019,8,1,7,0
013202,2020,8,0,8,0
013203,2009,89,8,76,5
013203,2010,83,5,65,13
013203,2011,87,10,65,12
013203,2012,95,0,85,10
013203,2013,131,10,114,7
013203,2014,93,4,86,3
013203,2015,111,6,100,5
013203,2016,130,11,117,2
013203,2017,95,5,86,4
013203,2018,118,8,97,13
013203,2019,75,5,68,2
013203,2020,52,3,34,15
013203,2021,27,0,27,0
013203,2022,29,1,28,0
013203,2023,41,0,41,0
013204,2009,39,0,16,23
013204,2010,32,1,21,10
013204,2011,23,4,17,2
013204,2012,27,5,10,12
013204,2013,46,8,38,0
013204,2014,66,7,57,2
013204,2015,46,5,41,0
013204,2016,36,0,34,2
013204,2017,39,5,31,3
013204,2018,55,4,40,11
013204,2019,32,5,22,5
013204,2020,38,5,28,5
013204,2021,24,0,24,0
013204,2022,14,0,14,0
013204,2023,14,0,14,0
013300,2009,214,13,201,0
013300,2010,245,12,228,5
013300,2011,221,24,184,13
013300,2012,326,22,298,6
013300,2013,317,38,268,11
013300,2014,357,20,332,5
013300,2015,292,24,254,14
013300,2016,354,17,327,10
013300,2017,259,6,242,11
013300,2018,270,39,228,3
013300,2019,214,22,191,1
013300,2020,129,11,118,0
013300,2021,15,5,8,2
013300,2022,7,0,7,0
013300,2023,7,0,7,0
013301,2009,5,0,5,0
013301,2010,2,0,2,0
013301,2011,1,0,1,0
013301,2014,44,0,44,0
013301,2015,10,0,10,0
013301,2017,1,0,1,0
013301,2019,1,0,1,0
013301,2021,1,0,1,0
013301,2022,1,0,1,0
013302,2009,76,9,65,2
013302,2010,25,2,23,0
013302,2011,30,2,28,0
013302,2012,25,0,24,1
013302,2013,20,2,18,0
013302,2014,18,1,17,0
013302,2015,42,1,39,2
013302,2016,30,3,27,0
013302,2017,46,14,28,4
013302,2018,56,0,41,15
013302,2019,34,1,22,11
013302,2020,60,16,40,4
013302,2021,30,0,30,0
013302,2022,18,0,18,0
013302,2023,7,0,7,0
013400,2009,315,22,287,6
013400,2010,305,9,276,20
013400,2011,254,24,230,0
013400,2012,318,14,304,0
013400,2013,406,32,366,8
013400,2014,339,27,311,1
013400,2015,338,11,312,15
013400,2016,309,8,289,12
013400,2017,310,15,279,16
013400,2018,338,16,293,29
013400,2019,287,9,263,15
013400,2020,153,9,139,5
013400,2021,46,0,27,19
013400,2022,27,2,25,0
013400,2023,14,2,12,0
013500,2009,71,8,63,0
013500,2010,97,5,84,8
013500,2011,86,13,73,0
013500,2012,72,5,66,1
013500,2013,56,8,39,9
013500,2014,89,7,81,1
013500,2015,112,5,100,7
013500,2016,50,1,49,0
013500,2017,70,8,61,1
013500,2018,79,8,69,2
013500,2019,68,3,65,0
013500,2020,32,3,26,3
013500,2021,12,0,11,1
013500,2022,16,0,16,0
013500,2023,5,0,5,0
013501,2009,71,2,66,3
013501,2010,77,0,77,0
013501,2011,54,0,50,4
013501,2012,65,2,63,0
013501,2013,91,5,86,0
013501,2014,128,10,111,7
013501,2015,88,0,81,7
013501,2016,83,0,83,0
013501,2017,75,0,69,6
013501,2018,103,0,93,10
013501,2019,65,0,65,0
013501,2020,26,1,25,0
013501,2021,2,0,2,0
013501,2023,1,1,0,0
013502,2009,72,5,67,0
013502,2010,141,0,134,7
013502,2011,285,12,272,1
013502,2012,202,0,201,1
013502,2013,178,0,172,6
013502,2014,204,2,194,8
013502,2015,151,2,147,2
013502,2016,223,6,210,7
013502,2017,178,1,177,0
013502,2018,159,0,159,0
013502,2019,98,0,98,0
013502,2020,40,5,35,0
013502,2023,1,0,1,0
013600,2009,38,5,33,0
013600,2010,35,2,33,0
013600,2011,43,2,39,2
013600,2012,41,0,41,0
013600,2013,25,0,25,0
013600,2014,46,1,45,0
013600,2015,37,7,30,0
013600,2016,63,6,57,0
013600,2017,50,6,44,0
013600,2018,56,6,50,0
013600,2019,57,8,49,0
013600,2020,24,3,21,0
013600,2021,11,0,11,0
013600,2022,7,0,7,0
013600,2023,2,0,2,0
013601,2009,46,3,43,0
013601,2010,86,0,86,0
013601,2011,47,3,44,0
013601,2012,68,0,68,0
013601,2013,54,0,54,0
013601,2014,46,0,46,0
013601,2015,54,0,54,0
013601,2016,35,1,34,0
013601,2017,29,0,29,0
013601,2018,43,3,40,0
013601,2019,32,0,32,0
013601,2020,24,1,23,0
013601,2023,1,0,1,0
013602,2009,49,2,47,0
013602,2010,58,7,51,0
013602,2011,43,0,43,0
013602,2012,54,1,53,0
013602,2013,72,3,61,8
013602,2014,51,0,51,0
013602,2015,83,1,75,7
013602,2016,56,0,56,0
013602,2017,89,1,88,0
013602,2018,39,0,39,0
013602,2019,29,1,28,0
013602,2020,26,0,26,0
013603,2009,33,0,33,0
013603,2010,61,4,57,0
013603,2011,30,0,30,0
013603,2012,41,0,41,0
013603,2013,32,0,32,0
013603,2014,19,0,19,0
013603,2015,37,3,34,0
013603,2016,39,0,39,0
013603,2017,29,0,29,0
013603,2018,26,0,26,0
013603,2019,12,0,12,0
013603,2020,31,1,30,0
013603,2022,3,0,3,0
013604,2009,45,1,44,0
013604,2010,54,0,54,0
013604,2011,85,1,84,0
013604,2012,64,0,64,0
013604,2013,63,7,56,0
013604,2014,56,0,56,0
013604,2015,83,0,83,0
013604,2016,114,0,106,8
013604,2017,81,3,78,0
013604,2018,54,4,50,0
013604,2019,40,0,40,0
013604,2020,22,2,20,0
013604,2021,5,0,5,0
013604,2022,1,1,0,0
013700,2009,646,38,593,15
013700,2010,797,11,778,8
013700,2011,811,26,765,20
013700,2012,959,20,920,19
013700,2013,935,22,912,1
013700,2014,952,24,908,20
013700,2015,941,14,924,3
013700,2016,864,21,838,5
013700,2017,1093,25,1046,22
013700,2018,909,42,848,19
013700,2019,655,13,639,3
013700,2020,319,2,311,6
013700,2021,18,2,16,0
013700,2022,11,0,11,0
013700,2023,15,0,15,0
013800,2009,270,20,244,6
013800,2010,313,17,294,2
013800,2011,332,30,300,2
013800,2012,268,11,255,2
013800,2013,328,24,294,10
013800,2014,388,35,345,8
013800,2015,410,20,382,8
013800,2016,440,22,400,18
013800,2017,400,17,369,14
013800,2018,331,5,315,11
013800,2019,240,9,206,25
013800,2020,223,21,196,6
013800,2021,110,0,110,0
013800,2022,64,1,63,0
013800,2023,68,0,68,0
013900,2009,291,12,274,5
013900,2010,272,4,268,0
013900,2011,298,19,279,0
013900,2012,302,24,278,0
013900,2013,302,8,282,12
013900,2014,292,19,271,2
013900,2015,361,18,342,1
013900,2016,353,12,341,0
013900,2017,235,6,229,0
013900,2018,234,7,210,17
013900,2019,166,7,159,0
013900,2020,122,6,116,0
013900,2021,13,0,12,1
013900,2022,15,1,14,0
013900,2023,7,1,6,0
014000,2009,264,19,245,0
014000,2010,381,15,364,2
014000,2011,370,10,347,13
014000,2012,348,13,334,1
014000,2013,405,16,354,35
014000,2014,373,10,356,7
014000,2015,307,10,292,5
014000,2016,375,26,342,7
014000,2017,339,12,321,6
014000,2018,259,23,234,2
014000,2019,228,10,213,5
014000,2020,143,3,140,0
014000,2021,21,0,21,0
014000,2022,7,0,7,0
014000,2023,3,0,3,0
014100,2009,138,4,131,3
014100,2010,100,3,92,5
014100,2011,65,5,60,0
014100,2012,83,4,79,0
014100,2013,64,0,64,0
014100,2014,91,4,74,13
014100,2015,89,0,85,4
014100,2016,79,4,54,21
014100,2017,102,3,85,14
014100,2018,80,1,73,6
014100,2019,71,2,63,6
014100,2020,58,3,49,6
014100,2021,21,0,21,0
014100,2022,20,0,20,0
014100,2023,11,1,10,0
014101,2009,38,1,37,0
014101,2010,26,0,26,0
014101,2011,33,5,28,0
014101,2012,38,4,34,0
014101,2013,17,5,12,0
014101,2014,44,6,35,3
014101,2015,31,6,21,4
014101,2016,73,0,67,6
014101,2017,31,1,30,0
014101,2018,32,0,32,0
014101,2019,27,2,25,0
014101,2020,14,0,12,2
014101,2021,5,0,4,1
014101,2022,4,0,4,0
014101,2023,4,0,4,0
014102,2009,41,4,37,0
014102,2010,34,0,34,0
014102,2011,33,6,25,2
014102,2012,18,4,13,1
014102,2013,34,2,29,3
014102,2014,15,2,10,3
014102,2015,38,8,25,5
014102,2016,63,2,57,4
014102,2017,43,9,34,0
014102,2018,36,8,28,0
014102,2019,28,1,25,2
014102,2020,15,2,13,0
014102,2021,1,0,1,0
014102,2022,5,0,5,0
014102,2023,1,0,1,0
014200,2009,280,5,275,0
014200,2010,327,5,322,0
014200,2011,316,11,303,2
014200,2012,371,7,361,3
014200,2013,329,24,305,0
014200,2014,317,15,302,0
014200,2015,280,20,260,0
014200,2016,317,24,289,4
014200,2017,344,19,323,2
014200,2018,274,3,264,7
014200,2019,196,8,188,0
014200,2020,156,8,148,0
014200,2021,18,2,16,0
014200,2022,7,0,7,0
014200,2023,2,1,1,0
014201,2009,18,2,16,0
014201,2010,35,3,20,12
014201,2011,17,0,17,0
014201,2012,22,1,21,0
014201,2013,13,4,5,4
014201,2014,19,0,19,0
014201,2015,10,0,9,1
014201,2016,30,6,20,4
014201,2017,25,0,25,0
014201,2018,37,0,37,0
014201,2019,19,1,17,1
014201,2020,16,2,13,1
014201,2021,10,0,10,0
014201,2022,1,0,1,0
014201,2023,4,0,4,0
014202,2009,54,9,45,0
014202,2010,49,6,43,0
014202,2011,43,11,30,2
014202,2012,37,3,34,0
014202,2013,31,3,26,2
014202,2014,45,10,35,0
014202,2015,54,1,51,2
014202,2016,41,1,40,0
014202,2017,51,5,45,1
014202,2018,52,3,47,2
014202,2019,30,4,26,0
014202,2020,18,2,16,0
014202,2021,10,0,10,0
014202,2022,9,1,8,0
014202,2023,4,0,4,0
014300,2009,151,4,141,6
014300,2010,206,11,195,0
014300,2011,196,7,183,6
014300,2012,205,18,182,5
014300,2013,161,16,143,2
014300,2014,228,32,177,19
014300,2015,214,11,190,13
014300,2016,192,2,185,5
014300,2017,187,16,156,15
014300,2018,180,13,149,18
014300,2019,157,10,128,19
014300,2020,85,2,78,5
014300,2021,23,0,21,2
014300,2022,8,0,8,0
014300,2023,12,0,11,1
014400,2009,94,1,93,0
014400,2010,91,0,86,5
014400,2011,52,5,42,5
014400,2012,23,10,13,0
014400,2013,27,0,27,0
014400,2014,41,4,37,0
014400,2015,65,1,60,4
014400,2016,44,0,33,11
014400,2017,79,1,77,1
014400,2018,27,2,19,6
014400,2019,28,0,27,1
014400,2020,9,3,6,0
014400,2021,10,0,10,0
014400,2022,20,0,20,0
014400,2023,16,0,16,0
014401,2009,46,0,46,0
014401,2010,59,6,53,0
014401,2011,61,0,61,0
014401,2012,73,5,68,0
014401,2013,65,0,65,0
014401,2014,64,7,57,0
014401,2015,95,1,94,0
014401,2016,95,1,94,0
014401,2017,61,0,61,0
014401,2018,82,2,75,5
014401,2019,47,0,47,0
014401,2020,39,0,39,0
014401,2021,2,0,2,0
014402,2009,105,2,103,0
014402,2010,120,2,118,0
014402,2011,157,4,153,0
014402,2012,146,4,142,0
014402,2013,120,2,118,0
014402,2014,96,8,88,0
014402,2015,110,0,110,0
014402,2016,131,1,130,0
014402,2017,101,6,84,11
014402,2018,105,7,98,0
014402,2019,73,3,70,0
014402,2020,52,0,52,0
014500,2009,327,15,293,19
014500,2010,276,11,259,6
014500,2011,274,1,263,10
014500,2012,366,21,336,9
014500,2013,310,9,300,1
014500,2014,350,24,313,13
014500,2015,358,4,342,12
014500,2016,382,17,338,27
014500,2017,476,10,447,19
014500,2018,345,4,322,19
014500,2019,193,9,169,15
014500,2020,165,23,137,5
014500,2021,40,0,38,2
014500,2022,16,2,14,0
014500,2023,8,1,7,0
014601,2009,106,8,98,0
014601,2010,112,1,111,0
014601,2011,147,5,142,0
014601,2012,87,0,87,0
014601,2013,125,4,121,0
014601,2014,75,7,68,0
014601,2015,80,2,78,0
014601,2016,87,6,81,0
014601,2017,117,14,103,0
014601,2018,75,0,75,0
014601,2019,60,0,54,6
014601,2020,28,0,28,0
014601,2021,6,2,4,0
014601,2022,5,0,5,0
014601,2023,1,0,1,0
014602,2009,63,1,61,1
014602,2010,116,1,115,0
014602,2011,137,5,132,0
014602,2012,105,11,94,0
014602,2013,175,8,167,0
014602,2014,174,5,160,9
014602,2015,139,4,135,0
014602,2016,136,2,134,0
014602,2017,93,0,93,0
014602,2018,121,4,117,0
014602,2019,82,0,80,2
014602,2020,99,2,97,0
014602,2021,2,0,2,0
014604,2009,41,3,33,5
014604,2010,44,5,39,0
014604,2011,30,3,26,1
014604,2012,69,0,56,13
014604,2013,90,6,76,8
014604,2014,134,4,106,24
014604,2015,98,7,88,3
014604,2016,88,0,76,12
014604,2017,51,2,48,1
014604,2018,67,6,59,2
014604,2019,53,2,34,17
014604,2020,36,2,31,3
014604,2021,37,0,32,5
014604,2022,42,1,41,0
014604,2023,24,0,24,0
014605,2009,21,5,16,0
014605,2010,21,5,16,0
014605,2011,8,2,6,0
014605,2012,22,2,14,6
014605,2013,32,5,26,1
014605,2014,52,0,52,0
014605,2015,46,2,38,6
014605,2016,42,1,41,0
014605,2017,69,3,59,7
014605,2018,42,4,37,1
014605,2019,22,2,20,0
014605,2020,41,2,36,3
014605,2021,36,0,36,0
014605,2022,23,0,23,0
014605,2023,19,0,19,0
014606,2009,22,0,21,1
014606,2010,33,0,33,0
014606,2011,12,1,11,0
014606,2012,10,0,10,0
014606,2013,25,2,22,1
014606,2014,45,1,42,2
014606,2015,49,0,49,0
014606,2016,46,0,46,0
014606,2017,50,2,44,4
014606,2018,67,0,55,12
014606,2019,30,1,28,1
014606,2020,28,3,25,0
014606,2021,40,4,36,0
014606,2022,32,0,32,0
014606,2023,24,0,24,0
014607,2009,11,3,8,0
014607,2010,19,0,19,0
014607,2011,11,2,9,0
014607,2012,13,5,8,0
014607,2013,25,5,17,3
014607,2014,56,1,52,3
014607,2015,65,0,40,25
014607,2016,36,0,34,2
014607,2017,49,4,41,4
014607,2018,41,0,41,0
014607,2019,36,0,23,13
014607,2020,32,0,32,0
014607,2021,8,0,8,0
014607,2022,14,0,14,0
014607,2023,25,0,25,0
014608,2009,11,0,11,0
014608,2010,6,0,3,3
014608,2011,7,0,5,2
014608,2012,2,1,1,0
014608,2013,23,1,22,0
014608,2014,18,0,14,4
014608,2015,30,2,28,0
014608,2016,18,0,18,0
014608,2017,33,0,33,0
014608,2018,14,0,14,0
014608,2019,8,0,8,0
014608,2020,17,1,16,0
014608,2021,14,0,14,0
014608,2022,26,0,26,0
014608,2023,19,0,19,0
014700,2009,145,22,115,8
014700,2010,157,14,116,27
014700,2011,144,12,132,0
014700,2012,95,16,77,2
014700,2013,147,17,123,7
014700,2014,130,11,117,2
014700,2015,120,14,98,8
014700,2016,163,11,141,11
014700,2017,137,4,126,7
014700,2018,133,11,110,12
014700,2019,71,11,57,3
014700,2020,72,15,54,3
014700,2021,17,3,14,0
014700,2022,33,0,33,0
014700,2023,12,2,10,0
014701,2009,34,0,34,0
014701,2010,22,0,22,0
014701,2011,6,0,6,0
014701,2012,9,0,9,0
014701,2013,22,0,22,0
014701,2014,24,0,24,0
014701,2015,7,0,7,0
014701,2016,20,0,20,0
014701,2017,15,0,15,0
014701,2018,56,0,56,0
014701,2019,6,0,6,0
014701,2020,3,0,3,0
014701,2021,3,0,3,0
014702,2009,14,0,14,0
014702,2010,14,0,14,0
014702,2011,7,0,7,0
014702,2012,17,0,17,0
014702,2013,18,0,18,0
014702,2014,35,0,35,0
014702,2015,27,2,25,0
014702,2016,20,0,20,0
014702,2017,6,0,6,0
014702,2018,35,0,35,0
014702,2019,17,0,17,0
014800,2009,19,5,12,2
014800,2010,12,0,10,2
014800,2011,12,1,11,0
014800,2012,19,1,18,0
014800,2013,11,5,6,0
014800,2014,13,0,10,3
014800,2015,17,4,13,0
014800,2016,26,0,25,1
014800,2017,23,3,20,0
014800,2018,27,2,25,0
014800,2019,13,5,8,0
014800,2020,27,2,25,0
014800,2021,8,0,8,0
014800,2022,4,0,4,0
014800,2023,10,0,10,0
014801,2009,100,1,99,0
014801,2010,103,2,101,0
014801,2011,127,5,122,0
014801,2012,75,0,75,0
014801,2013,96,0,96,0
014801,2014,86,2,84,0
014801,2015,91,0,91,0
014801,2016,101,1,100,0
014801,2017,82,0,82,0
014801,2018,75,1,74,0
014801,2019,52,3,49,0
014801,2020,54,8,43,3
014801,2021,2,1,1,0
014802,2009,160,7,153,0
014802,2010,122,1,121,0
014802,2011,200,6,194,0
014802,2012,280,5,275,0
014802,2013,204,10,194,0
014802,2014,237,5,227,5
014802,2015,189,6,183,0
014802,2016,311,8,296,7
014802,2017,219,6,213,0
014802,2018,238,6,232,0
014802,2019,136,3,133,0
014802,2020,107,9,98,0
014802,2021,7,1,6,0
014802,2022,1,0,1,0
014802,2023,2,0,2,0
014900,2009,319,10,307,2
014900,2010,292,6,286,0
014900,2011,289,2,284,3
014900,2012,279,5,274,0
014900,2013,230,5,225,0
014900,2014,218,8,207,3
014900,2015,229,5,217,7
014900,2016,197,3,194,0
014900,2017,250,6,240,4
014900,2018,263,11,236,16
014900,2019,134,2,132,0
014900,2020,130,6,124,0
014900,2021,11,1,10,0
014900,2022,8,0,8,0
014900,2023,9,1,8,0
014901,2009,11,2,9,0
014901,2010,15,0,15,0
014901,2011,16,2,14,0
014901,2012,24,4,20,0
014901,2013,34,5,29,0
014901,2014,27,10,7,10
014901,2015,57,6,51,0
014901,2016,31,3,28,0
014901,2017,29,0,29,0
014901,2018,53,0,53,0
014901,2019,31,0,31,0
014901,2020,32,3,29,0
014901,2022,4,0,4,0
014901,2023,1,0,1,0
014902,2009,28,4,24,0
014902,2010,37,2,35,0
014902,2011,51,3,48,0
014902,2012,50,6,44,0
014902,2013,47,6,41,0
014902,2014,56,12,44,0
014902,2015,55,7,47,1
014902,2016,56,4,52,0
014902,2017,50,13,37,0
014902,2018,29,4,25,0
014902,2019,32,5,27,0
014902,2020,38,3,33,2
014902,2021,22,2,20,0
014902,2022,5,0,5,0
014902,2023,2,0,2,0
015000,2009,19,8,11,0
015000,2010,20,5,13,2
015000,2011,31,3,25,3
015000,2012,22,6,16,0
015000,2013,16,3,13,0
015000,2014,28,6,20,2
015000,2015,25,2,23,0
015000,2016,21,2,19,0
015000,2017,26,0,26,0
015000,2018,39,4,34,1
015000,2019,39,4,32,3
015000,2020,12,0,12,0
015000,2021,20,0,20,0
015000,2022,10,0,10,0
015000,2023,3,0,3,0
015001,2009,88,0,88,0
015001,2010,95,0,95,0
015001,2011,71,0,71,0
015001,2012,101,3,98,0
015001,2013,153,3,146,4
015001,2014,92,0,92,0
015001,2015,108,5,103,0
015001,2016,124,0,124,0
015001,2017,94,1,93,0
015001,2018,75,3,72,0
015001,2019,64,0,64,0
015001,2020,65,0,59,6
015001,2021,7,0,7,0
015001,2022,2,0,2,0
015002,2009,193,0,193,0
015002,2010,259,7,252,0
015002,2011,269,12,257,0
015002,2012,241,4,234,3
015002,2013,249,8,240,1
015002,2014,209,7,202,0
015002,2015,235,9,226,0
015002,2016,215,4,211,0
015002,2017,188,3,185,0
015002,2018,198,2,192,4
015002,2019,117,0,116,1
015002,2020,99,0,99,0
015002,2021,1,0,1,0
015100,2009,143,23,120,0
015100,2010,104,17,83,4
015100,2011,144,20,114,10
015100,2012,116,15,90,11
015100,2013,160,17,129,14
015100,2014,171,31,136,4
015100,2015,179,34,142,3
015100,2016,143,11,126,6
015100,2017,140,22,115,3
015100,2018,166,22,142,2
015100,2019,147,16,127,4
015100,2020,113,10,95,8
015100,2021,77,3,74,0
015100,2022,53,0,53,0
015100,2023,32,1,31,0
015101,2009,41,2,39,0
015101,2010,40,6,34,0
015101,2011,14,0,14,0
015101,2012,34,0,34,0
015101,2013,69,0,69,0
015101,2014,131,2,129,0
015101,2015,98,0,98,0
015101,2016,48,5,43,0
015101,2017,27,0,27,0
015101,2018,38,1,37,0
015101,2019,27,0,27,0
015101,2020,6,0,6,0
015101,2021,8,0,8,0
015102,2009,45,0,45,0
015102,2010,49,0,49,0
015102,2011,62,2,56,4
015102,2012,76,2,64,10
015102,2013,86,0,85,1
015102,2014,67,4,54,9
015102,2015,112,5,79,28
015102,2016,110,3,107,0
015102,2017,102,0,102,0
015102,2018,96,1,95,0
015102,2019,67,4,63,0
015102,2020,23,0,23,0
015102,2021,5,0,5,0
015200,2009,105,2,98,5
015200,2010,105,9,96,0
015200,2011,123,25,98,0
015200,2012,99,4,95,0
015200,2013,130,7,116,7
015200,2014,89,3,83,3
015200,2015,129,0,125,4
015200,2016,146,8,117,21
015200,2017,173,2,142,29
015200,2018,163,2,141,20
015200,2019,104,0,102,2
015200,2020,71,7,62,2
015200,2021,49,0,41,8
015200,2022,24,0,24,0
015200,2023,17,0,17,0
015300,2009,115,9,104,2
015300,2010,89,8,81,0
015300,2011,80,12,68,0
015300,2012,125,9,116,0
015300,2013,85,2,80,3
015300,2014,112,10,97,5
015300,2015,109,14,91,4
015300,2016,153,6,145,2
015300,2017,101,13,87,1
015300,2018,120,17,100,3
015300,2019,98,10,81,7
015300,2020,46,1,41,4
015300,2021,22,2,20,0
015300,2022,25,0,25,0
015300,2023,18,0,18,0
015301,2009,128,1,127,0
015301,2010,200,5,195,0
015301,2011,171,7,164,0
015301,2012,207,6,201,0
015301,2013,233,10,223,0
015301,2014,231,3,227,1
015301,2015,167,1,165,1
015301,2016,163,1,162,0
015301,2017,191,6,185,0
015301,2018,102,1,101,0
015301,2019,87,0,87,0
015301,2020,69,0,69,0
015301,2021,11,0,11,0
015301,2022,3,0,3,0
015302,2009,145,5,140,0
015302,2010,149,1,148,0
015302,2011,174,6,168,0
015302,2012,126,0,126,0
015302,2013,116,15,101,0
015302,2014,125,5,120,0
015302,2015,162,0,162,0
015302,2016,160,3,157,0
015302,2017,100,2,98,0
