geoid,borough,year,major_alterations,new_buildings,total_permits,minor_alterations
138502,QUEENS,2015,0,0,1,1
138502,QUEENS,2016,0,0,1,1
138502,QUEENS,2020,0,0,2,2
139,BROOKLYN,2009,1,1,25,23
139,BROOKLYN,2010,2,0,23,21
139,BROOKLYN,2011,3,0,29,26
139,BROOKLYN,2012,2,0,30,28
139,BROOKLYN,2013,1,6,40,33
139,BROOKLYN,2014,6,0,38,32
139,BROOKLYN,2015,8,1,45,36
139,BROOKLYN,2016,0,0,33,33
139,BROOKLYN,2017,4,0,24,20
139,BROOKLYN,2018,1,6,36,29
139,BROOKLYN,2019,2,0,14,12
139,BROOKLYN,2020,4,0,16,12
139,BROOKLYN,2021,0,1,5,4
139,BROOKLYN,2022,0,0,5,5
139,BROOKLYN,2023,1,0,2,1
139,MANHATTAN,2009,7,0,83,76
139,MANHATTAN,2010,2,0,71,69
139,MANHATTAN,2011,6,0,93,87
139,MANHATTAN,2012,12,0,97,85
139,MANHATTAN,2013,1,2,106,103
139,MANHATTAN,2014,5,1,99,93
139,MANHATTAN,2015,5,0,131,126
139,MANHATTAN,2016,5,0,136,131
139,MANHATTAN,2017,0,0,75,75
139,MANHATTAN,2018,0,12,63,51
139,MANHATTAN,2019,2,0,54,52
139,MANHATTAN,2020,1,0,48,47
139,MANHATTAN,2021,0,0,5,5
139,MANHATTAN,2022,1,0,2,1
1399,QUEENS,2009,0,0,3,3
1399,QUEENS,2010,2,0,3,1
1399,QUEENS,2011,0,0,2,2
1399,QUEENS,2012,2,0,7,5
1399,QUEENS,2013,2,0,5,3
1399,QUEENS,2014,3,0,6,3
1399,QUEENS,2015,2,0,11,9
1399,QUEENS,2016,4,0,7,3
1399,QUEENS,2017,7,0,12,5
1399,QUEENS,2018,1,0,4,3
1399,QUEENS,2019,3,0,7,4
1399,QUEENS,2020,1,0,2,1
1399,QUEENS,2021,0,0,3,3
14,QUEENS,2009,0,2,7,5
14,QUEENS,2010,0,0,2,2
14,QUEENS,2011,0,0,11,11
14,QUEENS,2012,0,0,4,4
14,QUEENS,2013,0,0,6,6
14,QUEENS,2014,0,0,11,11
14,QUEENS,2015,0,0,9,9
14,QUEENS,2016,0,0,8,8
14,QUEENS,2017,0,2,6,4
14,QUEENS,2018,2,0,7,5
14,QUEENS,2019,0,0,10,10
14,QUEENS,2020,0,0,9,9
14,QUEENS,2023,0,0,1,1
140,BROOKLYN,2009,0,0,2,2
140,BROOKLYN,2010,1,0,7,6
140,BROOKLYN,2011,0,1,7,6
140,BROOKLYN,2012,0,0,10,10
140,BROOKLYN,2013,0,7,12,5
140,BROOKLYN,2014,0,0,3,3
140,BROOKLYN,2015,3,0,20,17
140,BROOKLYN,2016,0,0,7,7
140,BROOKLYN,2017,1,0,3,2
140,BROOKLYN,2018,1,0,9,8
140,BROOKLYN,2019,2,0,2,0
140,BROOKLYN,2020,0,0,3,3
140,BROOKLYN,2022,0,0,1,1
140,BROOKLYN,2023,0,0,1,1
140,MANHATTAN,2009,5,0,88,83
140,MANHATTAN,2010,7,0,119,112
140,MANHATTAN,2011,3,2,120,115
140,MANHATTAN,2012,8,0,96,88
140,MANHATTAN,2013,11,5,153,137
140,MANHATTAN,2014,6,6,168,156
140,MANHATTAN,2015,4,1,119,114
140,MANHATTAN,2016,14,7,148,127
140,MANHATTAN,2017,5,2,100,93
140,MANHATTAN,2018,10,0,75,65
140,MANHATTAN,2019,4,4,62,54
140,MANHATTAN,2020,2,0,43,41
140,MANHATTAN,2021,0,0,13,13
140,QUEENS,2009,1,0,4,3
140,QUEENS,2010,0,1,6,5
140,QUEENS,2011,0,0,9,9
140,QUEENS,2012,0,0,5,5
140,QUEENS,2013,0,0,7,7
140,QUEENS,2014,0,0,8,8
140,QUEENS,2015,1,0,8,7
140,QUEENS,2016,2,0,13,11
140,QUEENS,2017,0,0,6,6
140,QUEENS,2018,6,2,11,3
140,QUEENS,2019,0,0,6,6
140,QUEENS,2020,0,0,7,7
140,QUEENS,2021,0,0,1,1
140,QUEENS,2022,0,0,2,2
1401,MANHATTAN,2009,0,0,24,24
1401,MANHATTAN,2010,4,0,34,30
1401,MANHATTAN,2011,0,0,29,29
1401,MANHATTAN,2012,2,0,15,13
1401,MANHATTAN,2013,0,0,35,35
1401,MANHATTAN,2014,0,0,28,28
1401,MANHATTAN,2015,0,0,30,30
1401,MANHATTAN,2016,0,0,22,22
1401,MANHATTAN,2017,0,0,32,32
1401,MANHATTAN,2018,0,0,21,21
1401,MANHATTAN,2019,1,4,17,12
1401,MANHATTAN,2020,0,1,17,16
1401,MANHATTAN,2021,0,0,2,2
1402,MANHATTAN,2009,0,0,27,27
1402,MANHATTAN,2010,2,0,17,15
1402,MANHATTAN,2011,0,0,29,29
1402,MANHATTAN,2012,1,1,32,30
1402,MANHATTAN,2013,2,0,33,31
1402,MANHATTAN,2014,4,13,42,25
1402,MANHATTAN,2015,5,2,51,44
1402,MANHATTAN,2016,1,6,57,50
1402,MANHATTAN,2017,2,8,42,32
1402,MANHATTAN,2018,2,0,14,12
1402,MANHATTAN,2019,1,0,24,23
1402,MANHATTAN,2020,5,9,23,9
1402,MANHATTAN,2021,0,0,9,9
1402,MANHATTAN,2022,0,0,3,3
1403,QUEENS,2009,1,0,3,2
1403,QUEENS,2010,0,0,2,2
1403,QUEENS,2011,0,1,2,1
1403,QUEENS,2012,2,0,3,1
1403,QUEENS,2013,3,0,7,4
1403,QUEENS,2014,1,0,8,7
1403,QUEENS,2015,0,0,2,2
1403,QUEENS,2016,1,0,6,5
1403,QUEENS,2017,0,0,7,7
1403,QUEENS,2018,1,0,4,3
1403,QUEENS,2019,0,0,3,3
1403,QUEENS,2020,0,0,4,4
1403,QUEENS,2021,0,0,2,2
1403,QUEENS,2022,0,0,10,10
1403,QUEENS,2023,0,0,1,1
140901,QUEENS,2009,0,0,4,4
140901,QUEENS,2010,1,0,3,2
140901,QUEENS,2011,1,0,2,1
140901,QUEENS,2012,1,0,1,0
140901,QUEENS,2013,0,0,1,1
140901,QUEENS,2014,1,1,8,6
140901,QUEENS,2015,1,5,8,2
140901,QUEENS,2016,1,0,9,8
140901,QUEENS,2017,0,0,11,11
140901,QUEENS,2018,2,0,5,3
140901,QUEENS,2019,1,0,2,1
140901,QUEENS,2020,1,0,1,0
140901,QUEENS,2021,0,0,7,7
140901,QUEENS,2022,0,0,1,1
140901,QUEENS,2023,0,0,1,1
140902,QUEENS,2009,1,1,7,5
140902,QUEENS,2010,2,0,4,2
140902,QUEENS,2011,5,2,9,2
140902,QUEENS,2012,0,0,3,3
140902,QUEENS,2013,2,1,10,7
140902,QUEENS,2014,4,1,8,3
140902,QUEENS,2015,8,1,14,5
140902,QUEENS,2016,3,0,10,7
140902,QUEENS,2017,3,1,6,2
140902,QUEENS,2018,5,0,14,9
140902,QUEENS,2019,2,1,11,8
140902,QUEENS,2020,0,0,4,4
140902,QUEENS,2021,1,0,11,10
140902,QUEENS,2022,0,0,1,1
140902,QUEENS,2023,0,0,4,4
141,BRONX,2009,0,0,28,28
141,BRONX,2010,1,0,17,16
141,BRONX,2011,0,0,16,16
141,BRONX,2012,0,0,26,26
141,BRONX,2013,0,0,24,24
141,BRONX,2014,0,4,32,28
141,BRONX,2015,0,1,15,14
141,BRONX,2016,0,14,26,12
141,BRONX,2017,0,2,19,17
141,BRONX,2018,0,2,12,10
141,BRONX,2019,0,0,24,24
141,BRONX,2020,0,3,20,17
141,BRONX,2021,0,0,5,5
141,BRONX,2022,0,0,7,7
141,BROOKLYN,2009,2,0,38,36
141,BROOKLYN,2010,0,0,33,33
141,BROOKLYN,2011,4,1,30,25
141,BROOKLYN,2012,4,0,25,21
141,BROOKLYN,2013,3,1,26,22
141,BROOKLYN,2014,3,3,32,26
141,BROOKLYN,2015,5,6,29,18
141,BROOKLYN,2016,2,3,54,49
141,BROOKLYN,2017,3,0,20,17
141,BROOKLYN,2018,2,0,26,24
141,BROOKLYN,2019,3,0,18,15
141,BROOKLYN,2020,1,2,17,14
141,BROOKLYN,2021,0,1,3,2
141,BROOKLYN,2022,0,0,8,8
141,BROOKLYN,2023,0,0,3,3
141,QUEENS,2009,1,0,2,1
141,QUEENS,2010,0,0,8,8
141,QUEENS,2011,3,0,13,10
141,QUEENS,2012,1,0,9,8
141,QUEENS,2013,0,0,6,6
141,QUEENS,2014,1,0,8,7
141,QUEENS,2015,0,1,18,17
141,QUEENS,2016,4,1,14,9
141,QUEENS,2017,0,0,5,5
141,QUEENS,2018,0,0,6,6
141,QUEENS,2019,1,0,7,6
141,QUEENS,2020,2,0,5,3
141,QUEENS,2023,1,0,2,1
141,STATEN ISLAND,2009,0,0,6,6
141,STATEN ISLAND,2010,0,3,10,7
141,STATEN ISLAND,2011,0,0,2,2
141,STATEN ISLAND,2012,1,0,3,2
141,STATEN ISLAND,2013,0,0,2,2
141,STATEN ISLAND,2014,0,0,2,2
141,STATEN ISLAND,2015,0,0,8,8
141,STATEN ISLAND,2016,0,0,4,4
141,STATEN ISLAND,2017,1,0,11,10
141,STATEN ISLAND,2018,0,0,6,6
141,STATEN ISLAND,2019,0,0,3,3
141,STATEN ISLAND,2020,0,2,7,5
141,STATEN ISLAND,2021,0,0,4,4
141,STATEN ISLAND,2022,0,0,2,2
1417,QUEENS,2009,4,1,14,9
1417,QUEENS,2010,4,0,16,12
1417,QUEENS,2011,3,0,12,9
1417,QUEENS,2012,5,0,10,5
1417,QUEENS,2013,6,0,14,8
1417,QUEENS,2014,8,0,18,10
1417,QUEENS,2015,4,0,37,33
1417,QUEENS,2016,4,1,38,33
1417,QUEENS,2017,3,0,29,26
1417,QUEENS,2018,5,17,45,23
1417,QUEENS,2019,0,0,20,20
1417,QUEENS,2020,8,0,24,16
1417,QUEENS,2021,0,0,9,9
1417,QUEENS,2022,0,0,11,11
1417,QUEENS,2023,0,0,4,4
142,BROOKLYN,2009,0,0,3,3
142,BROOKLYN,2010,0,0,9,9
142,BROOKLYN,2011,3,0,10,7
142,BROOKLYN,2012,0,0,6,6
142,BROOKLYN,2013,1,0,12,11
142,BROOKLYN,2014,0,0,6,6
142,BROOKLYN,2015,1,0,12,11
142,BROOKLYN,2016,0,0,12,12
142,BROOKLYN,2017,1,0,17,16
142,BROOKLYN,2018,0,0,6,6
142,BROOKLYN,2019,0,0,3,3
142,BROOKLYN,2020,0,0,4,4
142,MANHATTAN,2009,2,0,101,99
142,MANHATTAN,2010,0,0,93,93
142,MANHATTAN,2011,2,1,101,98
142,MANHATTAN,2012,2,0,94,92
142,MANHATTAN,2013,18,0,121,103
142,MANHATTAN,2014,9,0,103,94
142,MANHATTAN,2015,6,0,119,113
142,MANHATTAN,2016,10,4,110,96
142,MANHATTAN,2017,14,2,117,101
142,MANHATTAN,2018,3,7,95,85
142,MANHATTAN,2019,5,0,61,56
142,MANHATTAN,2020,8,0,59,51
142,MANHATTAN,2021,2,0,10,8
142,MANHATTAN,2022,0,0,4,4
142,MANHATTAN,2023,1,0,2,1
14201,QUEENS,2009,1,0,3,2
14201,QUEENS,2010,3,5,16,8
14201,QUEENS,2011,0,0,3,3
14201,QUEENS,2012,1,0,5,4
14201,QUEENS,2013,1,1,4,2
14201,QUEENS,2014,0,0,9,9
14201,QUEENS,2015,0,0,4,4
14201,QUEENS,2016,1,4,19,14
14201,QUEENS,2017,0,0,17,17
14201,QUEENS,2018,0,0,23,23
14201,QUEENS,2019,0,1,9,8
14201,QUEENS,2020,2,0,9,7
14201,QUEENS,2021,0,0,6,6
14201,QUEENS,2023,0,0,2,2
14202,QUEENS,2009,9,0,28,19
14202,QUEENS,2010,1,0,23,22
14202,QUEENS,2011,4,0,15,11
14202,QUEENS,2012,1,0,13,12
14202,QUEENS,2013,1,2,15,12
14202,QUEENS,2014,3,0,19,16
14202,QUEENS,2015,0,1,28,27
14202,QUEENS,2016,0,0,14,14
14202,QUEENS,2017,4,0,20,16
14202,QUEENS,2018,1,1,23,21
14202,QUEENS,2019,1,0,5,4
14202,QUEENS,2020,1,0,9,8
14202,QUEENS,2021,0,0,3,3
14202,QUEENS,2022,1,0,3,2
14202,QUEENS,2023,0,0,1,1
1429,QUEENS,2009,4,3,11,4
1429,QUEENS,2010,3,3,22,16
1429,QUEENS,2011,2,0,7,5
1429,QUEENS,2012,0,0,8,8
1429,QUEENS,2013,1,0,12,11
1429,QUEENS,2014,2,0,6,4
1429,QUEENS,2015,0,1,7,6
1429,QUEENS,2016,3,0,7,4
1429,QUEENS,2017,5,0,26,21
1429,QUEENS,2018,5,4,15,6
1429,QUEENS,2019,2,2,13,9
1429,QUEENS,2020,1,2,10,7
1429,QUEENS,2021,0,0,16,16
1429,QUEENS,2022,0,0,7,7
1429,QUEENS,2023,0,0,1,1
143,BRONX,2009,0,2,5,3
143,BRONX,2010,2,0,12,10
143,BRONX,2011,0,1,9,8
143,BRONX,2012,0,0,11,11
143,BRONX,2013,3,0,16,13
143,BRONX,2014,0,0,8,8
143,BRONX,2015,0,0,7,7
143,BRONX,2016,0,0,7,7
143,BRONX,2017,0,1,10,9
143,BRONX,2018,1,0,8,7
143,BRONX,2019,0,2,3,1
143,BRONX,2020,0,0,2,2
143,BRONX,2021,0,0,3,3
143,BRONX,2023,0,1,1,0
143,BROOKLYN,2009,1,0,25,24
143,BROOKLYN,2010,1,0,24,23
143,BROOKLYN,2011,1,0,21,20
143,BROOKLYN,2012,3,0,13,10
143,BROOKLYN,2013,3,0,21,18
143,BROOKLYN,2014,15,6,43,22
143,BROOKLYN,2015,2,2,36,32
143,BROOKLYN,2016,2,4,44,38
143,BROOKLYN,2017,4,6,31,21
143,BROOKLYN,2018,6,3,31,22
143,BROOKLYN,2019,1,3,16,12
143,BROOKLYN,2020,0,5,30,25
143,BROOKLYN,2021,0,2,10,8
143,BROOKLYN,2022,0,0,3,3
143,BROOKLYN,2023,0,0,7,7
143,MANHATTAN,2009,0,0,15,15
143,MANHATTAN,2010,1,0,46,45
143,MANHATTAN,2011,0,0,25,25
143,MANHATTAN,2012,1,5,56,50
143,MANHATTAN,2013,0,0,19,19
143,MANHATTAN,2014,0,0,15,15
143,MANHATTAN,2015,0,0,10,10
143,MANHATTAN,2016,0,0,8,8
143,MANHATTAN,2017,0,0,7,7
143,MANHATTAN,2018,0,0,12,12
143,MANHATTAN,2019,0,0,17,17
143,MANHATTAN,2020,0,0,4,4
143,MANHATTAN,2021,0,0,1,1
143,QUEENS,2009,0,0,23,23
143,QUEENS,2010,3,0,15,12
143,QUEENS,2011,2,0,12,10
143,QUEENS,2012,3,0,16,13
143,QUEENS,2013,6,0,16,10
143,QUEENS,2014,5,1,35,29
143,QUEENS,2015,3,3,35,29
143,QUEENS,2016,0,0,14,14
143,QUEENS,2017,2,0,20,18
143,QUEENS,2018,0,1,19,18
143,QUEENS,2019,0,1,9,8
143,QUEENS,2020,0,0,9,9
143,QUEENS,2021,0,0,2,2
143,QUEENS,2022,0,0,3,3
1435,QUEENS,2009,1,0,5,4
1435,QUEENS,2010,0,1,6,5
1435,QUEENS,2011,0,0,3,3
1435,QUEENS,2012,0,0,5,5
1435,QUEENS,2013,3,2,10,5
1435,QUEENS,2014,2,5,12,5
1435,QUEENS,2015,2,4,8,2
1435,QUEENS,2016,1,0,6,5
1435,QUEENS,2017,2,0,6,4
1435,QUEENS,2018,1,0,9,8
1435,QUEENS,2019,0,0,4,4
1435,QUEENS,2020,0,8,12,4
1435,QUEENS,2021,0,0,9,9
1435,QUEENS,2022,0,0,3,3
144,BRONX,2009,0,0,13,13
144,BRONX,2010,0,0,15,15
144,BRONX,2011,0,0,2,2
144,BRONX,2012,1,0,1,0
144,BRONX,2013,0,0,5,5
144,BRONX,2014,0,0,14,14
144,BRONX,2015,1,1,18,16
144,BRONX,2016,0,6,18,12
144,BRONX,2017,0,0,13,13
144,BRONX,2018,1,0,6,5
144,BRONX,2019,0,0,6,6
144,BRONX,2020,2,0,2,0
144,BRONX,2021,0,0,2,2
144,BRONX,2022,0,0,4,4
144,BRONX,2023,0,0,2,2
144,QUEENS,2010,0,1,9,8
144,QUEENS,2011,2,1,15,12
144,QUEENS,2012,7,0,10,3
144,QUEENS,2013,0,0,10,10
144,QUEENS,2014,2,0,16,14
144,QUEENS,2015,0,0,15,15
144,QUEENS,2016,0,0,11,11
144,QUEENS,2017,0,0,4,4
144,QUEENS,2018,1,4,8,3
144,QUEENS,2019,0,0,4,4
144,QUEENS,2021,0,0,3,3
144,QUEENS,2022,0,0,4,4
144,QUEENS,2023,0,0,4,4
14401,MANHATTAN,2009,0,0,15,15
14401,MANHATTAN,2010,6,0,32,26
14401,MANHATTAN,2011,0,0,16,16
14401,MANHATTAN,2012,2,0,22,20
14401,MANHATTAN,2013,0,0,24,24
14401,MANHATTAN,2014,6,0,25,19
14401,MANHATTAN,2015,0,0,43,43
14401,MANHATTAN,2016,1,0,52,51
14401,MANHATTAN,2017,0,0,19,19
14401,MANHATTAN,2018,0,5,33,28
14401,MANHATTAN,2019,0,0,17,17
14401,MANHATTAN,2020,0,0,11,11
14401,MANHATTAN,2021,0,0,2,2
14402,MANHATTAN,2009,2,0,33,31
14402,MANHATTAN,2010,0,0,43,43
14402,MANHATTAN,2011,4,0,72,68
14402,MANHATTAN,2012,2,0,45,43
14402,MANHATTAN,2013,2,0,53,51
14402,MANHATTAN,2014,6,0,41,35
14402,MANHATTAN,2015,0,0,37,37
14402,MANHATTAN,2016,0,0,52,52
14402,MANHATTAN,2017,0,11,49,38
14402,MANHATTAN,2018,4,0,43,39
14402,MANHATTAN,2019,1,0,26,25
14402,MANHATTAN,2020,0,0,17,17
1441,QUEENS,2009,1,6,14,7
1441,QUEENS,2010,1,1,9,7
1441,QUEENS,2011,1,0,5,4
1441,QUEENS,2012,2,1,17,14
1441,QUEENS,2013,0,0,3,3
1441,QUEENS,2014,3,2,11,6
1441,QUEENS,2015,0,0,7,7
1441,QUEENS,2016,2,0,28,26
1441,QUEENS,2017,1,0,11,10
1441,QUEENS,2018,0,0,4,4
1441,QUEENS,2019,0,0,2,2
1441,QUEENS,2020,0,0,5,5
1441,QUEENS,2021,0,0,7,7
1441,QUEENS,2022,0,0,3,3
1441,QUEENS,2023,0,0,1,1
1447,QUEENS,2009,2,3,16,11
1447,QUEENS,2010,1,3,15,11
1447,QUEENS,2011,2,0,7,5
1447,QUEENS,2012,0,5,12,7
1447,QUEENS,2013,2,0,17,15
1447,QUEENS,2014,0,1,17,16
1447,QUEENS,2015,1,16,30,13
1447,QUEENS,2016,2,12,47,33
1447,QUEENS,2017,1,3,24,20
1447,QUEENS,2018,0,6,18,12
1447,QUEENS,2019,0,0,20,20
1447,QUEENS,2020,3,2,8,3
1447,QUEENS,2021,0,9,12,3
1447,QUEENS,2022,0,0,3,3
1447,QUEENS,2023,0,0,1,1
145,BRONX,2009,2,4,16,10
145,BRONX,2010,2,2,25,21
145,BRONX,2011,0,0,8,8
145,BRONX,2013,1,0,6,5
145,BRONX,2014,1,1,17,15
145,BRONX,2015,1,0,17,16
145,BRONX,2016,0,1,11,10
145,BRONX,2017,1,0,22,21
145,BRONX,2018,1,1,30,28
145,BRONX,2019,0,0,8,8
145,BRONX,2020,1,0,2,1
145,BRONX,2021,0,0,2,2
145,BRONX,2022,0,0,2,2
145,BRONX,2023,0,0,1,1
145,BROOKLYN,2009,2,0,15,13
145,BROOKLYN,2010,1,0,15,14
145,BROOKLYN,2011,0,2,21,19
145,BROOKLYN,2012,0,1,32,31
145,BROOKLYN,2013,0,1,22,21
145,BROOKLYN,2014,5,3,28,20
145,BROOKLYN,2015,0,6,33,27
145,BROOKLYN,2016,4,6,40,30
145,BROOKLYN,2017,2,3,32,27
145,BROOKLYN,2018,1,1,22,20
145,BROOKLYN,2019,1,6,16,9
145,BROOKLYN,2020,4,3,19,12
145,BROOKLYN,2021,0,1,10,9
145,BROOKLYN,2022,2,0,3,1
145,BROOKLYN,2023,0,0,1,1
145,MANHATTAN,2009,2,3,67,62
145,MANHATTAN,2010,2,0,54,52
145,MANHATTAN,2011,1,1,45,43
145,MANHATTAN,2012,14,0,72,58
145,MANHATTAN,2013,1,0,87,86
145,MANHATTAN,2014,4,0,83,79
145,MANHATTAN,2015,0,0,84,84
145,MANHATTAN,2016,4,3,112,105
145,MANHATTAN,2017,1,0,86,85
145,MANHATTAN,2018,0,10,63,53
145,MANHATTAN,2019,1,2,38,35
145,MANHATTAN,2020,3,0,42,39
145,MANHATTAN,2021,0,0,7,7
145,MANHATTAN,2022,0,0,1,1
145,QUEENS,2009,0,1,4,3
145,QUEENS,2010,1,0,4,3
145,QUEENS,2011,0,0,5,5
145,QUEENS,2012,0,0,4,4
145,QUEENS,2013,0,0,5,5
145,QUEENS,2014,4,0,10,6
145,QUEENS,2015,0,0,5,5
145,QUEENS,2016,1,0,3,2
145,QUEENS,2017,0,0,3,3
145,QUEENS,2018,1,0,7,6
145,QUEENS,2019,3,0,12,9
145,QUEENS,2020,8,0,18,10
145,QUEENS,2021,0,0,5,5
145101,QUEENS,2009,1,0,2,1
145101,QUEENS,2011,4,0,5,1
145101,QUEENS,2012,0,0,5,5
145101,QUEENS,2013,0,3,9,6
145101,QUEENS,2014,2,1,4,1
145101,QUEENS,2015,0,0,5,5
145101,QUEENS,2016,2,1,12,9
145101,QUEENS,2017,1,0,7,6
145101,QUEENS,2018,0,1,5,4
145101,QUEENS,2019,1,0,8,7
145101,QUEENS,2020,2,0,3,1
145101,QUEENS,2021,0,3,6,3
145101,QUEENS,2022,0,0,3,3
145102,QUEENS,2009,2,0,10,8
145102,QUEENS,2010,2,2,8,4
145102,QUEENS,2011,0,0,11,11
145102,QUEENS,2012,5,1,9,3
145102,QUEENS,2013,0,0,10,10
145102,QUEENS,2014,0,1,5,4
145102,QUEENS,2015,2,4,13,7
145102,QUEENS,2016,2,2,24,20
145102,QUEENS,2017,1,2,7,4
145102,QUEENS,2018,2,0,12,10
145102,QUEENS,2019,0,2,5,3
145102,QUEENS,2020,0,1,5,4
145102,QUEENS,2021,0,0,6,6
145102,QUEENS,2022,0,0,3,3
145102,QUEENS,2023,0,0,3,3
1459,QUEENS,2009,1,1,7,5
1459,QUEENS,2010,1,2,12,9
1459,QUEENS,2011,0,1,2,1
1459,QUEENS,2012,1,0,1,0
1459,QUEENS,2013,1,1,11,9
1459,QUEENS,2014,4,0,15,11
1459,QUEENS,2015,1,0,7,6
1459,QUEENS,2016,0,0,6,6
1459,QUEENS,2017,2,0,6,4
1459,QUEENS,2018,4,0,15,11
1459,QUEENS,2019,1,0,8,7
1459,QUEENS,2020,1,0,7,6
1459,QUEENS,2021,0,0,3,3
1459,QUEENS,2022,0,0,5,5
1459,QUEENS,2023,0,0,1,1
14601,MANHATTAN,2009,4,0,38,34
14601,MANHATTAN,2010,1,0,45,44
14601,MANHATTAN,2011,2,0,53,51
14601,MANHATTAN,2012,0,0,31,31
14601,MANHATTAN,2013,4,0,47,43
14601,MANHATTAN,2014,7,0,43,36
14601,MANHATTAN,2015,2,0,40,38
14601,MANHATTAN,2016,6,0,33,27
14601,MANHATTAN,2017,9,0,60,51
14601,MANHATTAN,2018,0,0,21,21
14601,MANHATTAN,2019,0,1,19,18
14601,MANHATTAN,2020,0,0,8,8
14601,MANHATTAN,2021,2,0,5,3
14601,MANHATTAN,2022,0,0,3,3
14602,MANHATTAN,2009,1,1,28,26
14602,MANHATTAN,2010,0,0,63,63
14602,MANHATTAN,2011,1,0,59,58
14602,MANHATTAN,2012,8,0,45,37
14602,MANHATTAN,2013,3,0,71,68
14602,MANHATTAN,2014,5,5,75,65
14602,MANHATTAN,2015,3,0,52,49
14602,MANHATTAN,2016,0,0,60,60
14602,MANHATTAN,2017,0,0,33,33
14602,MANHATTAN,2018,4,0,59,55
14602,MANHATTAN,2019,0,2,25,23
14602,MANHATTAN,2020,2,0,47,45
14602,MANHATTAN,2021,0,0,2,2
14602,MANHATTAN,2023,0,0,1,1
14604,STATEN ISLAND,2009,3,2,15,10
14604,STATEN ISLAND,2010,0,0,8,8
14604,STATEN ISLAND,2011,0,0,11,11
14604,STATEN ISLAND,2012,0,2,11,9
14604,STATEN ISLAND,2013,3,8,41,30
14604,STATEN ISLAND,2014,2,9,58,47
14604,STATEN ISLAND,2015,4,0,46,42
14604,STATEN ISLAND,2016,0,5,37,32
14604,STATEN ISLAND,2017,0,0,11,11
14604,STATEN ISLAND,2018,5,0,24,19
14604,STATEN ISLAND,2019,0,3,13,10
14604,STATEN ISLAND,2020,1,2,13,10
14604,STATEN ISLAND,2021,0,3,22,19
14604,STATEN ISLAND,2022,0,0,15,15
14604,STATEN ISLAND,2023,0,0,3,3
14605,STATEN ISLAND,2009,4,0,12,8
14605,STATEN ISLAND,2010,0,0,4,4
14605,STATEN ISLAND,2011,1,0,3,2
14605,STATEN ISLAND,2012,2,1,9,6
14605,STATEN ISLAND,2013,5,2,17,10
14605,STATEN ISLAND,2014,0,0,28,28
14605,STATEN ISLAND,2015,0,6,24,18
14605,STATEN ISLAND,2016,0,0,14,14
14605,STATEN ISLAND,2017,2,5,25,18
14605,STATEN ISLAND,2018,4,1,16,11
14605,STATEN ISLAND,2019,1,0,9,8
14605,STATEN ISLAND,2020,1,2,21,18
14605,STATEN ISLAND,2021,0,0,13,13
14605,STATEN ISLAND,2022,0,0,8,8
14605,STATEN ISLAND,2023,0,0,4,4
14606,STATEN ISLAND,2009,0,0,8,8
14606,STATEN ISLAND,2010,0,0,20,20
14606,STATEN ISLAND,2011,0,0,7,7
14606,STATEN ISLAND,2012,0,0,3,3
14606,STATEN ISLAND,2013,0,1,13,12
14606,STATEN ISLAND,2014,1,1,23,21
14606,STATEN ISLAND,2015,0,0,22,22
14606,STATEN ISLAND,2016,0,0,23,23
14606,STATEN ISLAND,2017,2,1,12,9
14606,STATEN ISLAND,2018,0,3,20,17
14606,STATEN ISLAND,2019,1,0,6,5
14606,STATEN ISLAND,2020,2,0,9,7
14606,STATEN ISLAND,2021,1,0,9,8
14606,STATEN ISLAND,2022,0,0,12,12
14606,STATEN ISLAND,2023,0,0,6,6
14607,STATEN ISLAND,2009,0,0,2,2
14607,STATEN ISLAND,2010,0,0,8,8
14607,STATEN ISLAND,2011,1,0,5,4
14607,STATEN ISLAND,2012,1,0,4,3
14607,STATEN ISLAND,2013,3,3,17,11
14607,STATEN ISLAND,2014,0,2,25,23
14607,STATEN ISLAND,2015,0,14,32,18
14607,STATEN ISLAND,2016,0,1,16,15
14607,STATEN ISLAND,2017,3,0,20,17
14607,STATEN ISLAND,2018,0,0,13,13
14607,STATEN ISLAND,2019,0,4,9,5
14607,STATEN ISLAND,2020,0,0,4,4
14607,STATEN ISLAND,2021,0,0,3,3
14607,STATEN ISLAND,2022,0,0,6,6
14607,STATEN ISLAND,2023,0,0,2,2
14608,STATEN ISLAND,2009,0,0,2,2
14608,STATEN ISLAND,2010,0,2,2,0
14608,STATEN ISLAND,2011,0,1,5,4
14608,STATEN ISLAND,2012,0,0,1,1
14608,STATEN ISLAND,2013,1,0,11,10
14608,STATEN ISLAND,2014,0,2,5,3
14608,STATEN ISLAND,2015,2,1,16,13
14608,STATEN ISLAND,2016,0,0,7,7
14608,STATEN ISLAND,2017,0,0,7,7
14608,STATEN ISLAND,2018,0,0,3,3
14608,STATEN ISLAND,2020,1,0,5,4
14608,STATEN ISLAND,2021,0,0,4,4
14608,STATEN ISLAND,2022,0,0,4,4
14608,STATEN ISLAND,2023,0,0,4,4
1463,QUEENS,2009,0,3,11,8
1463,QUEENS,2010,2,0,13,11
1463,QUEENS,2011,1,0,14,13
1463,QUEENS,2012,0,0,2,2
1463,QUEENS,2013,2,0,6,4
1463,QUEENS,2014,2,0,26,24
1463,QUEENS,2015,1,0,9,8
1463,QUEENS,2016,3,0,5,2
